Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
All: LAG 0,-0.003293,0.002360,-0.000469,0.000427,-0.000312,0.000259,-0.004123,0.002239
Female,-0.001247,0.003246,-0.000153,0.000588,-0.000136,0.000356,-0.001553,0.003087
Male,-0.005240,0.003114,-0.000769,0.000564,-0.000480,0.000341,-0.006534,0.002946
Warm All,-0.004961,0.002807,-0.000634,0.000509,-0.000551,0.000310,-0.004388,0.002294
Warm Female,-0.001754,0.003577,-0.000063,0.000649,-0.000348,0.000395,-0.001147,0.002925
Warm Male,-0.007949,0.003368,-0.001163,0.000611,-0.000742,0.000372,-0.007404,0.002750
Cold All,-0.000790,0.002819,-0.000265,0.000508,0.000071,0.000303,-0.006649,0.004093
Cold Female,0.000335,0.003646,-0.000165,0.000657,0.000240,0.000392,-0.005612,0.005305
Cold Male,-0.001859,0.003608,-0.000355,0.000650,-0.000094,0.000388,-0.007575,0.005231
Age 0-10 All,-0.022072,0.007649,-0.004075,0.001394,-0.001264,0.000826,-0.007567,0.007383
Age 0-10 Female,-0.022344,0.011076,-0.003736,0.002013,-0.001615,0.001199,-0.012539,0.010677
Age 0-10 Male,-0.021681,0.010110,-0.004329,0.001846,-0.000966,0.001089,-0.003169,0.009756
Age 11-60 All,-0.002208,0.002775,-0.000216,0.000502,-0.000302,0.000305,-0.002020,0.002624
Age 11-60 Female,-0.000974,0.003879,-0.000136,0.000702,-0.000092,0.000426,0.002386,0.003682
Age 11-60 Male,-0.003327,0.003693,-0.000289,0.000668,-0.000491,0.000406,-0.005881,0.003477
Age 60+All,-0.000026,0.004352,0.000023,0.000786,-0.000017,0.000478,-0.008699,0.004143
Age 60+ Female,0.003998,0.005802,0.000795,0.001048,0.000187,0.000637,-0.007831,0.005518
Age 60+ Male,-0.004728,0.006213,-0.000875,0.001122,-0.000257,0.000682,-0.009737,0.005926
All: LAG 1,-0.000364,0.002357,-0.000268,0.000426,0.000170,0.000259,-0.001587,0.002244
Female,0.002045,0.003246,-0.000004,0.000587,0.000473,0.000357,0.001556,0.003094
Male,-0.002668,0.003116,-0.000520,0.000563,-0.000119,0.000342,-0.004574,0.002962
Warm All,0.000702,0.002810,-0.000272,0.000510,0.000417,0.000310,-0.000804,0.002314
Warm Female,0.004198,0.003581,0.000031,0.000650,0.000938,0.000396,0.004315,0.002940
Warm Male,-0.002565,0.003374,-0.000555,0.000613,-0.000067,0.000372,-0.005635,0.002784
Cold All,-0.001962,0.002820,-0.000280,0.000505,-0.000170,0.000305,-0.008044,0.004053
Cold Female,-0.000371,0.003646,0.000054,0.000653,-0.000123,0.000394,-0.012555,0.005260
Cold Male,-0.003534,0.003630,-0.000609,0.000649,-0.000216,0.000392,-0.003674,0.005202
Age 0-10 All,-0.007845,0.007598,-0.002448,0.001380,0.000446,0.000825,-0.003319,0.007367
Age 0-10 Female,-0.013703,0.010995,-0.002580,0.001995,-0.000739,0.001198,-0.014380,0.010770
Age 0-10 Male,-0.002803,0.010051,-0.002317,0.001829,0.001436,0.001087,0.005878,0.009661
Age 11-60 All,-0.000359,0.002771,-0.000128,0.000501,0.000041,0.000305,-0.000497,0.002628
Age 11-60 Female,0.001400,0.003879,0.000010,0.000701,0.000312,0.000427,0.006433,0.003685
Age 11-60 Male,-0.001940,0.003698,-0.000253,0.000668,-0.000202,0.000407,-0.006655,0.003498
Age 60+All,0.002152,0.004368,0.000085,0.000790,0.000423,0.000481,-0.003976,0.004175
Age 60+ Female,0.008109,0.005822,0.000706,0.001053,0.001205,0.000642,-0.005610,0.005550
Age 60+ Male,-0.004761,0.006223,-0.000634,0.001125,-0.000480,0.000684,-0.002050,0.005972
All: LAG 2,-0.001021,0.002363,-0.000266,0.000426,0.000022,0.000260,-0.000746,0.002241
Female,0.002109,0.003251,0.000207,0.000587,0.000294,0.000358,0.004288,0.003088
Male,-0.004025,0.003119,-0.000720,0.000563,-0.000238,0.000343,-0.005518,0.002952
Warm All,-0.002159,0.002795,-0.000520,0.000507,-0.000003,0.000310,-0.001573,0.002298
Warm Female,0.002835,0.003559,0.000229,0.000645,0.000451,0.000396,0.004761,0.002923
Warm Male,-0.006897,0.003356,-0.001234,0.000609,-0.000431,0.000372,-0.007551,0.002759
Cold All,0.000298,0.002844,0.000036,0.000507,0.000035,0.000307,0.001086,0.004086
Cold Female,0.001422,0.003677,0.000226,0.000656,0.000106,0.000397,0.003300,0.005299
Cold Male,-0.000774,0.003655,-0.000145,0.000651,-0.000032,0.000395,-0.001024,0.005236
Age 0-10 All,-0.005600,0.007594,-0.001105,0.001369,-0.000218,0.000831,0.001895,0.007343
Age 0-10 Female,-0.007253,0.011038,-0.000560,0.001989,-0.001099,0.001204,0.013408,0.010606
Age 0-10 Male,-0.004157,0.010008,-0.001557,0.001806,0.000538,0.001097,-0.007844,0.009731
Age 11-60 All,0.001604,0.002777,0.000299,0.000501,0.000092,0.000306,0.000389,0.002624
Age 11-60 Female,0.006399,0.003880,0.000875,0.000700,0.000651,0.000428,0.005869,0.003678
Age 11-60 Male,-0.002751,0.003701,-0.000225,0.000668,-0.000415,0.000407,-0.004501,0.003485
Age 60+All,-0.006510,0.004380,-0.001496,0.000791,-0.000084,0.000482,-0.004642,0.004169
Age 60+ Female,-0.005396,0.005835,-0.001155,0.001053,-0.000152,0.000643,-0.001914,0.005555
Age 60+ Male,-0.007774,0.006243,-0.001885,0.001127,-0.000006,0.000686,-0.007779,0.005939
All: LAG 3,-0.001962,0.002366,-0.000135,0.000427,-0.000322,0.000261,-0.002429,0.002242
Female,0.001004,0.003258,0.000442,0.000587,-0.000180,0.000359,0.001347,0.003086
Male,-0.004785,0.003113,-0.000686,0.000562,-0.000457,0.000343,-0.006013,0.002951
Warm All,-0.005157,0.002790,-0.000762,0.000506,-0.000485,0.000310,-0.003367,0.002293
Warm Female,0.000959,0.003556,0.000335,0.000643,-0.000089,0.000395,0.000557,0.002911
Warm Male,-0.010911,0.003344,-0.001798,0.000607,-0.000857,0.000371,-0.007078,0.002758
Cold All,0.002913,0.002847,0.000817,0.000507,-0.000104,0.000309,0.000243,0.004113
Cold Female,0.001323,0.003693,0.000647,0.000658,-0.000304,0.000401,0.004677,0.005348
Cold Male,0.004476,0.003642,0.000985,0.000649,0.000092,0.000395,-0.003977,0.005248
Age 0-10 All,-0.011572,0.007590,-0.001393,0.001376,-0.001330,0.000828,-0.005417,0.007320
Age 0-10 Female,-0.015372,0.011090,-0.001174,0.002005,-0.002377,0.001209,-0.000868,0.010575
Age 0-10 Male,-0.008336,0.009947,-0.001557,0.001807,-0.000461,0.001085,-0.009283,0.009680
Age 11-60 All,0.001301,0.002785,0.000633,0.000502,-0.000291,0.000307,-0.000287,0.002630
Age 11-60 Female,0.004275,0.003891,0.001274,0.000701,-0.000207,0.000429,0.003179,0.003681
Age 11-60 Male,-0.001377,0.003702,0.000055,0.000668,-0.000367,0.000408,-0.003385,0.003488
Age 60+All,-0.007463,0.004357,-0.001768,0.000785,-0.000061,0.000480,-0.007203,0.004148
Age 60+ Female,-0.002109,0.005820,-0.001064,0.001047,0.000512,0.000642,-0.002220,0.005516
Age 60+ Male,-0.013623,0.006191,-0.002582,0.001117,-0.000716,0.000682,-0.012990,0.005925
All: LAG 4,-0.001138,0.002377,0.000064,0.000430,-0.000319,0.000261,-0.002954,0.002243
Female,-0.000022,0.003274,0.000026,0.000592,-0.000028,0.000360,-0.001636,0.003083
Male,-0.002206,0.003114,0.000100,0.000565,-0.000595,0.000341,-0.004221,0.002942
Warm All,-0.004334,0.002798,-0.000601,0.000509,-0.000451,0.000310,-0.004482,0.002287
Warm Female,-0.000297,0.003564,-0.000150,0.000646,0.000072,0.000396,-0.003400,0.002899
Warm Male,-0.008110,0.003350,-0.001025,0.000611,-0.000936,0.000370,-0.005502,0.002750
Cold All,0.003778,0.002855,0.001097,0.000511,-0.000160,0.000309,0.002694,0.004142
Cold Female,0.000209,0.003708,0.000301,0.000664,-0.000224,0.000400,0.007065,0.005379
Cold Male,0.007247,0.003632,0.001870,0.000650,-0.000096,0.000393,-0.001528,0.005270
Age 0-10 All,-0.005948,0.007594,-0.000582,0.001381,-0.000806,0.000828,-0.002615,0.007299
Age 0-10 Female,-0.028049,0.011051,-0.004644,0.002011,-0.002090,0.001200,-0.016659,0.010656
Age 0-10 Male,0.012524,0.009966,0.002821,0.001813,0.000278,0.001092,0.009158,0.009562
Age 11-60 All,0.000896,0.002789,0.000357,0.000504,-0.000125,0.000306,-0.003069,0.002616
Age 11-60 Female,0.003841,0.003901,0.000630,0.000705,0.000297,0.000429,-0.002201,0.003664
Age 11-60 Male,-0.001751,0.003697,0.000111,0.000670,-0.000504,0.000406,-0.003860,0.003464
Age 60+All,-0.004934,0.004376,-0.000500,0.000792,-0.000668,0.000480,-0.002720,0.004169
Age 60+ Female,-0.001183,0.005841,-0.000088,0.001054,-0.000198,0.000643,0.003855,0.005506
Age 60+ Male,-0.009299,0.006210,-0.000983,0.001128,-0.001208,0.000679,-0.010573,0.005989
All: LAG 5,-0.002540,0.002390,-0.000560,0.000434,-0.000064,0.000262,-0.003221,0.002227
Female,-0.004543,0.003291,-0.000768,0.000597,-0.000329,0.000360,-0.004220,0.003065
Male,-0.000653,0.003122,-0.000363,0.000568,0.000184,0.000341,-0.002293,0.002910
Warm All,-0.005238,0.002815,-0.001092,0.000514,-0.000202,0.000310,-0.003356,0.002264
Warm Female,-0.007147,0.003588,-0.001409,0.000655,-0.000347,0.000395,-0.005479,0.002877
Warm Male,-0.003446,0.003363,-0.000790,0.000615,-0.000071,0.000369,-0.001344,0.002711
Cold All,0.001174,0.002865,0.000198,0.000514,0.000081,0.000310,-0.003850,0.004132
Cold Female,-0.001295,0.003716,0.000116,0.000666,-0.000399,0.000403,0.002537,0.005354
Cold Male,0.003557,0.003639,0.000272,0.000653,0.000548,0.000394,-0.010062,0.005256
Age 0-10 All,-0.009708,0.007599,-0.001738,0.001385,-0.000613,0.000829,-0.015915,0.007213
Age 0-10 Female,-0.019325,0.011058,-0.003351,0.002008,-0.001343,0.001213,-0.020026,0.010424
Age 0-10 Male,-0.001648,0.009974,-0.000376,0.001823,-0.000008,0.001083,-0.012364,0.009527
Age 11-60 All,-0.002327,0.002803,-0.000453,0.000509,-0.000115,0.000307,-0.003518,0.002607
Age 11-60 Female,-0.004646,0.003924,-0.000649,0.000712,-0.000464,0.000430,-0.005909,0.003658
Age 11-60 Male,-0.000270,0.003704,-0.000279,0.000673,0.000195,0.000406,-0.001421,0.003439
Age 60+All,-0.000731,0.004400,-0.000459,0.000800,0.000255,0.000480,0.001712,0.004093
Age 60+ Female,-0.000124,0.005870,-0.000318,0.001065,0.000272,0.000641,0.004106,0.005432
Age 60+ Male,-0.001447,0.006247,-0.000623,0.001138,0.000230,0.000680,-0.001121,0.005844
All: LAG 6,-0.004747,0.002376,-0.000908,0.000432,-0.000247,0.000261,-0.002610,0.002197
Female,-0.004154,0.003265,-0.000732,0.000593,-0.000272,0.000359,-0.001182,0.003021
Male,-0.005337,0.003105,-0.001082,0.000564,-0.000222,0.000341,-0.003999,0.002870
Warm All,-0.009743,0.002785,-0.001850,0.000509,-0.000545,0.000308,-0.005086,0.002221
Warm Female,-0.010556,0.003543,-0.001864,0.000647,-0.000716,0.000393,-0.004616,0.002822
Warm Male,-0.009014,0.003338,-0.001846,0.000610,-0.000386,0.000369,-0.005559,0.002662
Cold All,0.002332,0.002853,0.000424,0.000513,0.000134,0.000309,0.008311,0.004123
Cold Female,0.005356,0.003692,0.000945,0.000664,0.000324,0.000400,0.016209,0.005326
Cold Male,-0.000580,0.003621,-0.000078,0.000651,-0.000048,0.000392,0.000631,0.005242
Age 0-10 All,-0.000577,0.007565,-0.000360,0.001378,0.000181,0.000824,-0.001380,0.007063
Age 0-10 Female,0.000780,0.010996,-0.000720,0.001998,0.000805,0.001198,0.009138,0.010185
Age 0-10 Male,-0.001724,0.009957,-0.000056,0.001817,-0.000343,0.001083,-0.010328,0.009359
Age 11-60 All,-0.005179,0.002789,-0.000891,0.000507,-0.000360,0.000307,-0.004659,0.002576
Age 11-60 Female,-0.002800,0.003893,-0.000241,0.000707,-0.000416,0.000428,-0.003407,0.003608
Age 11-60 Male,-0.007342,0.003689,-0.001481,0.000671,-0.000311,0.000405,-0.005807,0.003396
Age 60+All,-0.004868,0.004362,-0.001114,0.000792,-0.000083,0.000479,0.002648,0.004030
Age 60+ Female,-0.008631,0.005813,-0.001868,0.001055,-0.000240,0.000638,0.001313,0.005349
Age 60+ Male,-0.000559,0.006198,-0.000256,0.001125,0.000101,0.000680,0.004245,0.005754
All: LAG 7,-0.003080,0.002380,-0.000402,0.000431,-0.000334,0.000262,-0.001466,0.002197
Female,-0.004630,0.003263,-0.000690,0.000592,-0.000427,0.000359,0.000542,0.003022
Male,-0.001591,0.003108,-0.000128,0.000563,-0.000244,0.000342,-0.003368,0.002860
Warm All,-0.007006,0.002783,-0.001291,0.000507,-0.000425,0.000308,-0.003991,0.002208
Warm Female,-0.008172,0.003543,-0.001312,0.000645,-0.000673,0.000393,-0.003483,0.002816
Warm Male,-0.005878,0.003334,-0.001268,0.000607,-0.000186,0.000369,-0.004462,0.002639
Cold All,0.002391,0.002855,0.000874,0.000513,-0.000271,0.000310,0.010052,0.004135
Cold Female,0.000577,0.003688,0.000253,0.000663,-0.000115,0.000401,0.020280,0.005331
Cold Male,0.004159,0.003621,0.001475,0.000649,-0.000421,0.000394,0.000118,0.005249
Age 0-10 All,0.017702,0.007615,0.002481,0.001384,0.001704,0.000827,0.011048,0.007068
Age 0-10 Female,0.019646,0.011056,0.002609,0.002001,0.002017,0.001204,0.012425,0.010192
Age 0-10 Male,0.016173,0.010029,0.002393,0.001829,0.001448,0.001086,0.009857,0.009360
Age 11-60 All,-0.005391,0.002789,-0.000511,0.000506,-0.000760,0.000307,-0.003876,0.002575
Age 11-60 Female,-0.005960,0.003889,-0.000493,0.000706,-0.000908,0.000428,-0.002839,0.003614
Age 11-60 Male,-0.004858,0.003683,-0.000528,0.000667,-0.000622,0.000406,-0.004825,0.003381
Age 60+All,-0.003606,0.004352,-0.001030,0.000788,0.000123,0.000479,0.001001,0.004008
Age 60+ Female,-0.008087,0.005796,-0.002055,0.001051,0.000032,0.000638,0.005109,0.005328
Age 60+ Male,0.001526,0.006184,0.000138,0.001117,0.000225,0.000681,-0.003774,0.005707
All: LAG 8,-0.003746,0.002395,-0.000594,0.000436,-0.000310,0.000261,-0.002182,0.002194
Female,-0.006493,0.003279,-0.000947,0.000597,-0.000612,0.000358,-0.002778,0.003014
Male,-0.001099,0.003134,-0.000255,0.000570,-0.000021,0.000342,-0.001623,0.002862
Warm All,-0.003853,0.002818,-0.000659,0.000515,-0.000284,0.000310,-0.002470,0.002205
Warm Female,-0.005596,0.003583,-0.000726,0.000654,-0.000617,0.000395,-0.003548,0.002804
Warm Male,-0.002185,0.003373,-0.000593,0.000617,0.000029,0.000370,-0.001455,0.002637
Cold All,-0.003782,0.002844,-0.000517,0.000514,-0.000369,0.000307,-0.001640,0.004130
Cold Female,-0.007971,0.003670,-0.001258,0.000664,-0.000641,0.000396,0.001170,0.005348
Cold Male,0.000335,0.003623,0.000206,0.000653,-0.000102,0.000391,-0.004349,0.005242
Age 0-10 All,0.005289,0.007649,0.000404,0.001395,0.000795,0.000823,0.002230,0.007087
Age 0-10 Female,0.007179,0.011077,0.000522,0.002016,0.001106,0.001196,-0.001797,0.010335
Age 0-10 Male,0.003719,0.010080,0.000311,0.001842,0.000535,0.001081,0.005539,0.009283
Age 11-60 All,-0.005822,0.002808,-0.000859,0.000511,-0.000534,0.000307,-0.004173,0.002569
Age 11-60 Female,-0.009290,0.003907,-0.001368,0.000711,-0.000859,0.000427,-0.005312,0.003594
Age 11-60 Male,-0.002677,0.003717,-0.000399,0.000676,-0.000239,0.000406,-0.003202,0.003382
Age 60+All,-0.001218,0.004373,-0.000221,0.000797,-0.000087,0.000478,0.001688,0.004008
Age 60+ Female,-0.003757,0.005824,-0.000371,0.001061,-0.000520,0.000637,0.002808,0.005320
Age 60+ Male,0.001752,0.006217,-0.000043,0.001132,0.000414,0.000680,0.000466,0.005717
All: LAG 9,-0.001694,0.002407,-0.000314,0.000437,-0.000098,0.000263,-0.003224,0.002188
Female,-0.006726,0.003289,-0.000923,0.000597,-0.000679,0.000360,-0.005320,0.003004
Male,0.003105,0.003152,0.000267,0.000572,0.000454,0.000344,-0.001272,0.002855
Warm All,-0.000998,0.002842,-0.000257,0.000517,0.000006,0.000313,-0.003381,0.002197
Warm Female,-0.004155,0.003609,-0.000575,0.000656,-0.000419,0.000398,-0.004849,0.002795
Warm Male,0.001969,0.003408,0.000042,0.000620,0.000402,0.000374,-0.002012,0.002631
Cold All,-0.003153,0.002841,-0.000498,0.000513,-0.000249,0.000307,-0.004594,0.004111
Cold Female,-0.011230,0.003660,-0.001578,0.000662,-0.001069,0.000395,-0.010612,0.005325
Cold Male,0.004722,0.003616,0.000549,0.000652,0.000555,0.000391,0.001107,0.005210
Age 0-10 All,0.002334,0.007664,0.000561,0.001391,0.000019,0.000831,0.000997,0.007127
Age 0-10 Female,-0.003323,0.011115,0.000748,0.002013,-0.001413,0.001205,0.000578,0.010305
Age 0-10 Male,0.007040,0.010085,0.000393,0.001833,0.001219,0.001093,0.001291,0.009403
Age 11-60 All,-0.005754,0.002815,-0.000926,0.000511,-0.000459,0.000308,-0.005976,0.002555
Age 11-60 Female,-0.011960,0.003914,-0.001751,0.000711,-0.001110,0.000428,-0.007828,0.003577
Age 11-60 Male,-0.000142,0.003733,-0.000182,0.000677,0.000129,0.000408,-0.004354,0.003369
Age 60+All,0.007721,0.004394,0.001009,0.000797,0.000830,0.000482,0.002721,0.003990
Age 60+ Female,0.004522,0.005853,0.000523,0.001060,0.000554,0.000643,-0.001159,0.005325
Age 60+ Male,0.011307,0.006236,0.001553,0.001132,0.001140,0.000682,0.007106,0.005650
All: LAG 10,0.000247,0.002420,-0.000036,0.000438,0.000090,0.000265,-0.003138,0.002185
Female,-0.001353,0.003310,-0.000356,0.000598,0.000021,0.000362,-0.004343,0.002992
Male,0.001782,0.003165,0.000273,0.000573,0.000156,0.000346,-0.002002,0.002856
Warm All,0.000014,0.002875,-0.000223,0.000518,0.000218,0.000317,-0.004007,0.002194
Warm Female,-0.001360,0.003656,-0.000346,0.000658,0.000018,0.000404,-0.002958,0.002781
Warm Male,0.001299,0.003437,-0.000107,0.000621,0.000402,0.000379,-0.004998,0.002632
Cold All,-0.000284,0.002836,0.000086,0.000515,-0.000141,0.000306,-0.001848,0.004120
Cold Female,-0.002104,0.003654,-0.000545,0.000664,0.000014,0.000394,-0.014399,0.005339
Cold Male,0.001506,0.003610,0.000703,0.000656,-0.000290,0.000389,0.010086,0.005209
Age 0-10 All,0.009108,0.007684,0.002233,0.001397,0.000035,0.000835,0.000510,0.007065
Age 0-10 Female,0.005729,0.011215,0.000637,0.002032,0.000710,0.001217,-0.008526,0.010227
Age 0-10 Male,0.011885,0.010054,0.003562,0.001834,-0.000519,0.001093,0.008166,0.009306
Age 11-60 All,-0.001919,0.002835,-0.000366,0.000513,-0.000095,0.000310,-0.003499,0.002550
Age 11-60 Female,-0.003567,0.003947,-0.000550,0.000713,-0.000302,0.000432,-0.001595,0.003558
Age 11-60 Male,-0.000436,0.003750,-0.000200,0.000679,0.000091,0.000410,-0.005206,0.003367
Age 60+All,0.002953,0.004410,0.000080,0.000797,0.000592,0.000483,-0.003426,0.004002
Age 60+ Female,0.001847,0.005873,-0.000184,0.001061,0.000589,0.000644,-0.009848,0.005332
Age 60+ Male,0.004309,0.006255,0.000402,0.001132,0.000600,0.000685,0.003916,0.005673
All: LAG 11,-0.000905,0.002428,-0.000443,0.000442,0.000191,0.000264,-0.006099,0.002195
Female,0.000712,0.003320,-0.000477,0.000603,0.000582,0.000361,-0.005805,0.003000
Male,-0.002421,0.003178,-0.000407,0.000579,-0.000179,0.000346,-0.006368,0.002876
Warm All,0.001032,0.002896,-0.000249,0.000526,0.000461,0.000316,-0.006465,0.002211
Warm Female,0.004791,0.003677,0.000211,0.000667,0.000887,0.000402,-0.004936,0.002797
Warm Male,-0.002460,0.003462,-0.000676,0.000630,0.000065,0.000377,-0.007917,0.002655
Cold All,-0.004106,0.002836,-0.000786,0.000517,-0.000226,0.000306,-0.005422,0.004129
Cold Female,-0.004922,0.003653,-0.001450,0.000666,0.000178,0.000394,-0.008892,0.005330
Cold Male,-0.003311,0.003612,-0.000143,0.000657,-0.000622,0.000390,-0.002095,0.005246
Age 0-10 All,0.002859,0.007701,-0.000561,0.001406,0.001131,0.000835,-0.008327,0.007146
Age 0-10 Female,-0.004205,0.011154,-0.001719,0.002035,0.000585,0.001205,-0.010619,0.010298
Age 0-10 Male,0.008857,0.010125,0.000432,0.001849,0.001594,0.001101,-0.006430,0.009440
Age 11-60 All,-0.001107,0.002845,-0.000271,0.000517,-0.000005,0.000310,-0.005378,0.002559
Age 11-60 Female,0.000660,0.003964,-0.000277,0.000720,0.000392,0.000431,-0.003549,0.003571
Age 11-60 Male,-0.002690,0.003760,-0.000265,0.000684,-0.000363,0.000409,-0.007006,0.003380
Age 60+All,-0.001649,0.004434,-0.000867,0.000807,0.000396,0.000482,-0.007385,0.004036
Age 60+ Female,0.002201,0.005900,-0.000599,0.001072,0.001021,0.000642,-0.009901,0.005348
Age 60+ Male,-0.006044,0.006301,-0.001167,0.001149,-0.000320,0.000683,-0.004351,0.005766
All: LAG 12,-0.000319,0.002429,-0.000296,0.000442,0.000191,0.000264,-0.005747,0.002188
Female,0.004423,0.003320,0.000257,0.000604,0.000756,0.000361,-0.004145,0.002995
Male,-0.004791,0.003182,-0.000817,0.000580,-0.000341,0.000346,-0.007255,0.002866
Warm All,0.000661,0.002886,-0.000457,0.000526,0.000559,0.000315,-0.005904,0.002200
Warm Female,0.005114,0.003663,0.000087,0.000667,0.001076,0.000400,-0.003750,0.002788
Warm Male,-0.003471,0.003456,-0.000964,0.000631,0.000083,0.000376,-0.007939,0.002641
Cold All,-0.002362,0.002848,-0.000123,0.000518,-0.000414,0.000306,-0.007133,0.004132
Cold Female,0.003430,0.003666,0.000514,0.000667,0.000295,0.000394,-0.007695,0.005326
Cold Male,-0.007982,0.003635,-0.000739,0.000661,-0.001106,0.000391,-0.006581,0.005274
Age 0-10 All,-0.003087,0.007687,-0.000544,0.001405,-0.000215,0.000833,-0.003252,0.007051
Age 0-10 Female,0.010061,0.011121,0.001101,0.002028,0.001274,0.001213,0.003727,0.010113
Age 0-10 Male,-0.014204,0.010120,-0.001939,0.001853,-0.001449,0.001090,-0.009240,0.009354
Age 11-60 All,0.000890,0.002846,0.000087,0.000518,0.000122,0.000309,-0.005216,0.002558
Age 11-60 Female,0.006593,0.003968,0.000814,0.000722,0.000746,0.000431,-0.002822,0.003576
Age 11-60 Male,-0.004189,0.003758,-0.000561,0.000685,-0.000434,0.000409,-0.007348,0.003375
Age 60+All,-0.002639,0.004442,-0.001240,0.000809,0.000511,0.000482,-0.007988,0.004005
Age 60+ Female,-0.002214,0.005900,-0.001272,0.001073,0.000634,0.000641,-0.009429,0.005329
Age 60+ Male,-0.003059,0.006328,-0.001188,0.001155,0.000372,0.000686,-0.006258,0.005698
All: LAG 13,-0.002040,0.002431,-0.000419,0.000441,-0.000075,0.000265,-0.005465,0.002165
Female,0.001201,0.003317,-0.000200,0.000601,0.000450,0.000363,-0.006273,0.002962
Male,-0.005117,0.003186,-0.000627,0.000578,-0.000572,0.000347,-0.004705,0.002834
Warm All,-0.004494,0.002884,-0.001140,0.000523,0.000030,0.000317,-0.006732,0.002174
Warm Female,0.001340,0.003656,-0.000443,0.000662,0.000716,0.000402,-0.006258,0.002754
Warm Male,-0.009967,0.003457,-0.001798,0.000629,-0.000606,0.000379,-0.007195,0.002610
Cold All,0.001022,0.002857,0.000550,0.000517,-0.000271,0.000309,-0.001469,0.004099
Cold Female,0.001289,0.003673,0.000182,0.000665,0.000113,0.000397,-0.007797,0.005275
Cold Male,0.000749,0.003638,0.000907,0.000658,-0.000645,0.000393,0.004659,0.005213
Age 0-10 All,0.004982,0.007722,0.001978,0.001397,-0.000678,0.000838,-0.002317,0.006991
Age 0-10 Female,0.013500,0.011249,0.002563,0.002022,0.000652,0.001224,-0.000387,0.010135
Age 0-10 Male,-0.002071,0.010106,0.001484,0.001839,-0.001774,0.001094,-0.003811,0.009186
Age 11-60 All,-0.003198,0.002846,-0.000676,0.000516,-0.000101,0.000311,-0.005904,0.002529
Age 11-60 Female,0.000551,0.003955,-0.000295,0.000716,0.000393,0.000433,-0.005633,0.003535
Age 11-60 Male,-0.006546,0.003765,-0.001013,0.000683,-0.000541,0.000411,-0.006135,0.003331
Age 60+All,-0.001285,0.004437,-0.000536,0.000804,0.000198,0.000484,-0.005310,0.003961
Age 60+ Female,-0.000587,0.005901,-0.000744,0.001069,0.000540,0.000644,-0.009282,0.005249
Age 60+ Male,-0.002104,0.006318,-0.000289,0.001146,-0.000204,0.000688,-0.000659,0.005664
All: LAG 14,-0.004067,0.002427,-0.000983,0.000439,-0.000018,0.000266,-0.003416,0.002157
Female,-0.003489,0.003319,-0.000712,0.000601,-0.000135,0.000364,-0.003868,0.002957
Male,-0.004606,0.003176,-0.001239,0.000574,0.000093,0.000348,-0.002984,0.002816
Warm All,-0.007106,0.002879,-0.001853,0.000521,0.000098,0.000317,-0.003972,0.002167
Warm Female,-0.008050,0.003654,-0.002016,0.000661,0.000034,0.000403,-0.002863,0.002748
Warm Male,-0.006194,0.003445,-0.001697,0.000623,0.000161,0.000379,-0.005003,0.002593
Cold All,0.000601,0.002857,0.000294,0.000517,-0.000140,0.000311,-0.002517,0.004122
Cold Female,0.003797,0.003683,0.001293,0.000667,-0.000323,0.000400,-0.009484,0.005327
Cold Male,-0.002502,0.003637,-0.000669,0.000658,0.000035,0.000396,0.004182,0.005234
Age 0-10 All,0.007289,0.007763,0.001065,0.001403,0.000668,0.000844,0.004916,0.006961
Age 0-10 Female,0.009097,0.011293,0.001130,0.002031,0.001006,0.001230,0.008533,0.010009
Age 0-10 Male,0.005803,0.010175,0.001016,0.001848,0.000388,0.001105,0.001836,0.009215
Age 11-60 All,-0.003042,0.002842,-0.000851,0.000514,0.000090,0.000312,-0.005836,0.002525
Age 11-60 Female,-0.001567,0.003959,-0.000471,0.000717,0.000075,0.000435,-0.005476,0.003535
Age 11-60 Male,-0.004354,0.003757,-0.001188,0.000679,0.000104,0.000412,-0.006165,0.003323
Age 60+All,-0.010480,0.004415,-0.002000,0.000799,-0.000534,0.000484,0.000326,0.003915
Age 60+ Female,-0.011356,0.005888,-0.001769,0.001065,-0.000940,0.000645,-0.003534,0.005223
Age 60+ Male,-0.009370,0.006267,-0.002250,0.001135,-0.000061,0.000687,0.004867,0.005548
