Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Age 0-10 All,0.039714,0.021164,0.006391,0.003616,0.002744,0.002462,0.021764,0.002233
Age 0-10 Female,0.049354,0.029243,0.007289,0.004948,0.004176,0.003491,0.017318,0.003216
Age 0-10 Male,0.034190,0.025735,0.005914,0.004425,0.001929,0.002946,0.025289,0.002868
Age 11-60 All,0.012891,0.003404,0.002543,0.000592,0.000447,0.000393,-0.001637,0.001125
Age 11-60 Female,0.009244,0.004790,0.001864,0.000836,0.000296,0.000550,-0.007087,0.001659
Age 11-60 Male,0.015647,0.004218,0.003051,0.000732,0.000562,0.000489,0.002403,0.001327
Age 60+All,0.008589,0.002505,0.001984,0.000434,-0.000029,0.000290,0.002006,0.002717
Age 60+ Female,0.007267,0.003206,0.001873,0.000555,-0.000248,0.000371,0.002092,0.003477
Age 60+ Male,0.009970,0.003415,0.002100,0.000593,0.000200,0.000395,0.001896,0.003960
All: LAG 1,0.007113,0.002222,0.001184,0.000386,0.000489,0.000257,0.004984,0.001048
Female,0.006291,0.002811,0.000924,0.000489,0.000571,0.000325,0.004481,0.001440
Male,0.007887,0.002850,0.001427,0.000495,0.000414,0.000330,0.005450,0.001244
Warm All,0.007506,0.002732,0.001393,0.000477,0.000380,0.000318,0.004000,0.001124
Warm Female,0.007185,0.003171,0.001098,0.000554,0.000629,0.000369,0.003047,0.001547
Warm Male,0.007815,0.003185,0.001669,0.000556,0.000150,0.000371,0.004879,0.001335
Cold All,0.006465,0.002732,0.000820,0.000468,0.000667,0.000309,0.010894,0.000958
Cold Female,0.004082,0.003345,0.000543,0.000574,0.000393,0.000378,0.011316,0.001344
Cold Male,0.008764,0.003430,0.001088,0.000587,0.000931,0.000388,0.010491,0.001141
Age 0-10 All,0.030501,0.020989,0.003851,0.003593,0.003425,0.002475,0.010824,0.002304
Age 0-10 Female,-0.000309,0.029616,-0.001423,0.004993,0.001674,0.003521,-0.033841,0.003263
Age 0-10 Male,0.050034,0.025196,0.007406,0.004359,0.004470,0.002954,0.037642,0.002917
Age 11-60 All,0.008818,0.003428,0.001154,0.000598,0.000958,0.000395,0.005075,0.001149
Age 11-60 Female,0.010412,0.004811,0.001134,0.000843,0.001379,0.000552,0.006313,0.001659
Age 11-60 Male,0.007641,0.004251,0.001173,0.000740,0.000636,0.000492,0.004185,0.001359
Age 60+All,0.005947,0.002518,0.001170,0.000437,0.000205,0.000292,0.004879,0.002729
Age 60+ Female,0.004469,0.003216,0.000848,0.000558,0.000189,0.000373,0.003908,0.003473
Age 60+ Male,0.007499,0.003434,0.001510,0.000596,0.000221,0.000398,0.005886,0.003991
All: LAG 2,0.004961,0.002238,0.001013,0.000389,0.000131,0.000258,0.004654,0.001100
Female,0.006913,0.002827,0.001364,0.000491,0.000230,0.000326,0.005521,0.001476
Male,0.003131,0.002870,0.000684,0.000498,0.000038,0.000331,0.003848,0.001286
Warm All,0.003858,0.002745,0.000923,0.000479,-0.000043,0.000319,0.004804,0.001228
Warm Female,0.006317,0.003185,0.001291,0.000555,0.000172,0.000371,0.005250,0.001622
Warm Male,0.001584,0.003197,0.000583,0.000558,-0.000242,0.000372,0.004388,0.001427
Cold All,0.007034,0.002746,0.001176,0.000471,0.000428,0.000310,0.004469,0.000987
Cold Female,0.007677,0.003362,0.001452,0.000576,0.000280,0.000380,0.006239,0.001360
Cold Male,0.006442,0.003444,0.000915,0.000590,0.000572,0.000389,0.002771,0.001160
Age 0-10 All,0.018698,0.021331,0.002629,0.003673,0.001736,0.002451,0.025443,0.002355
Age 0-10 Female,0.038152,0.030271,0.003096,0.005136,0.005776,0.003443,0.043509,0.003323
Age 0-10 Male,0.006120,0.025510,0.002189,0.004431,-0.000830,0.002948,0.013824,0.002937
Age 11-60 All,0.002905,0.003450,0.000689,0.000600,-0.000020,0.000396,0.002484,0.001187
Age 11-60 Female,0.006733,0.004845,0.001500,0.000845,0.000051,0.000555,0.002503,0.001678
Age 11-60 Male,-0.000021,0.004275,0.000075,0.000742,-0.000075,0.000493,0.002462,0.001390
Age 60+All,0.005932,0.002533,0.001172,0.000439,0.000197,0.000293,0.005644,0.002737
Age 60+ Female,0.006783,0.003231,0.001292,0.000560,0.000274,0.000374,0.006641,0.003482
Age 60+ Male,0.005042,0.003457,0.001046,0.000601,0.000117,0.000399,0.004593,0.003975
All: LAG 3,0.000417,0.002237,0.000356,0.000388,-0.000291,0.000257,0.000550,0.001137
Female,0.001593,0.002824,0.000633,0.000489,-0.000305,0.000325,0.001532,0.001507
Male,-0.000687,0.002866,0.000094,0.000497,-0.000278,0.000329,-0.000376,0.001318
Warm All,-0.000049,0.002743,0.000340,0.000477,-0.000400,0.000318,0.000509,0.001273
Warm Female,0.001627,0.003180,0.000879,0.000552,-0.000580,0.000370,0.001756,0.001657
Warm Male,-0.001614,0.003196,-0.000165,0.000556,-0.000232,0.000371,-0.000668,0.001468
Cold All,0.001213,0.002731,0.000394,0.000470,-0.000132,0.000308,0.001642,0.001020
Cold Female,0.001350,0.003341,0.000201,0.000576,0.000108,0.000377,0.001231,0.001389
Cold Male,0.001086,0.003425,0.000578,0.000589,-0.000360,0.000386,0.002035,0.001188
Age 0-10 All,-0.011066,0.021088,-0.001337,0.003623,-0.001314,0.002474,0.003547,0.002383
Age 0-10 Female,0.012794,0.029754,-0.000080,0.005038,0.003487,0.003507,0.026841,0.003328
Age 0-10 Male,-0.025157,0.025339,-0.002089,0.004392,-0.004128,0.002961,-0.009498,0.002974
Age 11-60 All,-0.004330,0.003439,-0.000557,0.000597,-0.000471,0.000394,-0.002873,0.001220
Age 11-60 Female,-0.005328,0.004823,-0.000786,0.000840,-0.000467,0.000552,-0.006739,0.001706
Age 11-60 Male,-0.003547,0.004265,-0.000381,0.000739,-0.000471,0.000490,0.000025,0.001420
Age 60+All,0.003108,0.002534,0.000866,0.000439,-0.000183,0.000292,0.002363,0.002758
Age 60+ Female,0.004673,0.003227,0.001281,0.000558,-0.000257,0.000373,0.005066,0.003514
Age 60+ Male,0.001464,0.003459,0.000427,0.000601,-0.000105,0.000398,-0.000519,0.003969
All: LAG 4,0.001514,0.002239,0.000308,0.000390,0.000041,0.000257,-0.000513,0.001141
Female,0.005443,0.002829,0.000890,0.000492,0.000384,0.000325,0.002125,0.001507
Male,-0.002164,0.002864,-0.000237,0.000499,-0.000281,0.000328,-0.002968,0.001319
Warm All,0.002357,0.002748,0.000481,0.000478,0.000053,0.000318,-0.000036,0.001283
Warm Female,0.005457,0.003189,0.000927,0.000554,0.000343,0.000369,0.002576,0.001665
Warm Male,-0.000522,0.003195,0.000065,0.000557,-0.000216,0.000369,-0.002465,0.001474
Cold All,-0.000229,0.002727,-0.000016,0.000472,-0.000019,0.000307,-0.002869,0.001011
Cold Female,0.005214,0.003342,0.000790,0.000578,0.000432,0.000376,-0.000497,0.001379
Cold Male,-0.005412,0.003413,-0.000782,0.000591,-0.000449,0.000385,-0.005105,0.001175
Age 0-10 All,-0.004032,0.021425,-0.002940,0.003706,0.002227,0.002474,0.007899,0.002377
Age 0-10 Female,-0.023420,0.029876,-0.008439,0.005161,0.003563,0.003436,-0.016706,0.003311
Age 0-10 Male,0.008918,0.025889,0.000593,0.004482,0.001530,0.002999,0.022272,0.002967
Age 11-60 All,-0.005445,0.003439,-0.001023,0.000599,-0.000239,0.000393,-0.003580,0.001223
Age 11-60 Female,-0.003455,0.004830,-0.001145,0.000842,0.000387,0.000551,-0.003423,0.001707
Age 11-60 Male,-0.006904,0.004260,-0.000925,0.000742,-0.000711,0.000487,-0.003666,0.001419
Age 60+All,0.005377,0.002535,0.001065,0.000441,0.000175,0.000291,0.001052,0.002739
Age 60+ Female,0.009761,0.003231,0.001887,0.000561,0.000365,0.000372,0.004712,0.003475
Age 60+ Male,0.000735,0.003455,0.000192,0.000602,-0.000025,0.000396,-0.002814,0.003968
All: LAG 5,0.003099,0.002250,0.000249,0.000393,0.000488,0.000256,0.002383,0.001149
Female,0.005187,0.002841,0.000520,0.000496,0.000714,0.000324,0.003671,0.001520
Male,0.001145,0.002882,-0.000004,0.000503,0.000276,0.000328,0.001185,0.001323
Warm All,0.002246,0.002769,0.000143,0.000485,0.000387,0.000316,0.002783,0.001288
Warm Female,0.004553,0.003209,0.000442,0.000562,0.000639,0.000367,0.003855,0.001677
Warm Male,0.000099,0.003224,-0.000136,0.000565,0.000154,0.000367,0.001787,0.001479
Cold All,0.004625,0.002733,0.000445,0.000472,0.000649,0.000310,0.000284,0.001021
Cold Female,0.006412,0.003344,0.000706,0.000578,0.000806,0.000378,0.005410,0.001388
Cold Male,0.002898,0.003423,0.000194,0.000590,0.000496,0.000389,-0.004611,0.001184
Age 0-10 All,0.025665,0.021270,0.001538,0.003644,0.004840,0.002493,0.016067,0.002381
Age 0-10 Female,-0.025104,0.029796,-0.006303,0.005040,0.001176,0.003530,-0.033475,0.003335
Age 0-10 Male,0.059861,0.025721,0.006982,0.004439,0.007276,0.002993,0.046449,0.002959
Age 11-60 All,0.000048,0.003468,-0.000352,0.000606,0.000378,0.000393,0.000487,0.001230
Age 11-60 Female,-0.000320,0.004867,-0.000660,0.000852,0.000612,0.000550,-0.000958,0.001718
Age 11-60 Male,0.000298,0.004297,-0.000125,0.000750,0.000196,0.000489,0.001561,0.001422
Age 60+All,0.004502,0.002549,0.000558,0.000445,0.000505,0.000291,0.003284,0.002757
Age 60+ Female,0.007886,0.003243,0.001104,0.000566,0.000755,0.000371,0.006039,0.003485
Age 60+ Male,0.000923,0.003473,-0.000022,0.000607,0.000242,0.000395,0.000380,0.004009
All: LAG 6,0.000372,0.002232,-0.000115,0.000390,0.000217,0.000256,-0.001880,0.001154
Female,0.003492,0.002813,0.000161,0.000491,0.000697,0.000323,0.000702,0.001522
Male,-0.002569,0.002861,-0.000376,0.000499,-0.000232,0.000328,-0.004292,0.001328
Warm All,-0.004568,0.002735,-0.000853,0.000480,-0.000230,0.000315,-0.002581,0.001293
Warm Female,-0.003105,0.003170,-0.000821,0.000555,0.000106,0.000366,-0.001168,0.001670
Warm Male,-0.005932,0.003186,-0.000885,0.000560,-0.000539,0.000366,-0.003887,0.001483
Cold All,0.009250,0.002719,0.001144,0.000468,0.001021,0.000309,0.000328,0.001031
Cold Female,0.015097,0.003315,0.001822,0.000572,0.001712,0.000377,0.010144,0.001393
Cold Male,0.003615,0.003417,0.000494,0.000587,0.000353,0.000389,-0.009059,0.001198
Age 0-10 All,0.027089,0.021255,0.005135,0.003637,0.001003,0.002472,0.004146,0.002378
Age 0-10 Female,0.025431,0.029512,0.009486,0.005020,-0.004537,0.003452,0.004930,0.003316
Age 0-10 Male,0.027616,0.025854,0.002151,0.004443,0.004544,0.002997,0.003860,0.002966
Age 11-60 All,-0.001070,0.003423,-0.000035,0.000598,-0.000220,0.000392,-0.002832,0.001237
Age 11-60 Female,0.002650,0.004798,0.000228,0.000840,0.000426,0.000548,-0.001700,0.001722
Age 11-60 Male,-0.003921,0.004251,-0.000236,0.000742,-0.000719,0.000487,-0.003673,0.001428
Age 60+All,0.000880,0.002535,-0.000215,0.000442,0.000449,0.000291,-0.001427,0.002744
Age 60+ Female,0.003688,0.003222,0.000055,0.000561,0.000858,0.000371,0.001793,0.003476
Age 60+ Male,-0.002092,0.003453,-0.000502,0.000603,0.000021,0.000396,-0.004817,0.003978
All: LAG 7,0.003805,0.002213,0.000454,0.000385,0.000454,0.000256,0.001335,0.001162
Female,0.005328,0.002793,0.000530,0.000486,0.000755,0.000324,0.003841,0.001539
Male,0.002387,0.002833,0.000383,0.000493,0.000174,0.000328,-0.001014,0.001335
Warm All,-0.001106,0.002705,-0.000441,0.000473,0.000195,0.000315,-0.000856,0.001295
Warm Female,-0.001540,0.003143,-0.000746,0.000548,0.000427,0.000367,0.000901,0.001687
Warm Male,-0.000692,0.003144,-0.000155,0.000551,-0.000016,0.000366,-0.002489,0.001484
Cold All,0.012609,0.002704,0.001983,0.000464,0.000914,0.000310,0.012882,0.001053
Cold Female,0.017598,0.003300,0.002710,0.000567,0.001348,0.000378,0.018650,0.001421
Cold Male,0.007860,0.003399,0.001298,0.000582,0.000496,0.000390,0.007266,0.001215
Age 0-10 All,0.009207,0.021204,0.000135,0.003609,0.002242,0.002494,0.003260,0.002397
Age 0-10 Female,0.008763,0.029395,0.001831,0.004942,-0.000039,0.003530,0.032483,0.003344
Age 0-10 Male,0.009195,0.025753,-0.001065,0.004419,0.003611,0.002989,-0.014444,0.002990
Age 11-60 All,0.001896,0.003397,0.000082,0.000592,0.000386,0.000393,-0.001718,0.001246
Age 11-60 Female,0.004861,0.004771,0.000026,0.000833,0.001195,0.000550,-0.000237,0.001740
Age 11-60 Male,-0.000333,0.004211,0.000126,0.000733,-0.000231,0.000488,-0.002833,0.001437
Age 60+All,0.004768,0.002512,0.000655,0.000437,0.000473,0.000291,0.002975,0.002791
Age 60+ Female,0.005479,0.003199,0.000740,0.000555,0.000555,0.000372,0.005473,0.003538
Age 60+ Male,0.004022,0.003417,0.000564,0.000595,0.000388,0.000396,0.000321,0.004043
All: LAG 8,0.003144,0.002228,0.000829,0.000389,-0.000115,0.000256,0.001455,0.001158
Female,0.004252,0.002809,0.000820,0.000491,0.000170,0.000322,0.001791,0.001533
Male,0.002097,0.002854,0.000836,0.000499,-0.000384,0.000328,0.001140,0.001332
Warm All,0.002130,0.002736,0.000655,0.000480,-0.000185,0.000316,0.001016,0.001289
Warm Female,0.001525,0.003171,0.000396,0.000556,-0.000058,0.000366,0.000487,0.001680
Warm Male,0.002671,0.003184,0.000893,0.000560,-0.000305,0.000368,0.001508,0.001477
Cold All,0.005108,0.002699,0.001137,0.000467,0.000032,0.000306,0.002079,0.001054
Cold Female,0.008539,0.003294,0.001434,0.000571,0.000551,0.000374,0.005651,0.001422
Cold Male,0.001823,0.003388,0.000854,0.000585,-0.000468,0.000385,-0.001377,0.001217
Age 0-10 All,0.006009,0.021105,0.001598,0.003625,-0.000355,0.002483,0.019645,0.002384
Age 0-10 Female,-0.048843,0.029978,-0.007372,0.005124,-0.004083,0.003514,0.022815,0.003330
Age 0-10 Male,0.039399,0.025267,0.007173,0.004354,0.001915,0.002978,0.017671,0.002970
Age 11-60 All,0.002087,0.003427,0.000728,0.000600,-0.000271,0.000393,-0.000149,0.001243
Age 11-60 Female,0.000376,0.004805,0.000044,0.000844,0.000038,0.000549,-0.003295,0.001737
Age 11-60 Male,0.003374,0.004250,0.001238,0.000742,-0.000509,0.000489,0.002227,0.001435
Age 60+All,0.003689,0.002526,0.000876,0.000441,-0.000029,0.000290,0.002169,0.002780
Age 60+ Female,0.006393,0.003214,0.001230,0.000561,0.000259,0.000369,0.003984,0.003509
Age 60+ Male,0.000828,0.003439,0.000500,0.000602,-0.000332,0.000395,0.000252,0.004052
All: LAG 9,0.000950,0.002240,0.000428,0.000391,-0.000230,0.000256,-0.002221,0.001161
Female,0.002231,0.002832,0.000551,0.000495,-0.000045,0.000324,0.000507,0.001537
Male,-0.000252,0.002870,0.000311,0.000501,-0.000403,0.000329,-0.004781,0.001332
Warm All,0.000452,0.002766,0.000304,0.000484,-0.000226,0.000319,-0.003272,0.001282
Warm Female,0.001034,0.003212,0.000242,0.000562,-0.000012,0.000370,-0.000647,0.001674
Warm Male,-0.000085,0.003221,0.000362,0.000564,-0.000424,0.000372,-0.005729,0.001465
Cold All,0.001593,0.002691,0.000638,0.000468,-0.000288,0.000303,0.003263,0.001062
Cold Female,0.003619,0.003292,0.000980,0.000573,-0.000157,0.000371,0.004232,0.001431
Cold Male,-0.000354,0.003375,0.000308,0.000587,-0.000411,0.000381,0.002309,0.001226
Age 0-10 All,0.041560,0.021225,0.005378,0.003659,0.004351,0.002452,0.024080,0.002391
Age 0-10 Female,0.045379,0.030124,0.007859,0.005154,0.002330,0.003433,0.048826,0.003358
Age 0-10 Male,0.038048,0.025389,0.003651,0.004394,0.005537,0.002959,0.007936,0.002969
Age 11-60 All,-0.004218,0.003452,-0.000633,0.000604,-0.000372,0.000394,-0.005927,0.001247
Age 11-60 Female,-0.005317,0.004848,-0.000807,0.000850,-0.000456,0.000551,-0.005426,0.001740
Age 11-60 Male,-0.003388,0.004279,-0.000502,0.000748,-0.000307,0.000490,-0.006303,0.001438
Age 60+All,0.003343,0.002540,0.000949,0.000443,-0.000198,0.000291,-0.000443,0.002764
Age 60+ Female,0.005313,0.003238,0.001102,0.000564,0.000124,0.000371,0.002867,0.003505
Age 60+ Male,0.001264,0.003460,0.000786,0.000605,-0.000535,0.000396,-0.003949,0.004003
All: LAG 10,-0.000177,0.002255,-0.000149,0.000392,0.000116,0.000257,-0.001196,0.001166
Female,-0.000363,0.002848,-0.000296,0.000495,0.000232,0.000325,-0.003197,0.001542
Male,-0.000006,0.002892,-0.000010,0.000504,0.000006,0.000329,0.000661,0.001338
Warm All,-0.001164,0.002798,-0.000482,0.000484,0.000243,0.000323,-0.001849,0.001274
Warm Female,0.000691,0.003246,-0.000394,0.000561,0.000619,0.000375,-0.003260,0.001661
Warm Male,-0.002894,0.003261,-0.000565,0.000565,-0.000106,0.000376,-0.000547,0.001454
Cold All,0.000876,0.002694,0.000337,0.000473,-0.000131,0.000300,0.001100,0.001075
Cold Female,-0.003421,0.003296,-0.000346,0.000579,-0.000453,0.000368,-0.006513,0.001449
Cold Male,0.004988,0.003373,0.000991,0.000592,0.000174,0.000376,0.008259,0.001241
Age 0-10 All,0.006594,0.021216,-0.000615,0.003658,0.002374,0.002469,0.021023,0.002393
Age 0-10 Female,0.004006,0.030010,-0.000538,0.005085,0.001748,0.003523,0.033472,0.003340
Age 0-10 Male,0.007251,0.025420,-0.000855,0.004431,0.002724,0.002942,0.013681,0.002983
Age 11-60 All,-0.003691,0.003473,-0.000800,0.000605,-0.000047,0.000395,-0.002310,0.001251
Age 11-60 Female,-0.000541,0.004871,-0.000785,0.000850,0.000699,0.000553,-0.001217,0.001745
Age 11-60 Male,-0.006094,0.004311,-0.000813,0.000750,-0.000618,0.000491,-0.003162,0.001442
Age 60+All,0.001666,0.002560,0.000209,0.000445,0.000184,0.000292,-0.000820,0.002771
Age 60+ Female,-0.000336,0.003261,-0.000079,0.000567,0.000007,0.000373,-0.004401,0.003530
Age 60+ Male,0.003786,0.003487,0.000515,0.000608,0.000371,0.000397,0.002941,0.003985
All: LAG 11,-0.000120,0.002268,-0.000183,0.000396,0.000163,0.000257,0.002323,0.001165
Female,0.001886,0.002866,0.000221,0.000500,0.000228,0.000325,0.003243,0.001540
Male,-0.002003,0.002907,-0.000563,0.000507,0.000104,0.000329,0.001463,0.001333
Warm All,-0.001852,0.002818,-0.000519,0.000489,0.000109,0.000320,0.002296,0.001275
Warm Female,0.000959,0.003274,-0.000007,0.000568,0.000250,0.000372,0.003901,0.001661
Warm Male,-0.004453,0.003280,-0.000994,0.000570,-0.000021,0.000372,0.000801,0.001450
Cold All,0.001690,0.002699,0.000182,0.000474,0.000211,0.000304,-0.000792,0.001071
Cold Female,0.002158,0.003298,0.000355,0.000580,0.000150,0.000371,-0.002634,0.001445
Cold Male,0.001232,0.003382,0.000016,0.000594,0.000267,0.000380,0.000923,0.001235
Age 0-10 All,-0.003745,0.021537,-0.002044,0.003708,0.001412,0.002493,0.005964,0.002393
Age 0-10 Female,-0.008890,0.029828,0.001178,0.005108,-0.003493,0.003460,0.032881,0.003344
Age 0-10 Male,-0.000074,0.026189,-0.004046,0.004525,0.004549,0.003032,-0.010002,0.002981
Age 11-60 All,-0.003396,0.003490,-0.000733,0.000609,-0.000046,0.000394,0.002712,0.001249
Age 11-60 Female,0.002832,0.004902,0.000361,0.000856,0.000314,0.000554,0.007158,0.001744
Age 11-60 Male,-0.008151,0.004326,-0.001568,0.000756,-0.000322,0.000489,-0.000619,0.001436
Age 60+All,0.001691,0.002575,0.000133,0.000449,0.000267,0.000292,0.002067,0.002771
Age 60+ Female,0.001498,0.003280,0.000142,0.000572,0.000215,0.000372,0.001240,0.003509
Age 60+ Male,0.001884,0.003508,0.000121,0.000612,0.000323,0.000397,0.002931,0.004012
All: LAG 12,0.001272,0.002268,-0.000017,0.000397,0.000322,0.000256,0.000352,0.001155
Female,0.005882,0.002867,0.000661,0.000502,0.000729,0.000324,0.002031,0.001530
Male,-0.003063,0.002907,-0.000653,0.000509,-0.000061,0.000328,-0.001210,0.001324
Warm All,0.000350,0.002810,-0.000138,0.000493,0.000229,0.000317,0.000712,0.001254
Warm Female,0.003824,0.003264,0.000377,0.000572,0.000533,0.000369,0.001192,0.001634
Warm Male,-0.002887,0.003274,-0.000620,0.000575,-0.000052,0.000369,0.000267,0.001430
Cold All,0.001358,0.002711,-0.000074,0.000473,0.000397,0.000305,-0.004953,0.001067
Cold Female,0.007590,0.003315,0.000797,0.000579,0.000984,0.000373,0.004374,0.001444
Cold Male,-0.004605,0.003395,-0.000905,0.000592,-0.000167,0.000383,-0.013939,0.001231
Age 0-10 All,0.016404,0.021522,0.002245,0.003676,0.001547,0.002508,0.023154,0.002381
Age 0-10 Female,0.050512,0.029868,0.006945,0.005056,0.004844,0.003549,0.054501,0.003342
Age 0-10 Male,-0.004480,0.026112,-0.000572,0.004489,-0.000531,0.003009,0.002764,0.002955
Age 11-60 All,-0.002697,0.003498,-0.000774,0.000613,0.000152,0.000394,0.001028,0.001238
Age 11-60 Female,0.003680,0.004903,0.000280,0.000860,0.000590,0.000551,0.004097,0.001730
Age 11-60 Male,-0.007553,0.004340,-0.001574,0.000759,-0.000181,0.000490,-0.001294,0.001425
Age 60+All,0.003256,0.002573,0.000366,0.000450,0.000402,0.000291,-0.000272,0.002760
Age 60+ Female,0.006566,0.003280,0.000783,0.000574,0.000768,0.000372,0.000660,0.003488
Age 60+ Male,-0.000243,0.003505,-0.000077,0.000614,0.000018,0.000396,-0.001230,0.004007
All: LAG 13,0.001040,0.002263,-0.000198,0.000394,0.000466,0.000257,-0.001892,0.001158
Female,0.004284,0.002860,0.000257,0.000498,0.000771,0.000325,-0.000839,0.001526
Male,-0.001990,0.002898,-0.000625,0.000505,0.000184,0.000329,-0.002872,0.001333
Warm All,0.001707,0.002796,-0.000408,0.000489,0.000853,0.000318,-0.001637,0.001251
Warm Female,0.001994,0.003248,-0.000503,0.000567,0.001026,0.000370,-0.001662,0.001618
Warm Male,0.001457,0.003256,-0.000317,0.000571,0.000695,0.000370,-0.001598,0.001433
Cold All,-0.001879,0.002714,-0.000132,0.000470,-0.000311,0.000307,-0.005424,0.001076
Cold Female,0.006353,0.003318,0.001189,0.000575,0.000266,0.000375,0.001904,0.001450
Cold Male,-0.009750,0.003396,-0.001394,0.000587,-0.000862,0.000384,-0.012471,0.001243
Age 0-10 All,-0.009855,0.021565,-0.001741,0.003692,-0.000530,0.002505,0.013175,0.002383
Age 0-10 Female,0.034861,0.029734,0.003193,0.005076,0.005237,0.003502,0.054661,0.003317
Age 0-10 Male,-0.038015,0.026285,-0.004716,0.004506,-0.004195,0.003026,-0.014761,0.002970
Age 11-60 All,0.000548,0.003481,-0.000162,0.000608,0.000308,0.000395,-0.003300,0.001239
Age 11-60 Female,0.002568,0.004894,0.000093,0.000856,0.000526,0.000554,-0.001847,0.001725
Age 11-60 Male,-0.000984,0.004310,-0.000357,0.000752,0.000145,0.000490,-0.004394,0.001432
Age 60+All,0.001410,0.002569,-0.000202,0.000447,0.000562,0.000292,-0.001285,0.002776
Age 60+ Female,0.004866,0.003273,0.000314,0.000569,0.000855,0.000373,-0.000793,0.003503
Age 60+ Male,-0.002239,0.003503,-0.000751,0.000611,0.000256,0.000398,-0.001798,0.004041
All: LAG 14,-0.002420,0.002248,-0.000697,0.000391,0.000159,0.000259,-0.001395,0.001166
Female,-0.000315,0.002840,-0.000342,0.000493,0.000296,0.000327,-0.000575,0.001537
Male,-0.004344,0.002879,-0.001024,0.000501,0.000034,0.000331,-0.002154,0.001341
Warm All,-0.002473,0.002767,-0.000921,0.000483,0.000388,0.000319,-0.001817,0.001267
Warm Female,0.000090,0.003211,-0.000448,0.000559,0.000521,0.000371,-0.000700,0.001644
Warm Male,-0.004827,0.003221,-0.001360,0.000563,0.000266,0.000371,-0.002844,0.001446
Cold All,-0.003569,0.002720,-0.000541,0.000470,-0.000291,0.000310,-0.002067,0.001077
Cold Female,-0.001878,0.003324,-0.000351,0.000575,-0.000089,0.000379,-0.003374,0.001449
Cold Male,-0.005096,0.003408,-0.000709,0.000588,-0.000476,0.000389,-0.000882,0.001247
Age 0-10 All,-0.005942,0.021485,-0.000780,0.003669,-0.000657,0.002514,0.025911,0.002405
Age 0-10 Female,0.011825,0.029879,0.000765,0.005060,0.002200,0.003549,0.058496,0.003355
Age 0-10 Male,-0.019162,0.026075,-0.002048,0.004477,-0.002579,0.003019,0.004572,0.002998
Age 11-60 All,-0.002637,0.003465,-0.000651,0.000603,0.000047,0.000397,-0.000627,0.001249
Age 11-60 Female,-0.002861,0.004864,-0.000607,0.000849,-0.000066,0.000556,-0.000531,0.001737
Age 11-60 Male,-0.002389,0.004292,-0.000673,0.000746,0.000141,0.000493,-0.000708,0.001441
Age 60+All,-0.002263,0.002552,-0.000721,0.000443,0.000229,0.000294,-0.002116,0.002777
Age 60+ Female,0.000752,0.003255,-0.000232,0.000564,0.000451,0.000375,-0.001046,0.003514
Age 60+ Male,-0.005413,0.003475,-0.001236,0.000605,-0.000001,0.000399,-0.003217,0.004024
