Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Cold Female,-0.001671,0.003180,0.000272,0.000454,-0.001707,0.000515,-0.002728,0.002371
Cold Male,0.001818,0.003031,0.000532,0.000433,-0.000800,0.000492,0.000105,0.002281
Age 0-10 All,0.019745,0.023261,-0.000380,0.003958,0.005577,0.002741,0.002690,0.021538
Age 0-10 Female,0.021988,0.030675,0.001365,0.005287,0.003872,0.003564,-0.005751,0.029690
Age 0-10 Male,0.018753,0.027129,-0.001398,0.004586,0.006748,0.003223,0.006857,0.024488
Age 11-60 All,0.000721,0.002248,0.000378,0.000394,-0.000217,0.000256,-0.000282,0.002085
Age 11-60 Female,0.000456,0.003152,0.000434,0.000551,-0.000342,0.000360,-0.000376,0.002902
Age 11-60 Male,0.000962,0.002983,0.000329,0.000525,-0.000109,0.000338,-0.000193,0.002785
Age 60+All,0.005281,0.004929,0.000996,0.000871,0.000256,0.000556,-0.005788,0.004685
Age 60+ Female,0.001942,0.006623,0.000485,0.001171,-0.000022,0.000746,-0.013341,0.006295
Age 60+ Male,0.009392,0.007200,0.001623,0.001271,0.000599,0.000812,0.003510,0.006840
All: LAG 1,0.005221,0.002075,0.000741,0.000364,0.000501,0.000237,0.003823,0.001932
Female,0.003665,0.002859,0.000474,0.000501,0.000407,0.000327,0.000975,0.002653
Male,0.006645,0.002802,0.000984,0.000491,0.000586,0.000319,0.006465,0.002617
Warm All,0.007273,0.001902,0.001076,0.000419,0.000775,0.000185,0.007197,0.002228
Warm Female,0.007063,0.002621,0.001174,0.000577,0.000693,0.000256,0.002679,0.003067
Warm Male,0.007472,0.002643,0.000989,0.000583,0.000848,0.000257,0.011338,0.003097
Cold All,0.002742,0.002309,0.000626,0.000330,-0.000654,0.000377,0.001971,0.001743
Cold Female,-0.000498,0.003180,0.000154,0.000456,-0.000724,0.000517,0.000233,0.002393
Cold Male,0.005721,0.003037,0.001057,0.000433,-0.000588,0.000497,0.003591,0.002300
Age 0-10 All,0.020584,0.023353,0.000497,0.003959,0.004996,0.002805,0.014267,0.021466
Age 0-10 Female,0.054452,0.031146,0.006713,0.005351,0.006470,0.003723,0.040797,0.029268
Age 0-10 Male,0.001811,0.027112,-0.002801,0.004562,0.004159,0.003263,0.000843,0.024601
Age 11-60 All,0.004911,0.002249,0.000702,0.000394,0.000466,0.000257,0.004245,0.002086
Age 11-60 Female,0.004330,0.003148,0.000574,0.000552,0.000465,0.000360,0.003246,0.002906
Age 11-60 Male,0.005425,0.002986,0.000815,0.000523,0.000466,0.000341,0.005129,0.002781
Age 60+All,0.006372,0.004906,0.000977,0.000866,0.000534,0.000557,0.000695,0.004678
Age 60+ Female,-0.001050,0.006598,-0.000210,0.001165,-0.000038,0.000751,-0.012318,0.006289
Age 60+ Male,0.015414,0.007159,0.002420,0.001265,0.001227,0.000809,0.016714,0.006825
All: LAG 2,0.004348,0.002089,0.000757,0.000366,0.000265,0.000239,0.001126,0.001941
Female,0.004782,0.002875,0.000970,0.000503,0.000139,0.000329,-0.001685,0.002656
Male,0.003962,0.002810,0.000562,0.000492,0.000381,0.000320,0.003756,0.002622
Warm All,0.006497,0.001896,0.001448,0.000415,0.000454,0.000186,0.002560,0.002205
Warm Female,0.006863,0.002622,0.001852,0.000574,0.000315,0.000257,-0.001859,0.003036
Warm Male,0.006166,0.002625,0.001083,0.000576,0.000578,0.000256,0.006638,0.003060
Cold All,0.001216,0.002352,0.000359,0.000335,-0.000568,0.000382,-0.000157,0.001769
Cold Female,0.001163,0.003221,0.000377,0.000460,-0.000659,0.000522,-0.002473,0.002411
Cold Male,0.001271,0.003080,0.000341,0.000439,-0.000478,0.000501,0.002033,0.002328
Age 0-10 All,-0.010925,0.023663,-0.003610,0.003998,0.001642,0.002835,-0.022481,0.021786
Age 0-10 Female,0.019597,0.031675,0.003735,0.005398,0.000664,0.003771,-0.008481,0.030692
Age 0-10 Male,-0.026654,0.027411,-0.007370,0.004616,0.002262,0.003290,-0.028373,0.024601
Age 11-60 All,0.003808,0.002260,0.000661,0.000395,0.000233,0.000258,0.000383,0.002094
Age 11-60 Female,0.004022,0.003161,0.000922,0.000552,-0.000002,0.000362,-0.000943,0.002908
Age 11-60 Male,0.003634,0.002989,0.000434,0.000524,0.000438,0.000341,0.001572,0.002789
Age 60+All,0.008159,0.004935,0.001522,0.000869,0.000404,0.000560,0.006715,0.004639
Age 60+ Female,0.008248,0.006618,0.001140,0.001166,0.000832,0.000753,-0.005453,0.006230
Age 60+ Male,0.008117,0.007215,0.001992,0.001270,-0.000100,0.000816,0.021762,0.006767
All: LAG 3,0.002961,0.002096,0.000547,0.000367,0.000146,0.000239,0.001145,0.001934
Female,0.001249,0.002876,0.000296,0.000503,-0.000009,0.000329,-0.000039,0.002637
Male,0.004553,0.002821,0.000782,0.000495,0.000289,0.000321,0.002267,0.002617
Warm All,0.004853,0.001908,0.000984,0.000419,0.000387,0.000187,0.002612,0.002219
Warm Female,0.002419,0.002633,0.000667,0.000577,0.000104,0.000258,0.000641,0.003050
Warm Male,0.007077,0.002639,0.001276,0.000580,0.000644,0.000258,0.004415,0.003078
Cold All,-0.000034,0.002358,0.000267,0.000337,-0.000857,0.000377,0.000020,0.001753
Cold Female,-0.000272,0.003223,0.000071,0.000461,-0.000351,0.000518,-0.000537,0.002386
Cold Male,0.000221,0.003083,0.000453,0.000440,-0.001315,0.000491,0.000586,0.002302
Age 0-10 All,-0.000793,0.023693,0.002722,0.003953,-0.003683,0.002817,0.002065,0.021410
Age 0-10 Female,0.010250,0.031581,0.004338,0.005307,-0.002705,0.003758,-0.015813,0.029373
Age 0-10 Male,-0.006290,0.027441,0.001913,0.004560,-0.004144,0.003262,0.011513,0.024427
Age 11-60 All,0.004585,0.002263,0.000766,0.000396,0.000314,0.000258,0.002209,0.002081
Age 11-60 Female,0.003971,0.003157,0.000719,0.000551,0.000211,0.000362,0.001999,0.002881
Age 11-60 Male,0.005146,0.002998,0.000810,0.000526,0.000406,0.000341,0.002414,0.002776
Age 60+All,-0.006776,0.004950,-0.000899,0.000872,-0.000722,0.000560,-0.005744,0.004657
Age 60+ Female,-0.012958,0.006639,-0.002019,0.001169,-0.001059,0.000754,-0.010682,0.006249
Age 60+ Male,0.000877,0.007224,0.000488,0.001274,-0.000307,0.000814,0.000362,0.006801
All: LAG 4,0.002603,0.002108,0.000219,0.000370,0.000402,0.000239,-0.000139,0.001921
Female,-0.000107,0.002888,-0.000162,0.000506,0.000146,0.000329,-0.000636,0.002621
Male,0.005075,0.002835,0.000570,0.000499,0.000634,0.000321,0.000313,0.002595
Warm All,0.005155,0.001913,0.000987,0.000420,0.000439,0.000187,0.002854,0.002212
Warm Female,0.004053,0.002629,0.000905,0.000576,0.000280,0.000257,0.002800,0.003016
Warm Male,0.006113,0.002650,0.001053,0.000582,0.000580,0.000259,0.002845,0.003084
Cold All,-0.000569,0.002373,-0.000206,0.000340,0.000358,0.000376,-0.002117,0.001735
Cold Female,-0.005528,0.003243,-0.000781,0.000465,-0.000220,0.000513,-0.002676,0.002372
Cold Male,0.004055,0.003105,0.000329,0.000445,0.000899,0.000492,-0.001592,0.002274
Age 0-10 All,0.025339,0.023488,0.004095,0.003922,0.001612,0.002819,0.002553,0.021386
Age 0-10 Female,0.009762,0.032247,0.000750,0.005473,0.001656,0.003770,-0.057049,0.030994
Age 0-10 Male,0.033655,0.026814,0.005850,0.004443,0.001519,0.003263,0.029623,0.023845
Age 11-60 All,0.004213,0.002275,0.000462,0.000399,0.000543,0.000259,0.000332,0.002068
Age 11-60 Female,0.002513,0.003171,0.000332,0.000555,0.000265,0.000362,0.000326,0.002868
Age 11-60 Male,0.005701,0.003012,0.000577,0.000530,0.000783,0.000342,0.000332,0.002752
Age 60+All,-0.008116,0.004976,-0.001440,0.000877,-0.000479,0.000559,-0.003297,0.004619
Age 60+ Female,-0.013847,0.006676,-0.002761,0.001177,-0.000493,0.000751,-0.004478,0.006186
Age 60+ Male,-0.001128,0.007265,0.000165,0.001279,-0.000461,0.000816,-0.001885,0.006758
All: LAG 5,0.002753,0.002109,0.000401,0.000371,0.000256,0.000239,0.001207,0.001912
Female,0.001683,0.002885,0.000090,0.000507,0.000316,0.000328,0.001213,0.002602
Male,0.003719,0.002838,0.000686,0.000500,0.000200,0.000321,0.001193,0.002585
Warm All,0.004720,0.001908,0.001410,0.000417,0.000147,0.000187,0.003526,0.002170
Warm Female,0.007024,0.002616,0.001961,0.000570,0.000279,0.000256,0.004256,0.002968
Warm Male,0.002621,0.002654,0.000907,0.000580,0.000027,0.000259,0.002830,0.003022
Cold All,-0.000018,0.002376,-0.000221,0.000342,0.000670,0.000373,-0.000422,0.001740
Cold Female,-0.005859,0.003246,-0.001051,0.000468,0.000415,0.000510,-0.000629,0.002366
Cold Male,0.005363,0.003105,0.000542,0.000447,0.000903,0.000488,-0.000231,0.002287
Age 0-10 All,0.018644,0.023428,0.003015,0.003932,0.001250,0.002817,-0.017260,0.020683
Age 0-10 Female,0.049892,0.031813,0.007385,0.005402,0.004293,0.003805,-0.032441,0.028815
Age 0-10 Male,0.000406,0.026921,0.000453,0.004491,-0.000421,0.003244,-0.010211,0.023411
Age 11-60 All,0.003659,0.002276,0.000440,0.000400,0.000437,0.000258,0.001664,0.002057
Age 11-60 Female,0.003447,0.003167,0.000213,0.000556,0.000618,0.000360,0.002463,0.002842
Age 11-60 Male,0.003836,0.003013,0.000639,0.000531,0.000279,0.000341,0.000948,0.002741
Age 60+All,-0.003444,0.004985,0.000033,0.000882,-0.000848,0.000559,-0.000877,0.004617
Age 60+ Female,-0.008688,0.006672,-0.000783,0.001181,-0.001271,0.000748,-0.004681,0.006187
Age 60+ Male,0.002985,0.007277,0.001031,0.001285,-0.000333,0.000815,0.003756,0.006730
All: LAG 6,0.001121,0.002101,0.000109,0.000370,0.000160,0.000239,0.001555,0.001889
Female,0.000810,0.002871,0.000001,0.000504,0.000196,0.000327,0.002646,0.002564
Male,0.001405,0.002828,0.000210,0.000499,0.000127,0.000321,0.000526,0.002558
Warm All,0.003261,0.001902,0.000579,0.000414,0.000298,0.000187,0.002986,0.002137
Warm Female,0.003868,0.002603,0.000785,0.000565,0.000302,0.000256,0.005155,0.002908
Warm Male,0.002707,0.002648,0.000388,0.000578,0.000295,0.000259,0.000961,0.002988
Cold All,-0.002423,0.002361,-0.000264,0.000341,-0.000343,0.000371,-0.000040,0.001722
Cold Female,-0.003224,0.003219,-0.000487,0.000465,-0.000063,0.000505,0.000491,0.002336
Cold Male,-0.001685,0.003090,-0.000056,0.000447,-0.000609,0.000486,-0.000545,0.002265
Age 0-10 All,-0.004128,0.023341,0.000011,0.003941,-0.001146,0.002826,-0.002987,0.021350
Age 0-10 Female,0.004326,0.031204,-0.001555,0.005328,0.003061,0.003711,0.002013,0.028807
Age 0-10 Male,-0.008774,0.027036,0.000962,0.004539,-0.003740,0.003308,-0.005239,0.024619
Age 11-60 All,0.001681,0.002268,0.000151,0.000399,0.000252,0.000258,0.002158,0.002033
Age 11-60 Female,0.002043,0.003153,0.000045,0.000553,0.000453,0.000360,0.003599,0.002808
Age 11-60 Male,0.001364,0.003003,0.000246,0.000530,0.000079,0.000341,0.000866,0.002709
Age 60+All,-0.002035,0.004961,-0.000141,0.000877,-0.000336,0.000559,-0.002063,0.004530
Age 60+ Female,-0.005703,0.006638,-0.000198,0.001175,-0.001154,0.000747,-0.002363,0.006015
Age 60+ Male,0.002381,0.007242,-0.000091,0.001279,0.000678,0.000818,-0.001720,0.006680
All: LAG 7,0.002223,0.002097,0.000523,0.000368,-0.000005,0.000239,0.002136,0.001888
Female,0.001943,0.002866,0.000615,0.000502,-0.000170,0.000328,0.001596,0.002562
Male,0.002460,0.002821,0.000435,0.000496,0.000144,0.000321,0.002628,0.002555
Warm All,0.003088,0.001905,0.000833,0.000412,0.000136,0.000187,0.000817,0.002147
Warm Female,0.001303,0.002604,0.000714,0.000563,-0.000129,0.000257,-0.002904,0.002926
Warm Male,0.004705,0.002648,0.000939,0.000574,0.000376,0.000260,0.004242,0.002990
Cold All,0.000822,0.002350,0.000344,0.000340,-0.000638,0.000370,0.002526,0.001721
Cold Female,0.002632,0.003215,0.000524,0.000465,-0.000307,0.000506,0.003881,0.002334
Cold Male,-0.000867,0.003064,0.000174,0.000444,-0.000943,0.000482,0.001244,0.002260
Age 0-10 All,0.000192,0.023368,-0.001191,0.003958,0.001596,0.002781,-0.024361,0.021548
Age 0-10 Female,-0.014970,0.030902,-0.004071,0.005307,0.000952,0.003634,-0.052662,0.029778
Age 0-10 Male,0.007901,0.027213,0.000340,0.004579,0.001780,0.003260,-0.009507,0.024545
Age 11-60 All,0.002618,0.002266,0.000481,0.000398,0.000133,0.000259,0.002820,0.002034
Age 11-60 Female,0.003151,0.003148,0.000753,0.000551,-0.000025,0.000360,0.002282,0.002804
Age 11-60 Male,0.002131,0.002998,0.000238,0.000527,0.000269,0.000341,0.003290,0.002710
Age 60+All,0.000005,0.004938,0.000864,0.000872,-0.000873,0.000559,-0.001136,0.004519
Age 60+ Female,-0.003731,0.006608,0.000038,0.001167,-0.000915,0.000749,-0.000743,0.006031
Age 60+ Male,0.004614,0.007218,0.001883,0.001274,-0.000820,0.000818,-0.001614,0.006641
All: LAG 8,0.000267,0.002104,0.000224,0.000371,-0.000161,0.000238,0.001569,0.001885
Female,0.002254,0.002876,0.000666,0.000507,-0.000137,0.000326,0.001976,0.002560
Male,-0.001547,0.002831,-0.000182,0.000499,-0.000182,0.000319,0.001191,0.002550
Warm All,0.002476,0.001917,0.000866,0.000417,0.000015,0.000187,0.004892,0.002141
Warm Female,0.001471,0.002634,0.000697,0.000573,-0.000083,0.000257,0.003529,0.002929
Warm Male,0.003373,0.002660,0.001019,0.000580,0.000100,0.000258,0.006130,0.002982
Cold All,-0.002547,0.002338,-0.000103,0.000341,-0.000869,0.000364,-0.000843,0.001716
Cold Female,0.003478,0.003192,0.000694,0.000466,-0.000365,0.000496,0.000904,0.002329
Cold Male,-0.008125,0.003055,-0.000836,0.000445,-0.001336,0.000476,-0.002485,0.002252
Age 0-10 All,-0.005579,0.023503,-0.003154,0.003995,0.002367,0.002815,-0.019895,0.021351
Age 0-10 Female,-0.011083,0.031032,-0.003770,0.005374,0.001516,0.003680,0.006297,0.029254
Age 0-10 Male,-0.001915,0.027390,-0.002694,0.004606,0.002853,0.003302,-0.031873,0.024415
Age 11-60 All,0.000224,0.002274,0.000242,0.000401,-0.000191,0.000257,0.001286,0.002031
Age 11-60 Female,0.003788,0.003162,0.000764,0.000557,0.000132,0.000358,0.001522,0.002809
Age 11-60 Male,-0.002882,0.003011,-0.000215,0.000531,-0.000469,0.000340,0.001081,0.002701
Age 60+All,0.000803,0.004930,0.000266,0.000875,-0.000064,0.000555,0.004166,0.004493
Age 60+ Female,-0.005104,0.006613,0.000297,0.001172,-0.001523,0.000747,0.004333,0.005960
Age 60+ Male,0.008083,0.007181,0.000247,0.001277,0.001691,0.000805,0.004086,0.006651
All: LAG 9,-0.003512,0.002108,-0.000522,0.000371,-0.000306,0.000238,0.000479,0.001871
Female,-0.004941,0.002880,-0.000833,0.000507,-0.000331,0.000326,0.000115,0.002535
Male,-0.002211,0.002837,-0.000238,0.000500,-0.000285,0.000320,0.000814,0.002536
Warm All,-0.001080,0.001935,0.000130,0.000422,-0.000249,0.000188,0.002014,0.002138
Warm Female,-0.002886,0.002651,-0.000314,0.000579,-0.000357,0.000257,0.002717,0.002907
Warm Male,0.000530,0.002686,0.000528,0.000586,-0.000155,0.000260,0.001332,0.002989
Cold All,-0.006271,0.002331,-0.000822,0.000341,-0.000543,0.000362,-0.000749,0.001700
Cold Female,-0.007264,0.003183,-0.001042,0.000465,-0.000362,0.000494,-0.001718,0.002304
Cold Male,-0.005361,0.003049,-0.000620,0.000445,-0.000711,0.000472,0.000171,0.002235
Age 0-10 All,-0.004586,0.023514,0.001192,0.003989,-0.002652,0.002802,0.018337,0.020546
Age 0-10 Female,-0.035068,0.031670,-0.007080,0.005416,-0.000629,0.003723,-0.036059,0.029366
Age 0-10 Male,0.012419,0.027080,0.005686,0.004574,-0.003787,0.003254,0.045575,0.023064
Age 11-60 All,-0.003276,0.002279,-0.000521,0.000401,-0.000251,0.000258,0.000826,0.002015
Age 11-60 Female,-0.002222,0.003169,-0.000390,0.000557,-0.000129,0.000359,0.001130,0.002776
Age 11-60 Male,-0.004194,0.003015,-0.000635,0.000531,-0.000358,0.000340,0.000540,0.002689
Age 60+All,-0.004813,0.004945,-0.000600,0.000878,-0.000538,0.000555,-0.002532,0.004482
Age 60+ Female,-0.017850,0.006625,-0.002942,0.001177,-0.001319,0.000745,-0.004329,0.005958
Age 60+ Male,0.011179,0.007215,0.002277,0.001280,0.000405,0.000808,-0.000110,0.006608
All: LAG 10,-0.000248,0.002120,0.000145,0.000373,-0.000203,0.000239,-0.000189,0.001860
Female,-0.004505,0.002896,-0.000502,0.000508,-0.000559,0.000327,-0.000716,0.002522
Male,0.003639,0.002853,0.000742,0.000503,0.000118,0.000321,0.000302,0.002523
Warm All,-0.000974,0.001948,-0.000046,0.000425,-0.000143,0.000189,-0.001097,0.002123
Warm Female,-0.002507,0.002672,-0.000116,0.000582,-0.000381,0.000259,-0.003890,0.002895
Warm Male,0.000407,0.002708,0.000018,0.000592,0.000070,0.000263,0.001475,0.002968
Cold All,0.001542,0.002343,0.000412,0.000342,-0.000451,0.000359,-0.000059,0.001692
Cold Female,-0.006396,0.003191,-0.000588,0.000466,-0.001214,0.000490,0.000629,0.002290
Cold Male,0.008930,0.003063,0.001343,0.000447,0.000252,0.000469,-0.000717,0.002226
Age 0-10 All,-0.006860,0.023664,-0.000731,0.003971,-0.000833,0.002792,-0.014050,0.021013
Age 0-10 Female,-0.066874,0.031792,-0.015355,0.005374,0.001420,0.003742,-0.039584,0.029229
Age 0-10 Male,0.024919,0.027327,0.006973,0.004576,-0.002085,0.003225,-0.002887,0.023820
Age 11-60 All,-0.000287,0.002290,0.000156,0.000403,-0.000226,0.000259,-0.000106,0.002003
Age 11-60 Female,-0.003449,0.003184,-0.000243,0.000558,-0.000574,0.000360,-0.000033,0.002760
Age 11-60 Male,0.002463,0.003033,0.000506,0.000534,0.000073,0.000342,-0.000186,0.002674
Age 60+All,0.000317,0.004981,0.000137,0.000883,-0.000043,0.000557,-0.000255,0.004462
Age 60+ Female,-0.008212,0.006684,-0.001411,0.001184,-0.000525,0.000748,-0.003448,0.005953
Age 60+ Male,0.010806,0.007256,0.002052,0.001288,0.000544,0.000811,0.003859,0.006546
All: LAG 11,0.002649,0.002129,0.000539,0.000376,0.000087,0.000239,0.001905,0.001859
Female,-0.001548,0.002916,-0.000045,0.000513,-0.000320,0.000328,0.000769,0.002532
Male,0.006463,0.002862,0.001074,0.000506,0.000455,0.000321,0.002943,0.002512
Warm All,0.004374,0.001951,0.000699,0.000426,0.000434,0.000189,0.003976,0.002117
Warm Female,-0.001153,0.002681,-0.000372,0.000585,-0.000013,0.000260,0.001614,0.002890
Warm Male,0.009329,0.002711,0.001660,0.000592,0.000833,0.000262,0.006162,0.002963
Cold All,0.001301,0.002362,0.000613,0.000345,-0.001082,0.000357,0.000047,0.001692
Cold Female,-0.001032,0.003224,0.000272,0.000472,-0.001180,0.000487,-0.000469,0.002306
Cold Male,0.003487,0.003079,0.000932,0.000450,-0.000989,0.000467,0.000524,0.002209
Age 0-10 All,-0.014847,0.023995,-0.002992,0.004046,-0.000171,0.002843,-0.007618,0.020967
Age 0-10 Female,-0.045284,0.032586,-0.012477,0.005657,0.002585,0.003780,0.001200,0.028971
Age 0-10 Male,0.001355,0.027497,0.001589,0.004578,-0.001601,0.003295,-0.011713,0.023808
Age 11-60 All,0.002911,0.002300,0.000677,0.000405,0.000009,0.000259,0.001936,0.002002
Age 11-60 Female,-0.001290,0.003202,0.000178,0.000563,-0.000488,0.000361,0.002143,0.002768
Age 11-60 Male,0.006556,0.003042,0.001112,0.000538,0.000438,0.000342,0.001727,0.002666
Age 60+All,0.001763,0.005019,-0.000146,0.000890,0.000560,0.000559,0.001995,0.004455
Age 60+ Female,-0.001827,0.006734,-0.000904,0.001195,0.000463,0.000750,-0.006814,0.005987
Age 60+ Male,0.006157,0.007315,0.000784,0.001296,0.000672,0.000814,0.012786,0.006476
All: LAG 12,-0.000753,0.002131,0.000074,0.000376,-0.000250,0.000239,0.002903,0.001861
Female,-0.000046,0.002913,0.000302,0.000513,-0.000316,0.000328,0.000837,0.002534
Male,-0.001407,0.002869,-0.000137,0.000507,-0.000190,0.000322,0.004802,0.002513
Warm All,-0.000294,0.001958,0.000266,0.000427,-0.000176,0.000189,0.005352,0.002143
Warm Female,-0.001562,0.002683,-0.000062,0.000585,-0.000235,0.000259,-0.000526,0.002935
Warm Male,0.000843,0.002726,0.000562,0.000595,-0.000123,0.000263,0.010701,0.002984
Cold All,0.000034,0.002364,0.000169,0.000347,-0.000437,0.000357,0.001153,0.001685
Cold Female,0.004335,0.003222,0.000820,0.000472,-0.000329,0.000488,0.001210,0.002291
Cold Male,-0.003939,0.003089,-0.000433,0.000453,-0.000534,0.000466,0.001081,0.002207
Age 0-10 All,-0.016022,0.023810,-0.005611,0.004037,0.002693,0.002813,0.002153,0.020198
Age 0-10 Female,0.027790,0.032020,-0.002210,0.005498,0.009797,0.003752,0.005948,0.027655
Age 0-10 Male,-0.039155,0.027505,-0.007486,0.004631,-0.001010,0.003267,-0.000227,0.023090
Age 11-60 All,-0.000347,0.002302,0.000139,0.000406,-0.000221,0.000259,0.004093,0.002003
Age 11-60 Female,-0.000651,0.003201,0.000319,0.000563,-0.000482,0.000361,0.002874,0.002771
Age 11-60 Male,-0.000091,0.003048,-0.000022,0.000538,0.000005,0.000342,0.005171,0.002664
Age 60+All,-0.002645,0.005030,-0.000080,0.000893,-0.000527,0.000558,-0.004641,0.004479
Age 60+ Female,0.002382,0.006723,0.000279,0.001194,0.000284,0.000747,-0.010198,0.005988
Age 60+ Male,-0.008780,0.007359,-0.000512,0.001306,-0.001518,0.000816,0.002183,0.006555
All: LAG 13,-0.002415,0.002133,-0.000610,0.000375,0.000058,0.000241,-0.000242,0.001848
Female,-0.002898,0.002913,-0.000878,0.000510,0.000230,0.000329,-0.002770,0.002509
Male,-0.001970,0.002875,-0.000364,0.000506,-0.000097,0.000324,0.002122,0.002503
Warm All,-0.000245,0.001967,-0.000218,0.000424,0.000075,0.000191,0.003020,0.002134
Warm Female,-0.000929,0.002687,-0.000768,0.000579,0.000238,0.000262,-0.000309,0.002908
Warm Male,0.000394,0.002741,0.000287,0.000592,-0.000071,0.000267,0.006065,0.002981
Cold All,-0.003203,0.002356,-0.000556,0.000346,0.000099,0.000352,-0.002107,0.001672
Cold Female,-0.002466,0.003209,-0.000536,0.000471,0.000373,0.000479,-0.004214,0.002265
Cold Male,-0.003892,0.003087,-0.000574,0.000453,-0.000159,0.000462,-0.000109,0.002200
Age 0-10 All,-0.053160,0.024039,-0.011602,0.004084,0.000137,0.002813,-0.045220,0.021134
Age 0-10 Female,-0.054974,0.031595,-0.011091,0.005447,-0.001336,0.003709,-0.097514,0.029316
Age 0-10 Male,-0.053274,0.028085,-0.012003,0.004733,0.000838,0.003279,-0.018899,0.023961
Age 11-60 All,-0.000993,0.002304,-0.000413,0.000404,0.000197,0.000260,0.000665,0.001990
Age 11-60 Female,-0.001443,0.003201,-0.000695,0.000560,0.000396,0.000362,-0.002153,0.002750
Age 11-60 Male,-0.000592,0.003054,-0.000162,0.000537,0.000026,0.000344,0.003183,0.002649
Age 60+All,-0.008914,0.005024,-0.001337,0.000888,-0.000754,0.000561,-0.004043,0.004419
Age 60+ Female,-0.008888,0.006732,-0.001524,0.001189,-0.000557,0.000750,-0.003609,0.005853
Age 60+ Male,-0.008890,0.007336,-0.001088,0.001299,-0.001004,0.000821,-0.004592,0.006545
All: LAG 14,-0.002771,0.002126,-0.000530,0.000373,-0.000117,0.000242,0.000440,0.001843
Female,-0.004028,0.002907,-0.001018,0.000509,0.000099,0.000331,-0.000579,0.002500
Male,-0.001617,0.002862,-0.000080,0.000503,-0.000312,0.000324,0.001397,0.002497
Warm All,0.001355,0.001963,0.000369,0.000418,0.000055,0.000193,0.003936,0.002130
Warm Female,-0.001701,0.002681,-0.000723,0.000570,0.000083,0.000264,0.000179,0.002890
Warm Male,0.004114,0.002730,0.001364,0.000582,0.000029,0.000268,0.007400,0.002981
Cold All,-0.006251,0.002343,-0.000818,0.000345,-0.000536,0.000350,-0.001770,0.001664
Cold Female,-0.004136,0.003203,-0.000835,0.000472,0.000417,0.000478,-0.001150,0.002260
Cold Male,-0.008210,0.003064,-0.000802,0.000452,-0.001423,0.000457,-0.002354,0.002187
Age 0-10 All,-0.053595,0.024011,-0.005676,0.004041,-0.007186,0.002867,-0.028690,0.020832
Age 0-10 Female,-0.057882,0.031537,-0.004563,0.005370,-0.009580,0.003722,-0.076823,0.029025
Age 0-10 Male,-0.051228,0.028072,-0.006357,0.004689,-0.005683,0.003378,-0.004059,0.023622
Age 11-60 All,-0.002698,0.002297,-0.000513,0.000402,-0.000118,0.000261,0.000278,0.001985
Age 11-60 Female,-0.003705,0.003195,-0.000930,0.000559,0.000089,0.000364,0.000181,0.002737
Age 11-60 Male,-0.001811,0.003041,-0.000144,0.000534,-0.000297,0.000345,0.000365,0.002649
Age 60+All,-0.001242,0.004997,-0.000419,0.000882,0.000140,0.000563,0.002647,0.004395
Age 60+ Female,-0.004235,0.006681,-0.001369,0.001179,0.000389,0.000754,-0.002630,0.005855
Age 60+ Male,0.002468,0.007311,0.000769,0.001291,-0.000175,0.000824,0.009249,0.006464
