Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Age 60+All,0.009396714,0.005869199,0.0173757,0.04927556,0.002479764,0.000702892,0.000921194,0.000721038
Age 60+ Female,0.009865321,0.007387938,-0.01421001,0.06177199,0.003122853,0.000882285,0.000898002,0.000907276
Age 60+ Male,0.008873468,0.00700882,0.05236093,0.05909303,0.001778695,0.000843221,0.000944618,0.000861314
All: LAG 6,0.009595834,0.00469399,0.05912158,0.03935714,0.001100047,0.000571116,0.001308438,0.000572823
Female,0.007001137,0.005395524,0.04498007,0.04508998,0.00104142,0.000654064,0.001133823,0.000658723
Male,0.012085176,0.004854244,0.07290216,0.04083409,0.001158513,0.000592838,0.0014749,0.000592214
Warm All,0.02186621,0.003002072,0.1967319,0.03403425,0.001096395,0.000362344,0.002290859,0.000421536
Warm Female,0.02474274,0.003782126,0.2672081,0.04273306,0.000703369,0.000455267,0.002740904,0.000531213
Warm Male,0.01912694,0.003596938,0.129872364,0.040816003,0.001470365,0.000433219,0.001868423,0.000503742
Cold All,-0.003406314,0.005894554,-0.000960584,0.041068178,0.001475462,0.000735667,0.000433941,0.000644888
Cold Female,-0.010273051,0.006579885,-0.04869051,0.04578615,0.001924982,0.00081693,-0.000106043,0.000720837
Cold Male,0.003272884,0.005847958,0.04587263,0.04079371,0.001034105,0.000733962,0.000957677,0.000638982
Age 0-10 All,0.016960818,0.006426162,0.09602757,0.05253032,0.001053732,0.0007906,0.002672464,0.000771681
Age 0-10 Female,0.016500154,0.008095739,0.07968426,0.0655935,0.000815257,0.000991093,0.003233491,0.000971691
Age 0-10 Male,0.017250702,0.007049405,0.10746473,0.05797337,0.001218805,0.000870089,0.002291351,0.000847237
Age 11-60 All,0.00864215,0.005307251,0.06057814,0.04493327,0.000980799,0.00064412,0.001035605,0.000650967
Age 11-60 Female,0.006817892,0.006164402,0.05113737,0.05203427,0.001171519,0.000746548,0.000656969,0.000755915
Age 11-60 Male,0.010603477,0.005845364,0.07088732,0.04965263,0.000773278,0.000711162,0.001444606,0.000717105
Age 60+All,0.003417792,0.005831503,0.01100149,0.04927822,0.00142868,0.000704917,0.000341616,0.000716716
Age 60+ Female,-0.00094955,0.007341974,-0.00139642,0.06173,0.000953343,0.000884996,0.000302893,0.000901221
Age 60+ Male,0.008203652,0.006971437,0.02477166,0.05925041,0.001959773,0.000845828,0.000379641,0.000858092
All: LAG 7,0.006417935,0.004691298,0.003099287,0.03945179,0.001679666,0.000567102,0.00119485,0.000571434
Female,0.003564249,0.005381556,-0.02065531,0.04510864,0.001884894,0.000648085,0.000686515,0.000656937
Male,0.00913716,0.004863202,0.02616305,0.0410287,0.001477735,0.000590403,0.001677928,0.000591087
Warm All,0.01985061,0.003009906,0.1473594,0.03452078,0.001619319,0.000357962,0.002301932,0.000422245
Warm Female,0.01915921,0.003787932,0.164782288,0.043307655,0.001437662,0.000448702,0.001899717,0.00053353
Warm Male,0.02048065,0.003609587,0.13081423,0.04142258,0.001789271,0.000430054,0.002672184,0.000503618
