Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Warm Male,0.011571,0.003758,0.003637,0.000814,0.000250,0.000372,0.013595,0.004232
Cold All,0.031700,0.004865,0.005415,0.000696,-0.001582,0.000788,-0.000439,0.003572
Cold Female,0.033432,0.005219,0.005687,0.000748,-0.001537,0.000843,0.000407,0.003814
Cold Male,0.029395,0.005287,0.005055,0.000756,-0.001643,0.000858,-0.001606,0.003899
Age 0-10 All,0.013095,0.009723,0.001413,0.001750,0.001639,0.001065,0.005357,0.009127
Age 0-10 Female,0.028737,0.014084,0.004148,0.002501,0.002619,0.001556,0.005636,0.013207
Age 0-10 Male,0.000272,0.012598,-0.000959,0.002292,0.000878,0.001371,0.004841,0.011836
Age 11-60 All,0.010428,0.003558,0.002595,0.000627,-0.000146,0.000404,0.003564,0.003240
Age 11-60 Female,0.010169,0.004626,0.002337,0.000815,0.000054,0.000526,0.005028,0.004202
Age 11-60 Male,0.010694,0.004858,0.002879,0.000857,-0.000370,0.000551,0.001931,0.004434
Age 60+All,0.029215,0.005449,0.006741,0.000949,-0.000029,0.000636,0.003894,0.004882
Age 60+ Female,0.031453,0.005733,0.007184,0.000999,0.000064,0.000670,0.003443,0.005118
Age 60+ Male,0.025860,0.006140,0.006078,0.001068,-0.000166,0.000715,0.004590,0.005527
All: LAG 1,0.010769,0.004101,0.002116,0.000722,0.000429,0.000471,0.002723,0.003675
Female,0.011795,0.004469,0.002115,0.000786,0.000684,0.000514,0.002879,0.003984
Male,0.009403,0.004501,0.002118,0.000792,0.000090,0.000516,0.002521,0.004061
Warm All,0.008347,0.003429,0.001794,0.000747,0.000612,0.000339,0.003942,0.003828
Warm Female,0.009289,0.003826,0.001585,0.000832,0.000892,0.000379,0.002949,0.004253
Warm Male,0.007076,0.003816,0.002072,0.000832,0.000241,0.000376,0.005327,0.004283
Cold All,0.013916,0.004925,0.002259,0.000709,-0.000233,0.000796,0.002626,0.003589
Cold Female,0.014423,0.005276,0.002341,0.000760,-0.000228,0.000851,0.003091,0.003824
Cold Male,0.013290,0.005350,0.002156,0.000770,-0.000237,0.000867,0.002012,0.003927
Age 0-10 All,0.019806,0.009691,0.002208,0.001744,0.002449,0.001069,0.009921,0.009131
Age 0-10 Female,0.022418,0.014106,0.002099,0.002512,0.003106,0.001560,0.006961,0.013196
Age 0-10 Male,0.017910,0.012516,0.002321,0.002271,0.001952,0.001378,0.012402,0.011860
Age 11-60 All,-0.000287,0.003577,-0.000013,0.000633,-0.000052,0.000405,0.000366,0.003282
Age 11-60 Female,-0.001716,0.004647,-0.000510,0.000821,0.000112,0.000526,0.002390,0.004251
Age 11-60 Male,0.001334,0.004890,0.000547,0.000866,-0.000232,0.000554,-0.001883,0.004501
Age 60+All,0.016264,0.005548,0.003239,0.000972,0.000584,0.000644,0.003706,0.004897
Age 60+ Female,0.017732,0.005834,0.003330,0.001023,0.000863,0.000677,0.003134,0.005130
Age 60+ Male,0.014044,0.006250,0.003104,0.001094,0.000162,0.000724,0.004611,0.005547
All: LAG 2,0.005632,0.004136,0.001073,0.000727,0.000256,0.000473,0.001305,0.003660
Female,0.006767,0.004511,0.000947,0.000792,0.000669,0.000517,0.002204,0.003968
Male,0.004136,0.004535,0.001242,0.000798,-0.000286,0.000517,0.000089,0.004045
Warm All,0.007140,0.003464,0.000791,0.000761,0.000899,0.000339,0.003077,0.003859
Warm Female,0.009512,0.003872,0.000581,0.000850,0.001436,0.000379,0.005225,0.004289
Warm Male,0.003988,0.003847,0.001063,0.000846,0.000195,0.000376,0.000157,0.004319
Cold All,0.003509,0.004978,0.001296,0.000713,-0.002433,0.000811,0.000655,0.003552
Cold Female,0.002178,0.005329,0.001108,0.000763,-0.002498,0.000870,0.000517,0.003783
Cold Male,0.005351,0.005415,0.001555,0.000775,-0.002342,0.000881,0.000861,0.003890
Age 0-10 All,0.015152,0.009678,0.001665,0.001743,0.001931,0.001066,0.000980,0.009192
Age 0-10 Female,0.017203,0.014083,0.001167,0.002513,0.002829,0.001556,0.005977,0.013290
Age 0-10 Male,0.013492,0.012475,0.002060,0.002263,0.001232,0.001371,-0.003384,0.011910
Age 11-60 All,-0.004803,0.003596,-0.000902,0.000635,-0.000230,0.000407,-0.003519,0.003274
Age 11-60 Female,-0.001159,0.004674,-0.000658,0.000825,0.000400,0.000529,-0.000987,0.004230
Age 11-60 Male,-0.008801,0.004905,-0.001166,0.000868,-0.000922,0.000554,-0.006399,0.004497
Age 60+All,0.010702,0.005612,0.002087,0.000982,0.000418,0.000647,0.003865,0.004874
Age 60+ Female,0.010072,0.005904,0.001684,0.001034,0.000701,0.000681,0.003596,0.005112
Age 60+ Male,0.011663,0.006322,0.002695,0.001105,-0.000007,0.000727,0.004288,0.005517
All: LAG 3,0.000591,0.004125,0.000527,0.000720,-0.000420,0.000472,-0.000703,0.003671
Female,0.002941,0.004499,0.000799,0.000785,-0.000133,0.000515,-0.000471,0.003990
Male,-0.002515,0.004518,0.000166,0.000790,-0.000795,0.000515,-0.000997,0.004041
Warm All,0.002306,0.003474,-0.000142,0.000759,0.000487,0.000339,-0.005366,0.003972
Warm Female,0.005632,0.003877,0.000322,0.000846,0.000857,0.000379,-0.004137,0.004426
Warm Male,-0.002090,0.003855,-0.000765,0.000845,0.000004,0.000376,-0.006957,0.004421
Cold All,-0.003447,0.004953,0.000772,0.000706,-0.004275,0.000807,0.001691,0.003507
Cold Female,-0.002834,0.005312,0.000869,0.000757,-0.004287,0.000866,0.001139,0.003746
Cold Male,-0.004266,0.005377,0.000643,0.000766,-0.004259,0.000876,0.002433,0.003829
Age 0-10 All,0.007038,0.009699,0.002302,0.001736,-0.000584,0.001075,0.000688,0.009122
Age 0-10 Female,0.016013,0.014074,0.004321,0.002505,-0.000482,0.001553,0.002055,0.013067
Age 0-10 Male,-0.000187,0.012525,0.000652,0.002253,-0.000674,0.001394,-0.000557,0.011913
Age 11-60 All,-0.006753,0.003589,-0.000769,0.000633,-0.000835,0.000406,-0.000726,0.003275
Age 11-60 Female,-0.005712,0.004667,-0.000797,0.000822,-0.000559,0.000529,-0.001275,0.004246
Age 11-60 Male,-0.007893,0.004898,-0.000737,0.000866,-0.001136,0.000552,-0.000098,0.004482
Age 60+All,0.004072,0.005589,0.001081,0.000969,-0.000174,0.000644,-0.000673,0.004896
Age 60+ Female,0.006365,0.005885,0.001356,0.001021,0.000101,0.000679,-0.000102,0.005149
Age 60+ Male,0.000640,0.006285,0.000667,0.001089,-0.000582,0.000723,-0.001509,0.005516
All: LAG 4,0.002676,0.004122,0.000513,0.000723,0.000106,0.000468,0.000653,0.003669
Female,0.003680,0.004492,0.000441,0.000787,0.000425,0.000511,0.001067,0.003982
Male,0.001349,0.004521,0.000612,0.000794,-0.000317,0.000513,0.000100,0.004047
Warm All,0.005050,0.003437,0.000345,0.000750,0.000729,0.000337,0.001375,0.003951
Warm Female,0.006754,0.003835,0.000483,0.000836,0.000967,0.000376,0.002841,0.004392
Warm Male,0.002778,0.003819,0.000157,0.000835,0.000413,0.000375,-0.000606,0.004412
Cold All,-0.001476,0.005037,0.000508,0.000717,-0.002284,0.000803,0.000493,0.003519
Cold Female,-0.001553,0.005396,0.000287,0.000768,-0.001624,0.000860,0.000345,0.003755
Cold Male,-0.001351,0.005477,0.000808,0.000779,-0.003164,0.000872,0.000703,0.003848
Age 0-10 All,0.001602,0.009703,-0.000143,0.001745,0.000499,0.001077,0.004179,0.009149
Age 0-10 Female,-0.004069,0.014052,-0.001000,0.002510,0.000000,0.001567,-0.001942,0.013096
Age 0-10 Male,0.006195,0.012532,0.000554,0.002267,0.000909,0.001386,0.009378,0.011929
Age 11-60 All,-0.000016,0.003590,-0.000161,0.000635,0.000161,0.000405,-0.001605,0.003251
Age 11-60 Female,0.002169,0.004660,-0.000107,0.000823,0.000629,0.000527,-0.002026,0.004214
Age 11-60 Male,-0.002401,0.004903,-0.000214,0.000868,-0.000354,0.000552,-0.001128,0.004448
Age 60+All,0.004231,0.005584,0.000913,0.000974,0.000051,0.000638,0.001749,0.004910
Age 60+ Female,0.004861,0.005876,0.000779,0.001025,0.000351,0.000671,0.002754,0.005150
Age 60+ Male,0.003303,0.006286,0.001121,0.001095,-0.000405,0.000718,0.000233,0.005553
All: LAG 5,0.001323,0.004144,-0.000530,0.000732,0.000849,0.000466,-0.003220,0.003652
Female,0.001665,0.004511,-0.000544,0.000796,0.000945,0.000508,-0.002581,0.003967
Male,0.000885,0.004556,-0.000511,0.000805,0.000724,0.000512,-0.004062,0.004026
Warm All,0.005984,0.003425,-0.000447,0.000747,0.001305,0.000336,-0.002198,0.003858
Warm Female,0.006858,0.003812,-0.000262,0.000830,0.001371,0.000375,-0.002227,0.004293
Warm Male,0.004856,0.003819,-0.000688,0.000836,0.001221,0.000374,-0.002148,0.004302
Cold All,-0.005768,0.005125,-0.000498,0.000732,-0.001127,0.000792,-0.002872,0.003541
Cold Female,-0.006182,0.005490,-0.000628,0.000784,-0.000925,0.000848,-0.001868,0.003782
Cold Male,-0.005248,0.005576,-0.000328,0.000796,-0.001401,0.000862,-0.004201,0.003869
Age 0-10 All,0.001020,0.009730,-0.000518,0.001751,0.000715,0.001079,0.009698,0.008946
Age 0-10 Female,-0.019407,0.014145,-0.003313,0.002517,-0.001334,0.001580,-0.015096,0.013074
Age 0-10 Male,0.017551,0.012525,0.001833,0.002276,0.002340,0.001383,0.029822,0.011469
Age 11-60 All,-0.001028,0.003607,-0.000703,0.000641,0.000446,0.000405,-0.004608,0.003233
Age 11-60 Female,0.000422,0.004676,-0.000805,0.000830,0.000895,0.000525,-0.002077,0.004190
Age 11-60 Male,-0.002690,0.004926,-0.000594,0.000876,-0.000058,0.000552,-0.007472,0.004418
Age 60+All,0.002846,0.005624,-0.000398,0.000989,0.001090,0.000634,-0.003058,0.004899
Age 60+ Female,0.003525,0.005907,-0.000246,0.001039,0.001094,0.000666,-0.002021,0.005138
Age 60+ Male,0.001834,0.006351,-0.000627,0.001116,0.001087,0.000716,-0.004607,0.005544
All: LAG 6,-0.007647,0.004079,-0.001599,0.000720,-0.000206,0.000465,-0.011948,0.003590
Female,-0.008026,0.004441,-0.001575,0.000784,-0.000329,0.000506,-0.011137,0.003895
Male,-0.007112,0.004485,-0.001628,0.000791,-0.000038,0.000510,-0.013023,0.003967
Warm All,-0.005302,0.003369,-0.001738,0.000726,-0.000068,0.000337,-0.010286,0.003740
Warm Female,-0.006690,0.003750,-0.001771,0.000806,-0.000314,0.000376,-0.010253,0.004146
Warm Male,-0.003382,0.003759,-0.001684,0.000811,0.000263,0.000374,-0.010287,0.004198
Cold All,-0.010428,0.005030,-0.001330,0.000724,-0.000847,0.000776,-0.011645,0.003524
Cold Female,-0.008683,0.005395,-0.001174,0.000777,-0.000517,0.000829,-0.010109,0.003763
Cold Male,-0.012719,0.005465,-0.001531,0.000785,-0.001295,0.000847,-0.013684,0.003851
Age 0-10 All,0.003788,0.009690,0.001108,0.001741,-0.000173,0.001077,0.003009,0.008899
Age 0-10 Female,-0.005266,0.013991,0.000207,0.002492,-0.001442,0.001566,-0.014131,0.012898
Age 0-10 Male,0.011316,0.012560,0.001901,0.002273,0.000836,0.001388,0.017364,0.011497
Age 11-60 All,-0.007994,0.003566,-0.001695,0.000633,-0.000205,0.000403,-0.010413,0.003176
Age 11-60 Female,-0.005042,0.004633,-0.001193,0.000822,-0.000006,0.000524,-0.006422,0.004116
Age 11-60 Male,-0.011256,0.004867,-0.002256,0.000865,-0.000420,0.000549,-0.014881,0.004349
Age 60+All,-0.008009,0.005520,-0.001689,0.000970,-0.000190,0.000633,-0.013411,0.004819
Age 60+ Female,-0.009345,0.005801,-0.001807,0.001021,-0.000406,0.000664,-0.012938,0.005050
Age 60+ Male,-0.005994,0.006230,-0.001517,0.001091,0.000141,0.000715,-0.014135,0.005466
All: LAG 7,-0.000593,0.004030,-0.000602,0.000708,0.000504,0.000466,-0.005954,0.003570
Female,-0.000415,0.004390,-0.000542,0.000771,0.000486,0.000508,-0.006817,0.003883
Male,-0.000816,0.004423,-0.000681,0.000778,0.000531,0.000510,-0.004781,0.003928
Warm All,0.001869,0.003341,-0.000536,0.000710,0.000656,0.000338,-0.003985,0.003676
Warm Female,0.002519,0.003727,-0.000043,0.000791,0.000504,0.000379,-0.001480,0.004085
Warm Male,0.001014,0.003714,-0.001198,0.000792,0.000857,0.000375,-0.007384,0.004107
Cold All,-0.003899,0.004908,-0.000571,0.000711,-0.000085,0.000761,-0.006368,0.003524
Cold Female,-0.004331,0.005257,-0.000803,0.000762,0.000378,0.000815,-0.009579,0.003772
Cold Male,-0.003322,0.005335,-0.000262,0.000773,-0.000708,0.000829,-0.002065,0.003834
Age 0-10 All,0.008696,0.009739,0.001739,0.001746,0.000359,0.001077,0.016379,0.008664
Age 0-10 Female,0.011817,0.014025,0.001183,0.002491,0.001604,0.001563,0.002274,0.012586
Age 0-10 Male,0.006165,0.012662,0.002223,0.002287,-0.000635,0.001392,0.027848,0.011186
Age 11-60 All,-0.003396,0.003546,-0.000858,0.000627,0.000059,0.000403,-0.007719,0.003166
Age 11-60 Female,0.001003,0.004604,-0.000185,0.000813,0.000435,0.000524,-0.007529,0.004122
Age 11-60 Male,-0.008330,0.004841,-0.001620,0.000857,-0.000358,0.000550,-0.007962,0.004314
Age 60+All,0.000380,0.005421,-0.000600,0.000949,0.000772,0.000633,-0.006346,0.004782
Age 60+ Female,-0.001503,0.005707,-0.000771,0.001000,0.000475,0.000667,-0.006918,0.005017
Age 60+ Male,0.003235,0.006099,-0.000343,0.001067,0.001222,0.000712,-0.005457,0.005409
All: LAG 8,0.004244,0.004088,0.000420,0.000725,0.000614,0.000467,-0.008704,0.003571
Female,0.006502,0.004453,0.000707,0.000789,0.000871,0.000510,-0.006640,0.003871
Male,0.001235,0.004487,0.000036,0.000796,0.000274,0.000511,-0.011520,0.003947
Warm All,0.009013,0.003436,0.001526,0.000742,0.000864,0.000342,-0.005413,0.003747
Warm Female,0.012404,0.003829,0.002253,0.000825,0.001109,0.000382,-0.001359,0.004152
Warm Male,0.004492,0.003823,0.000547,0.000828,0.000541,0.000379,-0.010920,0.004199
Cold All,-0.002758,0.004874,-0.000256,0.000716,-0.000492,0.000751,-0.010801,0.003470
Cold Female,-0.002262,0.005222,-0.000304,0.000768,-0.000141,0.000803,-0.010401,0.003699
Cold Male,-0.003482,0.005294,-0.000204,0.000778,-0.000961,0.000817,-0.011371,0.003796
Age 0-10 All,-0.002491,0.009820,-0.000322,0.001762,-0.000255,0.001081,-0.013577,0.008883
Age 0-10 Female,0.001885,0.014161,0.000483,0.002518,-0.000028,0.001570,-0.009785,0.012841
Age 0-10 Male,-0.005940,0.012755,-0.000970,0.002307,-0.000437,0.001396,-0.016413,0.011521
Age 11-60 All,0.002874,0.003573,0.000130,0.000636,0.000564,0.000402,-0.004612,0.003162
Age 11-60 Female,0.005102,0.004645,-0.000106,0.000827,0.001330,0.000522,-0.003566,0.004105
Age 11-60 Male,0.000408,0.004883,0.000395,0.000870,-0.000283,0.000548,-0.005776,0.004329
Age 60+All,0.005361,0.005517,0.000606,0.000975,0.000704,0.000637,-0.010473,0.004781
Age 60+ Female,0.007389,0.005803,0.001082,0.001026,0.000706,0.000671,-0.007838,0.005000
Age 60+ Male,0.002292,0.006212,-0.000112,0.001096,0.000701,0.000717,-0.014576,0.005433
All: LAG 9,0.000589,0.004135,-0.000040,0.000730,0.000191,0.000470,-0.012231,0.003526
Female,0.004699,0.004507,0.000735,0.000795,0.000388,0.000514,-0.009253,0.003822
Male,-0.004868,0.004536,-0.001076,0.000803,-0.000066,0.000514,-0.016292,0.003897
Warm All,0.005341,0.003509,0.001761,0.000762,0.000069,0.000344,-0.007331,0.003794
Warm Female,0.008550,0.003921,0.002257,0.000849,0.000392,0.000385,-0.003535,0.004219
Warm Male,0.001100,0.003892,0.001099,0.000848,-0.000356,0.000380,-0.012450,0.004235
Cold All,-0.005988,0.004887,-0.001094,0.000718,0.000368,0.000762,-0.014801,0.003378
Cold Female,-0.000188,0.005225,-0.000090,0.000768,0.000191,0.000817,-0.012366,0.003597
Cold Male,-0.013761,0.005326,-0.002439,0.000782,0.000609,0.000828,-0.018145,0.003707
Age 0-10 All,-0.011468,0.009762,-0.001753,0.001766,-0.000978,0.001071,-0.014263,0.008837
Age 0-10 Female,-0.015173,0.014115,-0.002165,0.002536,-0.001425,0.001556,-0.015612,0.012814
Age 0-10 Male,-0.008240,0.012642,-0.001372,0.002300,-0.000606,0.001382,-0.013091,0.011422
Age 11-60 All,0.007114,0.003593,0.001169,0.000638,0.000535,0.000404,-0.004601,0.003134
Age 11-60 Female,0.013170,0.004675,0.001780,0.000829,0.001357,0.000526,-0.002164,0.004062
Age 11-60 Male,0.000386,0.004900,0.000483,0.000872,-0.000372,0.000550,-0.007392,0.004293
Age 60+All,-0.002174,0.005605,-0.000583,0.000986,0.000084,0.000643,-0.015850,0.004712
Age 60+ Female,0.001636,0.005892,0.000369,0.001036,0.000017,0.000677,-0.012008,0.004931
Age 60+ Male,-0.007931,0.006318,-0.002025,0.001111,0.000189,0.000723,-0.021805,0.005350
All: LAG 10,-0.001983,0.004162,-0.000863,0.000730,0.000437,0.000471,-0.011896,0.003524
Female,0.000991,0.004540,-0.000402,0.000796,0.000678,0.000515,-0.010549,0.003829
Male,-0.005924,0.004561,-0.001476,0.000801,0.000119,0.000515,-0.013717,0.003885
Warm All,0.004496,0.003545,0.001135,0.000763,0.000226,0.000345,-0.005791,0.003798
Warm Female,0.008004,0.003957,0.001616,0.000850,0.000602,0.000385,-0.004286,0.004229
Warm Male,-0.000154,0.003935,0.000491,0.000850,-0.000271,0.000382,-0.007820,0.004232
Cold All,-0.011322,0.004912,-0.002102,0.000717,0.000859,0.000762,-0.015232,0.003372
Cold Female,-0.008545,0.005270,-0.001591,0.000769,0.000682,0.000818,-0.014235,0.003600
Cold Male,-0.014995,0.005335,-0.002778,0.000778,0.001092,0.000827,-0.016598,0.003689
Age 0-10 All,0.001856,0.009812,-0.001228,0.001761,0.001623,0.001084,-0.005851,0.008748
Age 0-10 Female,-0.004287,0.014235,-0.003463,0.002546,0.002341,0.001571,-0.009707,0.012634
Age 0-10 Male,0.007237,0.012661,0.000679,0.002280,0.001067,0.001401,-0.002776,0.011328
Age 11-60 All,0.003057,0.003615,-0.000206,0.000639,0.000945,0.000405,-0.009427,0.003130
Age 11-60 Female,0.009981,0.004687,0.000908,0.000827,0.001467,0.000527,-0.006266,0.004050
Age 11-60 Male,-0.004674,0.004949,-0.001461,0.000877,0.000368,0.000554,-0.013027,0.004302
Age 60+All,-0.004999,0.005645,-0.001202,0.000984,0.000079,0.000643,-0.013428,0.004714
Age 60+ Female,-0.003142,0.005947,-0.000899,0.001038,0.000211,0.000677,-0.012427,0.004953
Age 60+ Male,-0.007781,0.006346,-0.001654,0.001106,-0.000119,0.000722,-0.014931,0.005323
All: LAG 11,0.000251,0.004176,-0.000714,0.000736,0.000793,0.000468,-0.007027,0.003542
Female,0.000277,0.004553,-0.000555,0.000802,0.000639,0.000512,-0.005337,0.003847
Male,0.000238,0.004579,-0.000925,0.000809,0.001000,0.000513,-0.009316,0.003905
Warm All,0.007344,0.003534,0.001346,0.000763,0.000628,0.000343,-0.006330,0.003769
Warm Female,0.007693,0.003944,0.001297,0.000850,0.000712,0.000383,-0.004907,0.004184
Warm Male,0.006943,0.003924,0.001427,0.000849,0.000519,0.000381,-0.008277,0.004212
Cold All,-0.010574,0.004981,-0.002096,0.000727,0.001089,0.000755,-0.007784,0.003410
Cold Female,-0.010575,0.005342,-0.001775,0.000780,0.000225,0.000811,-0.006236,0.003646
Cold Male,-0.010582,0.005414,-0.002527,0.000791,0.002240,0.000819,-0.009899,0.003723
Age 0-10 All,0.015864,0.009839,0.001814,0.001771,0.001960,0.001087,-0.000285,0.008796
Age 0-10 Female,0.024767,0.014133,0.002671,0.002534,0.003188,0.001564,0.006767,0.012604
Age 0-10 Male,0.008502,0.012812,0.001084,0.002314,0.000958,0.001415,-0.006742,0.011475
Age 11-60 All,-0.000196,0.003622,-0.000391,0.000644,0.000342,0.000404,-0.004034,0.003133
Age 11-60 Female,0.000776,0.004706,0.000323,0.000835,-0.000142,0.000527,-0.001980,0.004066
Age 11-60 Male,-0.001291,0.004953,-0.001196,0.000882,0.000876,0.000551,-0.006347,0.004290
Age 60+All,-0.000578,0.005668,-0.001053,0.000994,0.000962,0.000639,-0.008948,0.004745
Age 60+ Female,-0.001195,0.005965,-0.001119,0.001046,0.000882,0.000672,-0.007321,0.004978
Age 60+ Male,0.000402,0.006378,-0.000944,0.001118,0.001085,0.000719,-0.011413,0.005367
All: LAG 12,0.000011,0.004184,-0.000578,0.000741,0.000582,0.000467,-0.009762,0.003541
Female,-0.000332,0.004564,-0.000727,0.000808,0.000649,0.000510,-0.011330,0.003859
Male,0.000488,0.004587,-0.000377,0.000813,0.000494,0.000512,-0.007653,0.003888
Warm All,0.003733,0.003527,0.000391,0.000763,0.000467,0.000342,-0.003170,0.003776
Warm Female,0.004009,0.003937,0.000046,0.000849,0.000690,0.000382,-0.002964,0.004207
Warm Male,0.003435,0.003916,0.000872,0.000849,0.000177,0.000379,-0.003432,0.004202
Cold All,-0.002232,0.005036,-0.000826,0.000738,0.001210,0.000751,-0.014066,0.003407
Cold Female,-0.002696,0.005403,-0.000805,0.000791,0.000968,0.000806,-0.016861,0.003651
Cold Male,-0.001598,0.005469,-0.000852,0.000802,0.001535,0.000814,-0.010324,0.003708
Age 0-10 All,0.018708,0.009820,0.002434,0.001759,0.002025,0.001089,-0.003926,0.008730
Age 0-10 Female,0.019589,0.014199,0.000567,0.002524,0.004051,0.001584,-0.004703,0.012610
Age 0-10 Male,0.018013,0.012733,0.004019,0.002295,0.000404,0.001406,-0.003533,0.011325
Age 11-60 All,0.002519,0.003626,0.000675,0.000646,-0.000064,0.000404,-0.002664,0.003117
Age 11-60 Female,0.003033,0.004712,0.000803,0.000837,-0.000080,0.000526,-0.004653,0.004059
Age 11-60 Male,0.001933,0.004962,0.000527,0.000885,-0.000046,0.000551,-0.000448,0.004257
Age 60+All,-0.002483,0.005682,-0.001422,0.001002,0.000846,0.000635,-0.013804,0.004759
Age 60+ Female,-0.002802,0.005977,-0.001493,0.001055,0.000842,0.000668,-0.014672,0.005004
Age 60+ Male,-0.001960,0.006403,-0.001308,0.001129,0.000855,0.000716,-0.012460,0.005368
All: LAG 13,-0.006248,0.004144,-0.002128,0.000732,0.000680,0.000466,-0.011622,0.003492
Female,-0.008062,0.004520,-0.002573,0.000799,0.000695,0.000509,-0.012023,0.003797
Male,-0.003770,0.004543,-0.001529,0.000802,0.000667,0.000511,-0.011041,0.003848
Warm All,0.001098,0.003505,-0.000286,0.000747,0.000358,0.000346,-0.010983,0.003727
Warm Female,-0.000329,0.003909,-0.001181,0.000832,0.000578,0.000386,-0.009967,0.004141
Warm Male,0.003116,0.003891,0.000940,0.000831,0.000074,0.000383,-0.012253,0.004160
Cold All,-0.011272,0.004950,-0.002744,0.000731,0.002192,0.000719,-0.011949,0.003368
Cold Female,-0.013165,0.005316,-0.002831,0.000786,0.001619,0.000771,-0.013491,0.003604
Cold Male,-0.008773,0.005381,-0.002632,0.000794,0.002964,0.000784,-0.009878,0.003680
Age 0-10 All,-0.012932,0.009894,-0.003168,0.001775,0.000058,0.001090,-0.020740,0.008845
Age 0-10 Female,-0.016975,0.014278,-0.005233,0.002542,0.001167,0.001579,-0.015803,0.012699
Age 0-10 Male,-0.009603,0.012835,-0.001445,0.002317,-0.000816,0.001410,-0.025049,0.011527
Age 11-60 All,-0.000314,0.003615,-0.000436,0.000641,0.000369,0.000405,-0.005785,0.003091
Age 11-60 Female,-0.001732,0.004697,-0.000522,0.000832,0.000121,0.000527,-0.007419,0.004017
Age 11-60 Male,0.001263,0.004932,-0.000347,0.000875,0.000650,0.000551,-0.003942,0.004216
Age 60+All,-0.008919,0.005610,-0.002942,0.000989,0.000894,0.000634,-0.014153,0.004681
Age 60+ Female,-0.010537,0.005901,-0.003391,0.001042,0.000949,0.000666,-0.014006,0.004908
Age 60+ Male,-0.006394,0.006323,-0.002258,0.001112,0.000817,0.000716,-0.014337,0.005304
All: LAG 14,-0.011765,0.004112,-0.002855,0.000722,0.000125,0.000470,-0.007570,0.003478
Female,-0.015557,0.004484,-0.003463,0.000787,-0.000164,0.000513,-0.008126,0.003781
Male,-0.006698,0.004515,-0.002041,0.000794,0.000508,0.000515,-0.006805,0.003836
Warm All,-0.006467,0.003489,-0.002698,0.000732,0.000315,0.000351,-0.010171,0.003685
Warm Female,-0.010853,0.003893,-0.003635,0.000815,0.000022,0.000392,-0.012692,0.004105
Warm Male,-0.000600,0.003877,-0.001438,0.000815,0.000703,0.000388,-0.006729,0.004106
Cold All,-0.015196,0.004869,-0.002454,0.000721,-0.000142,0.000711,-0.006168,0.003362
Cold Female,-0.017777,0.005222,-0.002786,0.000774,-0.000372,0.000761,-0.005728,0.003592
Cold Male,-0.011765,0.005305,-0.002013,0.000786,0.000166,0.000777,-0.006782,0.003683
Age 0-10 All,-0.008329,0.009900,-0.001865,0.001772,-0.000134,0.001095,-0.024543,0.008714
Age 0-10 Female,-0.016141,0.014215,-0.003659,0.002529,-0.000175,0.001576,-0.027913,0.012570
Age 0-10 Male,-0.001756,0.012893,-0.000334,0.002319,-0.000087,0.001423,-0.021719,0.011319
Age 11-60 All,-0.007632,0.003611,-0.002144,0.000637,0.000369,0.000408,-0.006331,0.003101
Age 11-60 Female,-0.013493,0.004684,-0.002724,0.000826,-0.000442,0.000529,-0.005469,0.004031
Age 11-60 Male,-0.001080,0.004936,-0.001493,0.000872,0.001273,0.000557,-0.007280,0.004232
Age 60+All,-0.013977,0.005550,-0.003262,0.000972,0.000031,0.000639,-0.007383,0.004647
Age 60+ Female,-0.016338,0.005843,-0.003774,0.001024,-0.000010,0.000673,-0.008571,0.004872
Age 60+ Male,-0.010393,0.006251,-0.002486,0.001094,0.000093,0.000719,-0.005538,0.005268
