G00-G99,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Male,-0.021658919,0.008045463,-0.03155787,0.07314087,-0.00184408,0.000945952,-0.002051422,0.001002468
Warm All,-0.013890996,0.005766865,-0.05674673,0.05298386,-0.000243615,0.000728056,-0.001775549,0.000715254
Warm Female,0.00023566,0.00695708,-0.03517644,0.06393869,0.001120665,0.000880638,-0.000572876,0.000860972
Warm Male,-0.03579735,0.008276244,-0.09004866,0.07604644,-0.002324089,0.001039628,-0.003654546,0.001031314
Cold All,-0.001290352,0.006101453,0.02773792,0.05402463,-0.000297183,0.000657069,-9.14405E-06,0.000770061
Cold Female,0.001330689,0.007470734,0.02681205,0.06571063,0.000451837,0.000804954,0.000339938,0.000941668
Cold Male,-0.00504785,0.008636316,0.02930599,0.07720501,-0.001365584,0.00092917,-0.000504958,0.001091835
Age 0-10 All,0.003366336,0.027873156,-0.05486982,0.25923307,-0.000894486,0.003262042,0.001339003,0.003466413
Age 0-10 Female,0.0261803,0.03744035,0.2127231,0.3525001,-0.001809428,0.004433267,0.001524271,0.004626705
Age 0-10 Male,-0.01543401,0.03659073,-0.2442206,0.3365499,-0.000388043,0.004240592,0.001262877,0.004572059
Age 11-60 All,-0.007972744,0.006259674,-0.02757423,0.05665875,-2.45515E-05,0.000738249,-0.001234519,0.000778423
Age 11-60 Female,-0.0006596,0.007941896,-0.03328161,0.07168432,0.001516002,0.000939902,-0.000735785,0.000985524
Age 11-60 Male,-0.019925397,0.009851823,-0.01747928,0.08957026,-0.00248894,0.001153777,-0.002050847,0.001229823
Age 60+All,-0.007866196,0.009230376,0.01529624,0.08363063,-0.000689595,0.0010995,-0.000102589,0.001140878
Age 60+ Female,0.00585697,0.01212631,0.05116863,0.10989088,-0.000629931,0.001450058,0.001676818,0.001494793
Age 60+ Male,-0.02594105,0.01372345,-0.03161473,0.12436318,-0.000781015,0.001627072,-0.002461102,0.001701839
All: LAG 14,-0.013912993,0.005377039,-0.06848092,0.04861855,0.000178592,0.000639204,-0.001288646,0.0006666
Female,-0.010123305,0.006721466,-0.06784501,0.06077007,0.000785888,0.000802082,-0.001334449,0.000832694
Male,-0.019710065,0.008046042,-0.06976681,0.07268951,-0.000717652,0.000949502,-0.001233341,0.000997934
Warm All,-0.008287575,0.005740484,-0.09927781,0.05254008,0.001034048,0.000732116,-0.000850905,0.000708719
Warm Female,-0.003260841,0.006906376,-0.10108713,0.06327301,0.002101342,0.000884025,-0.000693676,0.000852274
Warm Male,-0.01629698,0.00826069,-0.0975974,0.07552067,-0.000594066,0.001046791,-0.001111405,0.001020703
Cold All,-0.023815963,0.006121253,-0.0372846,0.05425184,-0.000811254,0.000657531,-0.002370881,0.000773935
Cold Female,-0.022224581,0.007504959,-0.03779066,0.06635596,-0.000690015,0.000805736,-0.002732823,0.000948834
Cold Male,-0.026105813,0.008658929,-0.03665726,0.07683669,-0.000988126,0.00092867,-0.001862837,0.001094014
Age 0-10 All,-0.004199532,0.028041463,-0.04485462,0.25486862,-0.000105816,0.003247157,-0.001272283,0.003506779
Age 0-10 Female,-0.006747853,0.038096796,0.2283824,0.3536859,0.002934619,0.004380956,-0.00305,0.004783768
Age 0-10 Male,-0.002461294,0.036499133,-0.2478094,0.3256728,-0.002704806,0.004245996,0.000147846,0.004551934
Age 11-60 All,-0.012209309,0.006253165,-0.05614915,0.0563601,-0.000120089,0.000741701,-0.001126284,0.000775338
Age 11-60 Female,-0.008320811,0.007927442,-0.07734769,0.07139104,0.000770003,0.000944266,-0.001209379,0.000982638
Age 11-60 Male,-0.018627463,0.009858438,-0.02169303,0.08890289,-0.001530767,0.001159741,-0.001003004,0.001222428
Age 60+All,-0.018640311,0.009204501,-0.09838499,0.08365437,0.000856877,0.001100279,-0.001646492,0.001139086
Age 60+ Female,-0.01449153,0.01208295,-0.06644074,0.10998843,0.000637031,0.001451768,-0.001471873,0.001493807
Age 60+ Male,-0.02411373,0.01370695,-0.139821,0.1242714,0.001131131,0.001626635,-0.000621,0.000818
Air Pollutant:,AQHIX,,NO2,,O3H8,,SO2,
All: LAG 0,0.009203193,0.003590615,0.002373081,0.000628729,-0.000243855,0.00040921,-0.004457051,0.003386188
Female,0.008767066,0.004497132,0.002111623,0.000788253,-7.07627E-05,0.000513416,-0.009112566,0.004243746
Male,0.009849051,0.00538236,0.002766346,0.000942164,-0.00050432,0.000611116,0.002506364,0.005063628
Warm All,0.00720714,0.003926633,0.002483729,0.000689516,-0.000842396,0.000449616,-0.005024772,0.003165518
Warm Female,0.004203184,0.004740381,0.001813291,0.000834679,-0.000870831,0.000542952,-0.009903058,0.003839934
Warm Male,0.01187632,0.00563013,0.003513225,0.000985936,-0.00079457,0.000644799,0.002392683,0.004503089
Cold All,0.012634762,0.00397213,0.002294448,0.000690335,0.000616441,0.000444896,-0.00041763,0.005713916
Cold Female,0.01747371,0.004855915,0.002819486,0.000842463,0.001220544,0.00054642,-0.002079565,0.006985067
Cold Male,0.005729619,0.005675295,0.001539587,0.000989421,-0.00022902,0.000630848,0.001952012,0.008160393
Age 0-10 All,-0.008513021,0.01890969,-0.001110489,0.003304983,-0.00087256,0.00215119,-0.0271677,0.01850247
Age 0-10 Female,-0.02146727,0.02578496,-0.001118421,0.004532765,-0.003940175,0.002908357,-0.04749044,0.02572663
Age 0-10 Male,0.002963545,0.024471711,-0.000982708,0.004255952,0.001812063,0.00280665,-0.01065126,0.023572
Age 11-60 All,0.00821781,0.004172128,0.002119987,0.00073093,-0.000218006,0.000474276,-0.002031852,0.003927951
Age 11-60 Female,0.007997708,0.005301551,0.001687382,0.000928541,0.000183229,0.000604605,-0.007177662,0.004992447
Age 11-60 Male,0.008591691,0.006587231,0.002834643,0.001155538,-0.000861981,0.00074425,0.006344657,0.006192013
Age 60+All,0.01308871,0.00617567,0.003262321,0.001082024,-0.000230891,0.000707006,-0.007698629,0.005820788
Age 60+ Female,0.012982608,0.008115342,0.003371329,0.001426216,-0.00035168,0.000929092,-0.010891271,0.007668453
Age 60+ Male,0.013228126,0.009208445,0.003108009,0.001608197,-5.92936E-05,0.00105323,-0.003384422,0.008643103
All: LAG 1,0.004621797,0.003607363,0.001011904,0.000632642,7.16102E-05,0.000411723,-0.001157741,0.00340632
Female,0.007237856,0.004519846,0.001497412,0.000793047,0.000204917,0.000516264,-0.001027642,0.004252726
Male,0.00068194,0.005387395,0.000280749,0.000944218,-0.000126396,0.000614147,-0.001404212,0.005114806
Warm All,-0.000540163,0.003933455,1.52189E-05,0.000696305,-0.000138598,0.000449989,-0.002301767,0.003190067
Warm Female,0.000333383,0.004751099,0.000198575,0.000841792,-0.000113307,0.000543727,-0.003136413,0.003852463
Warm Male,-0.001942425,0.005633675,-0.000278719,0.000995853,-0.000177934,0.000644176,-0.001055472,0.004570816
Cold All,0.012214504,0.004015468,0.002432981,0.000691444,0.000326114,0.000452755,0.006257913,0.005734215
Cold Female,0.018702798,0.004918673,0.003545991,0.000846482,0.000690173,0.000555233,0.011778206,0.007037126
Cold Male,0.003128724,0.005697009,0.000870109,0.000982491,-0.000183501,0.000640996,-0.001446663,0.008112237
Age 0-10 All,-0.003064997,0.018905675,-0.000988644,0.003314514,0.000276423,0.002150879,-0.02610909,0.01871906
Age 0-10 Female,-0.007540218,0.025833525,-0.001118264,0.004545667,-0.00069132,0.002909385,-0.05437597,0.02667176
Age 0-10 Male,0.000297179,0.024405039,-0.000934153,0.004266629,0.001079118,0.002799873,-0.00539026,0.02343814
Age 11-60 All,0.004027563,0.004187426,0.000942429,0.000734648,-6.44963E-06,0.000477012,0.001705031,0.003947156
Age 11-60 Female,0.007406202,0.00533032,0.001396624,0.0009354,0.000344371,0.000607839,0.000176953,0.005007723
Age 11-60 Male,-0.00140623,0.006578138,0.000209038,0.001153813,-0.000564449,0.000748077,0.004155495,0.006234149
Age 60+All,0.006670734,0.006202531,0.00135996,0.001087032,0.000222612,0.000710844,-0.005135836,0.005851653
Age 60+ Female,0.007999983,0.008158105,0.001943989,0.001430983,-6.04041E-05,0.00093582,-0.000422958,0.007651798
Age 60+ Male,0.004736389,0.009235327,0.000554476,0.00161691,0.000591281,0.001056759,-0.011680258,0.008782329
All: LAG 2,-0.005157039,0.003627705,-0.000282886,0.000634702,-0.000954804,0.000412885,-0.007155964,0.003398032
Female,-0.001224062,0.004545223,0.00053537,0.000795313,-0.000861359,0.000518718,-0.002313249,0.004235837
Male,-0.011031404,0.005417827,-0.001500397,0.000947151,-0.001093469,0.00061474,-0.014533669,0.005116307
Warm All,-0.012824908,0.003927376,-0.001513272,0.000692445,-0.001566912,0.000449683,-0.008221271,0.003161771
Warm Female,-0.010055091,0.004746614,-0.000690262,0.000837616,-0.001756957,0.000543594,-0.004600344,0.00381202
Warm Male,-0.017106483,0.005637825,-0.002772951,0.000990929,-0.001276683,0.000645251,-0.013836567,0.004550245
Cold All,0.006731487,0.00404106,0.001513333,0.000696324,2.36879E-06,0.000453378,-0.000615996,0.005738674
Cold Female,0.013296502,0.004959193,0.002435899,0.000853502,0.000584635,0.000558916,0.01004956,0.00705843
Cold Male,-0.00250813,0.005736094,0.000210766,0.000990729,-0.000806309,0.00063956,-0.015439724,0.008118224
Age 0-10 All,0.009480107,0.018947887,0.001774906,0.00331294,0.000430651,0.00216918,0.02962662,0.01787675
Age 0-10 Female,-0.04308282,0.02622434,-0.00730052,0.004592565,-0.002728322,0.002953384,-0.01475798,0.02501884
Age 0-10 Male,0.05205183,0.02421447,0.009160429,0.004232714,0.003084,0.002808015,0.065511382,0.022733947
Age 11-60 All,-0.008533258,0.004213892,-0.001048856,0.000737969,-0.000963007,0.000478608,-0.00868135,0.003958479
Age 11-60 Female,-8.83975E-05,0.005355577,0.000243911,0.000938248,-0.000272526,0.000610263,-0.002416921,0.004998944
Age 11-60 Male,-0.022232803,0.006627973,-0.003137926,0.00115965,-0.00206584,0.000749392,-0.019089317,0.006296364
Age 60+All,0.000835299,0.006234651,0.00118153,0.001088215,-0.001059581,0.000713418,-0.00734338,0.005804391
Age 60+ Female,-0.000680638,0.008205157,0.001811996,0.001431567,-0.002111812,0.000941555,-0.001189524,0.007604351
Age 60+ Male,0.002706774,0.009266241,0.000315319,0.00161816,0.000316371,0.001056185,-0.015776625,0.008679897
All: LAG 3,-0.01091249,0.003629319,-0.001498069,0.000634451,-0.001073483,0.000413782,-0.008363077,0.003379471
Female,-0.009015943,0.004553661,-0.001115637,0.000794843,-0.001012273,0.000519617,-0.008287501,0.004219046
Male,-0.013780563,0.005410017,-0.002073184,0.000947297,-0.001172506,0.000615787,-0.008509095,0.005073073
Warm All,-0.014730553,0.003921543,-0.002298407,0.000688552,-0.001192673,0.000450681,-0.009921595,0.00313153
Warm Female,-0.011521333,0.004744597,-0.001655175,0.000831893,-0.001080547,0.000545644,-0.009813262,0.003782279
Warm Male,-0.019755841,0.005622605,-0.003305676,0.000988519,-0.001372387,0.000644568,-0.010112838,0.004494623
Cold All,-0.004966561,0.004050711,-0.000329791,0.000700833,-0.000830999,0.00045526,-0.004244434,0.005781221
Cold Female,-0.004687213,0.00496317,-0.000311967,0.000857089,-0.000778414,0.000557744,-0.005273195,0.007067505
Cold Male,-0.005416895,0.005718227,-0.000358513,0.000991712,-0.000915248,0.000643022,-0.002803441,0.008185078
Age 0-10 All,-0.003451059,0.018792291,-0.001169551,0.003249121,0.000404583,0.00216846,-0.001279538,0.017701075
Age 0-10 Female,-0.009142834,0.025508426,-0.002453601,0.004458569,0.000347272,0.002908175,-0.03665011,0.02437347
Age 0-10 Male,0.002318526,0.024418317,4.95247E-05,0.004184978,0.000495155,0.002847855,0.02923926,0.02275891
Age 11-60 All,-0.013473367,0.004211907,-0.001804658,0.000737509,-0.001372675,0.000479138,-0.008845575,0.00393575
Age 11-60 Female,-0.010959648,0.005362361,-0.00146274,0.00093656,-0.001115946,0.000611547,-0.006805363,0.004977479
Age 11-60 Male,-0.017624854,0.006621846,-0.002368744,0.001163237,-0.001798326,0.000750118,-0.01229231,0.006249276
Age 60+All,-0.006060481,0.006233581,-0.000865268,0.001086827,-0.000558704,0.000713052,-0.008035273,0.005755115
Age 60+ Female,-0.004304919,0.008222712,-0.000186967,0.001432841,-0.000854503,0.0009399,-0.009561817,0.00757355
Age 60+ Male,-0.008525922,0.009230395,-0.001779712,0.001610254,-0.000184057,0.00105682,-0.005991375,0.008551153
All: LAG 4,-0.004325345,0.003643336,-0.000845373,0.000639607,-0.000167302,0.00041249,-0.007473796,0.003356852
Female,0.001989849,0.004560227,-6.31629E-06,0.00079993,0.000493167,0.000516826,-0.005705299,0.004197764
Male,-0.013807287,0.005439166,-0.002112587,0.000956334,-0.00115169,0.000614766,-0.010156238,0.005025077
Warm All,-0.00778499,0.003945207,-0.001383183,0.000694872,-0.000456441,0.000450164,-0.00519419,0.003110691
Warm Female,-0.00282387,0.004764645,-0.000917342,0.00083874,0.000277128,0.000543414,-0.004005914,0.003767945
Warm Male,-0.015490517,0.00565997,-0.002111772,0.000997732,-0.001593151,0.00064568,-0.007016131,0.004441405
Cold All,0.001055324,0.004052665,1.21138E-05,0.000705424,0.000232206,0.000452653,-0.021718157,0.005764914
Cold Female,0.009354579,0.004956269,0.001401865,0.00086101,0.00075901,0.000555146,-0.016308869,0.007061105
Cold Male,-0.01078817,0.005741828,-0.001994706,0.001002408,-0.000505695,0.000639206,-0.02941417,0.008176221
Age 0-10 All,-0.02267829,0.0188785,-0.003341537,0.003288564,-0.001971017,0.002149588,-0.03300609,0.01808807
Age 0-10 Female,-0.01352792,0.02545139,-0.001400633,0.004476803,-0.001803638,0.002879737,-0.06320222,0.02563611
Age 0-10 Male,-0.0306824,0.02469048,-0.00502872,0.004266007,-0.002064331,0.002825946,-0.01049055,0.02274463
Age 11-60 All,-0.004728107,0.004230134,-0.000976416,0.000743441,-0.000131566,0.000478266,-0.008097727,0.003906935
Age 11-60 Female,-0.00151593,0.005378782,-0.000823074,0.000943435,0.000489337,0.000609203,-0.004732323,0.004943709
Age 11-60 Male,-0.009950446,0.006644597,-0.001231742,0.001171763,-0.001127487,0.000748758,-0.013691819,0.006191127
Age 60+All,-0.001558406,0.006250623,-0.000296969,0.001095582,-6.57641E-05,0.000709338,-0.003815673,0.005712561
Age 60+ Female,0.01154298,0.008196,0.002034669,0.001437492,0.000694955,0.00093077,-0.00399023,0.007529718
Age 60+ Male,-0.019263754,0.009316441,-0.003435659,0.001631516,-0.001094022,0.001056928,-0.003638052,0.008462919
All: LAG 5,-0.001909864,0.003650724,-0.000705368,0.000644247,0.000261984,0.000411103,-0.006443405,0.003336158
Female,-0.002347956,0.004568949,-0.000731449,0.000806331,0.000184786,0.000514496,-0.000277457,0.004154547
Male,-0.001259636,0.005451571,-0.000667395,0.000962138,0.00037738,0.000613913,-0.015876938,0.005020703
Warm All,-0.007125493,0.003966179,-0.001746801,0.000703211,5.15004E-05,0.000447412,-0.007314117,0.003089025
Warm Female,-0.009023574,0.004792312,-0.00217231,0.000850547,2.78179E-05,0.000539376,3.81226E-05,0.00372402
Warm Male,-0.004211029,0.00567807,-0.001093714,0.001005541,8.5447E-05,0.000642291,-0.01868164,0.004435578
Cold All,0.005377026,0.004044557,0.000714194,0.000705908,0.000549797,0.000453664,-0.006434763,0.005751609
Cold Female,0.007309671,0.004935534,0.001309674,0.000859738,0.000386588,0.000555411,-0.004914111,0.007019034
Cold Male,0.002621243,0.005747616,-0.000144241,0.001005778,0.000781708,0.000641718,-0.008574391,0.008175699
Age 0-10 All,0.02136976,0.01906076,0.002710374,0.003335509,0.002291671,0.002152901,-0.02736313,0.01832173
Age 0-10 Female,0.02216052,0.0258206,0.000857783,0.004530587,0.004412412,0.002907046,-0.02999784,0.02495972
Age 0-10 Male,0.02115898,0.02481711,0.004291982,0.004334047,0.000566264,0.002809156,-0.02485153,0.02375137
Age 11-60 All,-0.007882149,0.004231374,-0.001927065,0.000747126,7.10929E-05,0.000476072,-0.008239434,0.003878502
Age 11-60 Female,-0.010843599,0.005378768,-0.002392056,0.000949386,-0.000164154,0.000606229,-0.002058428,0.004906154
Age 11-60 Male,-0.003047464,0.006657173,-0.001168944,0.001176807,0.000454815,0.000746603,-0.018478408,0.006153676
Age 60+All,0.008871497,0.006269296,0.001612281,0.001105375,0.000490676,0.000707903,-0.00075729,0.005672968
Age 60+ Female,0.015885356,0.008241597,0.003074516,0.001454044,0.000685519,0.000927227,0.005935245,0.007414854
Age 60+ Male,-0.000550929,0.009304313,-0.00034629,0.001639115,0.000225998,0.001055753,-0.00989818,0.008483619
All: LAG 6,0.00243318,0.003625251,6.79295E-06,0.000638883,0.000582597,0.000411034,0.001869186,0.003270418
Female,0.003101243,0.004544159,0.000402076,0.000801269,0.000338007,0.000515324,0.006833056,0.004079333
Male,0.001439059,0.005403394,-0.000579962,0.000951333,0.000947423,0.000612498,-0.005639078,0.004907506
Warm All,-0.002762956,0.00393342,-0.000897511,0.000697145,0.000247891,0.000446815,0.002243253,0.00300916
Warm Female,-0.003814635,0.004757902,-0.000989747,0.000844803,8.84024E-05,0.000539396,0.007090689,0.003634476
Warm Male,-0.001100027,0.005628065,-0.000749152,0.0009951,0.000498807,0.000640978,-0.005165929,0.004311468
Cold All,0.009860519,0.00401879,0.001256407,0.000699432,0.001050041,0.000453684,-0.001865178,0.005738632
Cold Female,0.012180595,0.004913776,0.002226311,0.000854049,0.000585532,0.000556538,0.001084445,0.007014804
Cold Male,0.006571013,0.005694756,-0.000133051,0.000992485,0.001709719,0.000639784,-0.006086405,0.008132951
Age 0-10 All,-0.001687639,0.018870386,-0.000105039,0.003276969,-0.000305284,0.002143393,-0.02825075,0.01775751
Age 0-10 Female,-0.007158229,0.02547658,0.000366266,0.004440806,-0.002121757,0.002892432,-0.0226716,0.02432443
Age 0-10 Male,0.003072658,0.024673296,-0.000576852,0.004270837,0.001354761,0.002806213,-0.0323945,0.02295947
Age 11-60 All,-0.001359639,0.004207543,-0.00038148,0.000741676,5.88781E-05,0.000476614,0.002773803,0.003796387
Age 11-60 Female,-0.002336045,0.005352306,-0.000523739,0.000943436,-3.09579E-05,0.000606852,0.006183587,0.004813213
Age 11-60 Male,0.000211069,0.006603361,-0.000153898,0.001164106,0.000203983,0.000746847,-0.00279975,0.005989135
Age 60+All,0.01132431,0.00622509,0.00090732,0.001098189,0.001827729,0.000707148,0.002833435,0.005591339
Age 60+ Female,0.016933369,0.008198812,0.002627843,0.001448417,0.0014199,0.000930173,0.010636722,0.007301412
Age 60+ Male,0.003785592,0.009231368,-0.001373458,0.001624711,0.002370695,0.001051081,-0.007790415,0.008383143
All: LAG 7,0.00481958,0.003599345,0.000657289,0.000632045,0.000485582,0.000411635,0.006009995,0.003260091
Female,0.003570422,0.004507319,0.000694498,0.000791356,0.000141704,0.000516191,0.006750486,0.004072779
Male,0.006682355,0.005367778,0.00060128,0.000942646,0.000995401,0.000612509,0.004894648,0.004880095
Warm All,-4.66826E-05,0.003894526,-0.000178841,0.000688454,0.000166601,0.000446798,0.005568125,0.002988988
Warm Female,0.000117313,0.004706514,4.88683E-05,0.000832756,-2.66505E-05,0.000539923,0.006951531,0.003619678
Warm Male,-0.000285867,0.00558271,-0.000528064,0.000985549,0.000467753,0.00064048,0.003460767,0.004271483
Cold All,0.012848504,0.004000448,0.001931679,0.000692928,0.001051076,0.00045455,0.005569158,0.00576505
Cold Female,0.009515654,0.004897163,0.001716423,0.000846554,0.00046857,0.000558016,0.002767236,0.007051539
Cold Male,0.017561448,0.005659971,0.002238137,0.000982905,0.001862553,0.000639999,0.009457448,0.00815675
Age 0-10 All,0.008821707,0.018731916,0.000378575,0.00326502,0.001754402,0.002134994,0.01410586,0.01742068
Age 0-10 Female,-0.01665623,0.02548305,-0.005289775,0.0044906,0.001525783,0.002887049,-0.01687681,0.02438611
Age 0-10 Male,0.03036983,0.0243304,0.004969563,0.004202136,0.001985698,0.002785997,0.03772451,0.02209819
Age 11-60 All,0.004646968,0.004181664,0.000837464,0.00073447,0.000245923,0.000477327,0.007489164,0.003791769
Age 11-60 Female,0.00516494,0.00531534,0.001109558,0.00093241,8.2096E-05,0.000608432,0.009737047,0.004803906
Age 11-60 Male,0.003824497,0.006573235,0.000398859,0.001156805,0.000506594,0.000746835,0.003778347,0.005993847
Age 60+All,0.004980506,0.006161472,0.000318471,0.001081909,0.000904801,0.000707781,0.002292365,0.005553885
Age 60+ Female,0.001532592,0.008097703,0.000192893,0.001424125,0.000191733,0.00092927,0.001619849,0.00728255
Age 60+ Male,0.00956859,0.009152221,0.00047078,0.001603696,0.001872821,0.001052741,0.003245247,0.008276246
All: LAG 8,0.004167628,0.003616219,0.000701055,0.000638517,0.00028489,0.000409716,0.00156837,0.003268388
Female,0.003571471,0.00453352,0.00082115,0.000800391,2.1234E-05,0.000513924,0.003179504,0.004076096
Male,0.005023486,0.005374082,0.000514815,0.000949016,0.000676408,0.000608276,-0.000892802,0.004893975
Warm All,0.002427736,0.003931725,0.000828356,0.000698381,-0.000268186,0.000447498,0.003754775,0.002992195
Warm Female,0.004368684,0.004754868,0.001474086,0.000844602,-0.000451779,0.000541402,0.006242091,0.003614028
Warm Male,-0.000536269,0.005612306,-0.000162498,0.000996772,1.79435E-05,0.000638557,-9.18264E-05,0.00428027
Cold All,0.008315793,0.00397228,0.000741225,0.000693913,0.001224782,0.000446094,-0.012859667,0.005754721
Cold Female,0.004117503,0.004873655,0.000121169,0.000850623,0.000872458,0.000547691,-0.01560447,0.00705127
Cold Male,0.014156275,0.005614428,0.001597289,0.000981513,0.001722583,0.000630321,-0.008976481,0.008149135
Age 0-10 All,-0.02038888,0.01874822,-0.004980732,0.003310542,0.000178951,0.002115628,0.003169713,0.017304621
Age 0-10 Female,-0.05464616,0.02556262,-0.011905003,0.00454011,-0.001046038,0.002874275,-0.0338947,0.02455938
Age 0-10 Male,0.009051751,0.024335811,0.000833066,0.004276097,0.001278144,0.002754034,0.03056746,0.02169937
Age 11-60 All,0.003381151,0.004196163,0.000781992,0.000741253,1.26168E-05,0.000474468,-0.00132551,0.00380014
Age 11-60 Female,0.004534339,0.005347567,0.001218083,0.000944196,-0.000151561,0.0006053,0.001940243,0.00481294
Age 11-60 Male,0.001504712,0.00655652,7.20033E-05,0.001159153,0.000277642,0.000740023,-0.006676977,0.005995573
Age 60+All,0.008381516,0.006204531,0.001098048,0.001094355,0.000902526,0.00070622,0.007706281,0.005571156
Age 60+ Female,0.006144083,0.008151423,0.000934618,0.001437986,0.000525629,0.000927741,0.008671629,0.007276258
Age 60+ Male,0.011350417,0.009210774,0.001321889,0.001624012,0.001395103,0.001048485,0.006260604,0.008339666
All: LAG 9,0.002878601,0.003634083,0.000650946,0.000641389,2.28014E-05,0.000411156,0.001766585,0.003237547
Female,0.004603883,0.004554024,0.000943252,0.00080472,0.000144915,0.000515896,0.005254185,0.004037455
Male,0.000284387,0.005405618,0.000213806,0.000952397,-0.000159343,0.000610426,-0.003487523,0.004850033
Warm All,0.002378813,0.003967521,0.000999732,0.000702894,-0.000455427,0.000451449,0.003384243,0.002967915
Warm Female,0.004245117,0.004799601,0.001223636,0.000852081,-0.000222242,0.000546442,0.006451841,0.003583475
Warm Male,-0.000484043,0.005661162,0.000658039,0.000999776,-0.000810572,0.000643867,-0.001289052,0.004247426
Cold All,0.003671259,0.003980524,0.000207859,0.000697717,0.000658273,0.000445939,-0.007950837,0.005711098
Cold Female,0.004911597,0.004871705,0.000558938,0.000853656,0.00059847,0.000547175,-0.001510192,0.007025662
Cold Male,0.001845232,0.005634374,-0.000301126,0.00098802,0.000736908,0.000629099,-0.01681638,0.008026928
Age 0-10 All,0.01434998,0.01884198,0.002048909,0.003322953,0.00132668,0.002125716,-0.02892255,0.01728517
Age 0-10 Female,0.003331254,0.025661614,-0.001545904,0.004553562,0.002269245,0.002852948,-0.01119915,0.02319808
Age 0-10 Male,0.02422988,0.02447553,0.00511978,0.00429385,0.000525804,0.00280101,-0.04399403,0.02273675
Age 11-60 All,0.002786498,0.004215056,0.000672669,0.000744429,-1.78696E-05,0.000476139,0.000464094,0.003760672
Age 11-60 Female,0.003134772,0.005363658,0.000808682,0.000948528,-6.46047E-05,0.000606928,0.002513376,0.004764223
Age 11-60 Male,0.002230839,0.006600049,0.000458557,0.001163324,5.45898E-05,0.000743429,-0.002849893,0.005930246
Age 60+All,0.001952884,0.006249102,0.00046994,0.001101406,-2.07862E-05,0.000709604,0.007524712,0.005532795
Age 60+ Female,0.008192241,0.008212908,0.001459504,0.001448172,0.00046731,0.000934145,0.013145502,0.007239931
Age 60+ Male,-0.006435082,0.009277408,-0.000844188,0.001634119,-0.000686464,0.001051221,-3.89043E-05,0.008266118
All: LAG 10,-0.000420524,0.003661592,-7.95396E-05,0.000643307,-2.18027E-05,0.000414434,-0.00088701,0.00321941
Female,0.000378515,0.004585178,1.00071E-05,0.000804392,8.54034E-05,0.000519718,0.001275512,0.004012713
Male,-0.001611486,0.005452389,-0.000210642,0.000960003,-0.000183854,0.000615817,-0.004196852,0.004827428
Warm All,-0.002859904,0.004029682,-0.000156538,0.000704552,-0.000539461,0.000460765,-0.000552251,0.002953538
Warm Female,-0.001400963,0.004865597,-0.000231758,0.00084981,-8.62458E-05,0.000557034,0.002774144,0.003560575
Warm Male,-0.005067405,0.00576238,-3.13224E-05,0.001008921,-0.00123237,0.000657536,-0.005690589,0.00423198
Cold All,0.002955468,0.003976457,5.77118E-05,0.00070247,0.000630452,0.00044269,-0.001695087,0.005691603
Cold Female,0.002829799,0.004865588,0.000403816,0.000857656,0.00025434,0.000542269,-0.004842753,0.006976154
Cold Male,0.003167793,0.005627474,-0.000432188,0.000997143,0.001164285,0.000625631,0.002731951,0.008033765
Age 0-10 All,0.02788092,0.01884813,0.004719045,0.003271616,0.001750331,0.002161293,0.007777414,0.017084695
Age 0-10 Female,-0.01702783,0.02555208,-0.002268558,0.004501361,-0.001805546,0.002875832,0.009568757,0.02317116
Age 0-10 Male,0.06702134,0.02454167,0.010564086,0.004213135,0.004987635,0.002859468,0.007475664,0.022209342
Age 11-60 All,-0.000704072,0.00425201,0.000145169,0.000747848,-0.000318851,0.000480496,-0.002567274,0.003745236
Age 11-60 Female,0.001236638,0.005402873,0.000447689,0.000947841,-0.000155195,0.000612254,-0.00395999,0.004744658
Age 11-60 Male,-0.003882696,0.006667295,-0.000354129,0.001177466,-0.000585918,0.00075022,-0.000269309,0.005901381
Age 60+All,-0.002597615,0.006286343,-0.001049881,0.001103143,0.000457864,0.000712962,0.00198437,0.005489765
Age 60+ Female,-4.80816E-05,0.008261655,-0.000804447,0.001448695,0.000820644,0.000937498,0.012991952,0.007151071
Age 60+ Male,-0.005836607,0.009320066,-0.001346473,0.001637178,-1.85672E-05,0.001056405,-0.013151658,0.008237263
All: LAG 11,-0.003599862,0.003686776,-0.000234991,0.000650704,-0.000622473,0.000413681,-0.001428419,0.00323408
Female,-0.002763094,0.004611521,-0.000127509,0.000813207,-0.000536563,0.000518244,0.0014734,0.004035349
Male,-0.004808021,0.005499383,-0.000390024,0.000971752,-0.000746182,0.000615763,-0.005832874,0.004840459
Warm All,-0.005889335,0.00405702,-0.000547578,0.000713238,-0.000848426,0.000456658,-0.001203093,0.00296589
Warm Female,-0.006355855,0.004887041,-0.000812619,0.000859159,-0.000690774,0.000550368,0.001426342,0.003580667
Warm Male,-0.005111918,0.005824223,-0.000128009,0.001023701,-0.001088267,0.000654985,-0.005210787,0.004241483
Cold All,-0.00056837,0.003992301,0.00018263,0.000707548,-0.000321148,0.000445275,-0.004259222,0.005681802
Cold Female,0.001935867,0.004886931,0.000827385,0.00086454,-0.000381208,0.000546521,-9.70858E-06,0.006966668
