Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Cold Male,-0.022081,0.005237,-0.003725,0.000903,-0.001278,0.000590,-0.017288,0.007388
Age 0-10 All,-0.016168,0.006110,-0.003464,0.001012,0.000169,0.000738,-0.001724,0.005326
Age 0-10 Female,-0.011173,0.008471,-0.002824,0.001401,0.000686,0.001020,0.002438,0.007340
Age 0-10 Male,-0.019986,0.007468,-0.003960,0.001238,-0.000224,0.000902,-0.004897,0.006531
Age 11-60 All,-0.023780,0.004258,-0.004012,0.000751,-0.001578,0.000479,-0.008466,0.003928
Age 11-60 Female,-0.020915,0.005542,-0.003724,0.000974,-0.001176,0.000627,-0.011086,0.005131
Age 11-60 Male,-0.026854,0.005766,-0.004326,0.001022,-0.002000,0.000644,-0.005797,0.005280
Age 60+All,-0.004972,0.007589,0.000112,0.001352,-0.001280,0.000853,-0.014811,0.007062
Age 60+ Female,-0.002614,0.009822,0.000621,0.001742,-0.001234,0.001109,-0.016303,0.009188
Age 60+ Male,-0.008067,0.011461,-0.000564,0.002052,-0.001342,0.001281,-0.012791,0.010598
All: LAG 1,-0.014397,0.003443,-0.002640,0.000594,-0.000657,0.000398,-0.005622,0.003149
Female,-0.014831,0.004401,-0.002753,0.000759,-0.000639,0.000508,-0.010381,0.004040
Male,-0.013953,0.004435,-0.002527,0.000765,-0.000673,0.000512,-0.001003,0.004035
Warm All,-0.016423,0.003523,-0.002727,0.000610,-0.001093,0.000409,-0.006147,0.002813
Warm Female,-0.021524,0.004393,-0.003204,0.000761,-0.001845,0.000509,-0.012854,0.003506
Warm Male,-0.011609,0.004341,-0.002286,0.000751,-0.000369,0.000504,0.000225,0.003457
Cold All,-0.012397,0.004119,-0.002704,0.000704,-0.000027,0.000467,-0.006887,0.005797
Cold Female,-0.004263,0.005076,-0.002114,0.000868,0.001298,0.000576,0.000588,0.007137
Cold Male,-0.020893,0.005253,-0.003320,0.000899,-0.001402,0.000595,-0.014643,0.007395
Age 0-10 All,-0.004027,0.006069,-0.001785,0.001004,0.001268,0.000737,0.007931,0.005319
Age 0-10 Female,-0.004742,0.008401,-0.001779,0.001386,0.001080,0.001023,0.009842,0.007335
Age 0-10 Male,-0.003472,0.007419,-0.001789,0.001231,0.001412,0.000900,0.006490,0.006522
Age 11-60 All,-0.020560,0.004224,-0.003339,0.000742,-0.001476,0.000477,-0.012746,0.003939
Age 11-60 Female,-0.020370,0.005517,-0.003587,0.000966,-0.001160,0.000625,-0.019826,0.005178
Age 11-60 Male,-0.020896,0.005712,-0.003085,0.001007,-0.001827,0.000642,-0.005531,0.005277
Age 60+All,-0.014091,0.007607,-0.002095,0.001354,-0.001247,0.000854,-0.011919,0.007091
Age 60+ Female,-0.012625,0.009851,-0.001690,0.001747,-0.001310,0.001110,-0.015676,0.009123
Age 60+ Male,-0.016053,0.011500,-0.002658,0.002058,-0.001154,0.001284,-0.006610,0.010816
All: LAG 2,-0.005194,0.003447,-0.001137,0.000593,-0.000029,0.000398,-0.003116,0.003136
Female,-0.006017,0.004408,-0.001022,0.000760,-0.000364,0.000508,-0.002835,0.004019
Male,-0.004367,0.004434,-0.001250,0.000762,0.000306,0.000512,-0.003383,0.004023
Warm All,-0.005964,0.003512,-0.001164,0.000606,-0.000201,0.000409,-0.001883,0.002789
Warm Female,-0.011878,0.004370,-0.001720,0.000757,-0.001086,0.000508,-0.003468,0.003468
Warm Male,-0.000288,0.004333,-0.000640,0.000746,0.000664,0.000506,-0.000360,0.003443
Cold All,-0.005171,0.004137,-0.001271,0.000705,0.000146,0.000468,-0.013246,0.005809
Cold Female,0.002986,0.005111,0.000008,0.000871,0.000720,0.000580,-0.002258,0.007182
Cold Male,-0.013543,0.005255,-0.002589,0.000896,-0.000433,0.000593,-0.024593,0.007378
Age 0-10 All,0.003542,0.006073,-0.000142,0.001000,0.001174,0.000741,0.003424,0.005321
Age 0-10 Female,-0.002377,0.008426,-0.001186,0.001387,0.000934,0.001025,0.002850,0.007349
Age 0-10 Male,0.008027,0.007408,0.000644,0.001221,0.001368,0.000906,0.003864,0.006514
Age 11-60 All,-0.011369,0.004228,-0.002268,0.000743,-0.000382,0.000477,-0.006862,0.003920
Age 11-60 Female,-0.012615,0.005521,-0.001991,0.000968,-0.000955,0.000625,-0.007423,0.005134
Age 11-60 Male,-0.010066,0.005705,-0.002570,0.001004,0.000220,0.000641,-0.006313,0.005269
Age 60+All,-0.001398,0.007611,0.000643,0.001348,-0.000990,0.000856,-0.004626,0.007035
Age 60+ Female,0.009962,0.009855,0.002572,0.001740,-0.000240,0.001117,0.002496,0.009088
Age 60+ Male,-0.016877,0.011518,-0.002028,0.002050,-0.001976,0.001284,-0.014421,0.010682
All: LAG 3,0.000793,0.003450,0.000086,0.000596,0.000100,0.000396,-0.000435,0.003108
Female,-0.002571,0.004418,0.000040,0.000763,-0.000684,0.000507,-0.000671,0.003991
Male,0.004096,0.004438,0.000131,0.000768,0.000866,0.000508,-0.000220,0.003988
Warm All,-0.002182,0.003493,-0.000148,0.000607,-0.000391,0.000402,-0.001312,0.002744
Warm Female,-0.008665,0.004354,-0.000733,0.000756,-0.001367,0.000502,-0.001365,0.003417
Warm Male,0.004032,0.004326,0.000416,0.000753,0.000539,0.000497,-0.001255,0.003402
Cold All,0.002952,0.004159,0.000041,0.000708,0.000685,0.000473,-0.003694,0.005855
Cold Female,0.004742,0.005144,0.000888,0.000875,0.000174,0.000585,-0.005724,0.007253
Cold Male,0.001171,0.005274,-0.000830,0.000899,0.001220,0.000598,-0.001600,0.007413
Age 0-10 All,0.010807,0.006088,0.001827,0.001007,0.000535,0.000738,0.007738,0.005224
Age 0-10 Female,0.009618,0.008450,0.002438,0.001393,-0.000626,0.001025,0.007719,0.007254
Age 0-10 Male,0.011698,0.007441,0.001368,0.001235,0.001398,0.000902,0.007754,0.006382
Age 11-60 All,-0.005225,0.004228,-0.000904,0.000745,-0.000325,0.000475,-0.004744,0.003896
Age 11-60 Female,-0.011063,0.005528,-0.001426,0.000970,-0.001179,0.000623,-0.009432,0.005113
Age 11-60 Male,0.000968,0.005704,-0.000337,0.001009,0.000561,0.000637,0.000129,0.005236
Age 60+All,0.001930,0.007622,-0.000431,0.001356,0.000882,0.000850,-0.004311,0.007070
Age 60+ Female,0.006453,0.009866,0.000633,0.001742,0.000896,0.001113,0.013032,0.008996
Age 60+ Male,-0.004350,0.011522,-0.001953,0.002069,0.000860,0.001267,-0.029736,0.010948
All: LAG 4,0.011285,0.003451,0.002145,0.000597,0.000444,0.000396,0.008193,0.003057
Female,0.006115,0.004416,0.001699,0.000765,-0.000342,0.000506,0.006969,0.003931
Male,0.016412,0.004438,0.002588,0.000769,0.001225,0.000510,0.009370,0.003914
Warm All,0.011792,0.003511,0.002268,0.000611,0.000462,0.000406,0.007004,0.002705
Warm Female,0.002605,0.004378,0.000780,0.000763,-0.000203,0.000505,0.005492,0.003380
Warm Male,0.020637,0.004325,0.003692,0.000751,0.001106,0.000502,0.008434,0.003331
Cold All,0.008953,0.004146,0.001750,0.000708,0.000247,0.000469,0.013207,0.005819
Cold Female,0.010449,0.005125,0.002993,0.000873,-0.000757,0.000580,0.013265,0.007191
Cold Male,0.007367,0.005268,0.000454,0.000901,0.001282,0.000595,0.013105,0.007398
Age 0-10 All,0.025128,0.006067,0.004112,0.001006,0.001451,0.000735,0.012071,0.005124
Age 0-10 Female,0.025520,0.008410,0.005076,0.001390,0.000263,0.001019,0.013219,0.007088
Age 0-10 Male,0.024952,0.007438,0.003397,0.001236,0.002351,0.000898,0.011174,0.006284
Age 11-60 All,0.004207,0.004244,0.000930,0.000749,0.000059,0.000477,0.006765,0.003834
Age 11-60 Female,-0.002970,0.005531,-0.000013,0.000974,-0.000695,0.000622,0.003196,0.005024
Age 11-60 Male,0.011852,0.005728,0.001941,0.001014,0.000858,0.000642,0.010479,0.005147
Age 60+All,0.008101,0.007619,0.001926,0.001357,0.000009,0.000853,0.004009,0.007009
Age 60+ Female,0.005639,0.009891,0.001341,0.001757,-0.000005,0.001111,0.008340,0.009067
Age 60+ Male,0.011518,0.011455,0.002763,0.002048,0.000015,0.001277,-0.001943,0.010587
All: LAG 5,0.009149,0.003463,0.001561,0.000600,0.000558,0.000398,0.000340,0.003064
Female,0.005066,0.004420,0.001215,0.000766,-0.000069,0.000507,0.000381,0.003931
Male,0.013177,0.004450,0.001899,0.000770,0.001178,0.000511,0.000302,0.003916
Warm All,0.004543,0.003537,0.000827,0.000615,0.000228,0.000407,-0.001905,0.002713
Warm Female,-0.002970,0.004386,-0.000083,0.000765,-0.000645,0.000504,-0.001423,0.003372
Warm Male,0.011792,0.004363,0.001700,0.000758,0.001071,0.000503,-0.002364,0.003343
Cold All,0.015328,0.004125,0.002563,0.000705,0.000911,0.000470,0.012241,0.005805
Cold Female,0.017670,0.005112,0.003192,0.000875,0.000792,0.000582,0.007823,0.007219
Cold Male,0.012957,0.005221,0.001930,0.000892,0.001032,0.000595,0.016764,0.007319
Age 0-10 All,0.024819,0.006066,0.003931,0.001002,0.001570,0.000736,0.006729,0.005131
Age 0-10 Female,0.026367,0.008433,0.004322,0.001389,0.001456,0.001024,0.011761,0.007080
Age 0-10 Male,0.023715,0.007426,0.003641,0.001229,0.001664,0.000899,0.002924,0.006307
Age 11-60 All,0.004365,0.004256,0.000785,0.000752,0.000244,0.000479,-0.000360,0.003825
Age 11-60 Female,0.000531,0.005524,0.000535,0.000974,-0.000415,0.000622,-0.001380,0.004994
Age 11-60 Male,0.008470,0.005750,0.001058,0.001018,0.000940,0.000645,0.000723,0.005135
Age 60+All,-0.006237,0.007611,-0.001415,0.001365,-0.000074,0.000847,-0.013484,0.007030
Age 60+ Female,-0.012844,0.009870,-0.002164,0.001767,-0.000912,0.001105,-0.015675,0.009181
Age 60+ Male,0.002899,0.011439,-0.000343,0.002056,0.001024,0.001263,-0.010534,0.010474
All: LAG 6,0.002544,0.003450,-0.000039,0.000599,0.000671,0.000396,-0.001692,0.003035
Female,0.001535,0.004392,-0.000403,0.000763,0.000820,0.000504,-0.003712,0.003871
Male,0.003537,0.004440,0.000319,0.000772,0.000524,0.000510,0.000298,0.003899
Warm All,-0.001132,0.003516,-0.000534,0.000613,0.000290,0.000405,-0.002652,0.002676
Warm Female,-0.001993,0.004359,-0.000926,0.000760,0.000509,0.000502,-0.003259,0.003310
Warm Male,-0.000297,0.004341,-0.000155,0.000757,0.000079,0.000501,-0.002027,0.003313
Cold All,0.007185,0.004104,0.000606,0.000707,0.001104,0.000468,0.000240,0.005822
Cold Female,0.006333,0.005075,0.000322,0.000874,0.001203,0.000578,-0.010653,0.007213
Cold Male,0.008083,0.005213,0.000902,0.000897,0.001001,0.000595,0.011394,0.007374
Age 0-10 All,0.013291,0.006065,0.001554,0.001005,0.001596,0.000736,0.008372,0.005082
Age 0-10 Female,0.016225,0.008420,0.002003,0.001392,0.001804,0.001025,0.010147,0.006997
Age 0-10 Male,0.011046,0.007423,0.001202,0.001233,0.001444,0.000900,0.006999,0.006259
Age 11-60 All,-0.003696,0.004231,-0.000993,0.000750,0.000116,0.000476,-0.005203,0.003799
Age 11-60 Female,-0.002738,0.005487,-0.001011,0.000969,0.000377,0.000619,-0.007873,0.004947
Age 11-60 Male,-0.004724,0.005721,-0.000973,0.001018,-0.000161,0.000642,-0.002458,0.005114
Age 60+All,0.002614,0.007526,-0.000454,0.001355,0.001051,0.000839,-0.012846,0.006855
Age 60+ Female,-0.007731,0.009754,-0.002867,0.001749,0.000972,0.001094,-0.015265,0.008817
Age 60+ Male,0.017057,0.011344,0.002962,0.002052,0.001177,0.001256,-0.009527,0.010456
All: LAG 7,0.009004,0.003472,0.001338,0.000600,0.000758,0.000400,0.005264,0.003042
Female,0.005461,0.004424,0.000440,0.000765,0.000870,0.000509,0.005744,0.003885
Male,0.012510,0.004456,0.002226,0.000770,0.000647,0.000513,0.004825,0.003896
Warm All,0.008580,0.003533,0.001308,0.000613,0.000696,0.000408,0.004990,0.002680
Warm Female,0.007566,0.004379,0.000594,0.000760,0.001234,0.000505,0.007439,0.003316
Warm Male,0.009543,0.004355,0.001994,0.000755,0.000176,0.000503,0.002642,0.003310
Cold All,0.006749,0.004119,0.001072,0.000705,0.000472,0.000471,0.002698,0.005771
Cold Female,-0.001313,0.005107,-0.000173,0.000875,-0.000129,0.000584,-0.007665,0.007164
Cold Male,0.015009,0.005221,0.002347,0.000893,0.001086,0.000598,0.013288,0.007306
Age 0-10 All,0.022261,0.006062,0.003632,0.000999,0.001247,0.000737,0.019420,0.005052
Age 0-10 Female,0.025191,0.008404,0.004065,0.001382,0.001461,0.001023,0.022909,0.006933
Age 0-10 Male,0.020017,0.007450,0.003300,0.001230,0.001080,0.000905,0.016685,0.006259
Age 11-60 All,0.000903,0.004271,-0.000257,0.000753,0.000471,0.000481,-0.002919,0.003823
Age 11-60 Female,-0.005455,0.005548,-0.001787,0.000974,0.000529,0.000627,-0.004000,0.004991
Age 11-60 Male,0.007577,0.005741,0.001376,0.001016,0.000410,0.000644,-0.001779,0.005114
Age 60+All,0.010702,0.007547,0.001696,0.001347,0.000880,0.000852,0.001636,0.006828
Age 60+ Female,0.010109,0.009764,0.001300,0.001739,0.001129,0.001106,0.006337,0.008828
Age 60+ Male,0.011722,0.011399,0.002275,0.002039,0.000563,0.001279,-0.004640,0.010313
All: LAG 8,0.008235,0.003489,0.001369,0.000603,0.000519,0.000399,0.001127,0.003049
Female,0.009309,0.004438,0.001646,0.000767,0.000479,0.000507,0.004359,0.003878
Male,0.007184,0.004480,0.001099,0.000775,0.000558,0.000512,-0.002008,0.003912
Warm All,0.006040,0.003569,0.000979,0.000619,0.000414,0.000409,-0.000703,0.002691
Warm Female,0.009019,0.004418,0.001426,0.000766,0.000661,0.000506,0.003157,0.003314
Warm Male,0.003171,0.004398,0.000548,0.000762,0.000176,0.000504,-0.004460,0.003331
Cold All,0.009866,0.004110,0.001788,0.000706,0.000434,0.000467,0.007917,0.005761
Cold Female,0.007792,0.005078,0.001788,0.000871,-0.000073,0.000576,0.008016,0.007122
Cold Male,0.012042,0.005215,0.001797,0.000896,0.000957,0.000592,0.007804,0.007304
Age 0-10 All,0.020433,0.006060,0.003446,0.001000,0.000990,0.000732,0.009194,0.005055
Age 0-10 Female,0.022213,0.008428,0.003654,0.001388,0.001190,0.001015,0.008948,0.006969
Age 0-10 Male,0.019027,0.007439,0.003276,0.001229,0.000836,0.000899,0.009293,0.006242
Age 11-60 All,0.002323,0.004287,0.000263,0.000756,0.000266,0.000479,-0.001465,0.003815
Age 11-60 Female,0.004755,0.005543,0.000963,0.000973,0.000122,0.000621,0.001833,0.004943
Age 11-60 Male,-0.000228,0.005785,-0.000484,0.001024,0.000415,0.000644,-0.004868,0.005136
Age 60+All,0.004185,0.007610,0.000465,0.001362,0.000535,0.000851,-0.008096,0.006890
Age 60+ Female,0.004138,0.009839,0.000357,0.001754,0.000625,0.001105,0.005222,0.008813
Age 60+ Male,0.004157,0.011486,0.000608,0.002066,0.000399,0.001276,-0.026964,0.010553
All: LAG 9,0.005220,0.003500,0.000819,0.000605,0.000385,0.000400,0.002688,0.003031
Female,0.003238,0.004443,0.000747,0.000769,-0.000020,0.000507,0.003297,0.003861
Male,0.007220,0.004497,0.000892,0.000776,0.000794,0.000515,0.002147,0.003881
Warm All,0.002238,0.003589,0.000037,0.000621,0.000506,0.000411,0.001226,0.002670
Warm Female,0.000050,0.004439,-0.000254,0.000771,0.000281,0.000508,0.000683,0.003301
Warm Male,0.004413,0.004428,0.000322,0.000765,0.000732,0.000509,0.001787,0.003296
Cold All,0.008411,0.004095,0.001857,0.000703,0.000021,0.000465,0.004634,0.005743
Cold Female,0.006596,0.005044,0.002102,0.000866,-0.000684,0.000573,0.012931,0.007075
Cold Male,0.010240,0.005204,0.001592,0.000894,0.000750,0.000591,-0.003906,0.007292
Age 0-10 All,0.015148,0.006070,0.002075,0.001000,0.001380,0.000734,0.007984,0.005046
Age 0-10 Female,0.014994,0.008437,0.001672,0.001391,0.001878,0.001016,0.009953,0.006984
Age 0-10 Male,0.015299,0.007444,0.002376,0.001225,0.001012,0.000903,0.006486,0.006206
Age 11-60 All,0.000563,0.004300,0.000017,0.000758,0.000105,0.000481,0.001315,0.003792
Age 11-60 Female,-0.001450,0.005545,0.000301,0.000975,-0.000663,0.000622,-0.001060,0.004921
Age 11-60 Male,0.002754,0.005818,-0.000289,0.001029,0.000921,0.000647,0.003878,0.005094
Age 60+All,0.001143,0.007641,0.000653,0.001365,-0.000367,0.000852,-0.004191,0.006795
Age 60+ Female,0.000081,0.009895,0.000538,0.001763,-0.000506,0.001108,0.006697,0.008713
Age 60+ Male,0.002475,0.011503,0.000785,0.002062,-0.000183,0.001275,-0.019649,0.010369
All: LAG 10,0.006713,0.003523,0.001081,0.000609,0.000468,0.000403,0.000715,0.003022
Female,0.010114,0.004478,0.001339,0.000774,0.001027,0.000513,0.000712,0.003860
Male,0.003384,0.004524,0.000831,0.000782,-0.000083,0.000517,0.000784,0.003862
Warm All,0.006294,0.003634,0.000559,0.000627,0.000947,0.000417,-0.000362,0.002661
Warm Female,0.007211,0.004498,0.000374,0.000777,0.001381,0.000516,-0.001521,0.003295
Warm Male,0.005464,0.004475,0.000747,0.000773,0.000533,0.000513,0.000824,0.003276
Cold All,0.006868,0.004107,0.001858,0.000709,-0.000347,0.000465,0.001930,0.005783
Cold Female,0.013665,0.005057,0.002695,0.000874,0.000409,0.000574,0.007517,0.007127
Cold Male,-0.000189,0.005220,0.000991,0.000901,-0.001129,0.000590,-0.003819,0.007347
Age 0-10 All,0.017149,0.006121,0.002649,0.001010,0.001165,0.000741,0.008215,0.004992
Age 0-10 Female,0.018443,0.008519,0.002933,0.001402,0.001121,0.001031,0.012549,0.006924
Age 0-10 Male,0.016161,0.007499,0.002430,0.001240,0.001198,0.000908,0.005004,0.006128
Age 11-60 All,0.003176,0.004333,0.000264,0.000763,0.000481,0.000485,-0.002341,0.003794
Age 11-60 Female,0.009666,0.005597,0.001021,0.000983,0.001258,0.000630,-0.003504,0.004922
Age 11-60 Male,-0.003717,0.005845,-0.000552,0.001034,-0.000329,0.000651,-0.001059,0.005097
Age 60+All,-0.002315,0.007687,0.000266,0.001374,-0.000800,0.000852,-0.005525,0.006864
Age 60+ Female,-0.001760,0.009936,-0.000567,0.001771,0.000137,0.001111,-0.006074,0.008845
Age 60+ Male,-0.003045,0.011596,0.001425,0.002082,-0.002027,0.001271,-0.004599,0.010400
All: LAG 11,0.003936,0.003539,0.000865,0.000614,0.000028,0.000403,0.000976,0.003022
Female,0.006549,0.004491,0.001341,0.000780,0.000160,0.000511,0.003994,0.003845
Male,0.001351,0.004553,0.000397,0.000790,-0.000104,0.000519,-0.001967,0.003876
Warm All,0.001833,0.003658,0.000221,0.000635,0.000214,0.000417,-0.000580,0.002663
Warm Female,0.003555,0.004518,0.000396,0.000784,0.000447,0.000514,0.002189,0.003282
Warm Male,0.000200,0.004513,0.000060,0.000782,-0.000013,0.000515,-0.003258,0.003292
Cold All,0.006202,0.004108,0.001719,0.000711,-0.000347,0.000465,0.004475,0.005775
Cold Female,0.009097,0.005053,0.002478,0.000875,-0.000443,0.000573,0.005979,0.007110
Cold Male,0.003175,0.005230,0.000928,0.000906,-0.000246,0.000592,0.002937,0.007347
Age 0-10 All,0.012690,0.006164,0.002176,0.001021,0.000584,0.000741,0.012455,0.004976
Age 0-10 Female,0.007275,0.008538,0.001595,0.001410,-0.000131,0.001027,0.018611,0.006832
Age 0-10 Male,0.016765,0.007565,0.002614,0.001255,0.001122,0.000909,0.007772,0.006149
Age 11-60 All,-0.002013,0.004348,-0.000133,0.000770,-0.000345,0.000485,-0.003221,0.003800
Age 11-60 Female,0.004814,0.005604,0.001258,0.000989,-0.000127,0.000627,-0.000762,0.004916
Age 11-60 Male,-0.009270,0.005879,-0.001626,0.001044,-0.000577,0.000654,-0.005740,0.005118
Age 60+All,0.007240,0.007720,0.001390,0.001383,0.000353,0.000855,-0.011200,0.006882
Age 60+ Female,0.010933,0.009975,0.001146,0.001785,0.001448,0.001110,-0.006491,0.008851
Age 60+ Male,0.002258,0.011646,0.001748,0.002089,-0.001112,0.001280,-0.017630,0.010453
All: LAG 12,0.007897,0.003526,0.001597,0.000611,0.000206,0.000402,0.003149,0.002998
Female,0.006116,0.004487,0.001546,0.000778,-0.000167,0.000511,0.004401,0.003829
Male,0.009667,0.004528,0.001650,0.000783,0.000574,0.000516,0.001973,0.003836
Warm All,0.005567,0.003636,0.000613,0.000631,0.000709,0.000416,0.002216,0.002642
Warm Female,0.006534,0.004496,0.000890,0.000781,0.000653,0.000514,0.003176,0.003265
Warm Male,0.004654,0.004480,0.000349,0.000776,0.000767,0.000512,0.001337,0.003255
Cold All,0.010652,0.004116,0.003050,0.000710,-0.000700,0.000465,0.005661,0.005791
Cold Female,0.003634,0.005101,0.002315,0.000882,-0.001579,0.000574,0.005449,0.007187
Cold Male,0.017862,0.005204,0.003805,0.000897,0.000206,0.000590,0.005880,0.007313
Age 0-10 All,0.012019,0.006149,0.002430,0.001014,0.000050,0.000743,0.014979,0.004955
Age 0-10 Female,0.001210,0.008546,0.000386,0.001409,-0.000190,0.001032,0.019017,0.006823
Age 0-10 Male,0.020169,0.007524,0.003968,0.001242,0.000242,0.000909,0.011870,0.006114
Age 11-60 All,0.005435,0.004335,0.001133,0.000766,0.000147,0.000484,-0.003321,0.003761
Age 11-60 Female,0.007175,0.005609,0.002009,0.000989,-0.000323,0.000628,-0.004071,0.004891
Age 11-60 Male,0.003587,0.005849,0.000199,0.001037,0.000633,0.000650,-0.002500,0.005048
Age 60+All,0.008454,0.007677,0.001315,0.001379,0.000698,0.000847,-0.001246,0.006829
Age 60+ Female,0.010495,0.009911,0.002162,0.001777,0.000368,0.001101,0.005788,0.008830
Age 60+ Male,0.005494,0.011585,0.000148,0.002088,0.001094,0.001265,-0.010669,0.010279
All: LAG 13,0.002267,0.003526,0.001039,0.000609,-0.000570,0.000403,-0.000403,0.002980
Female,0.000647,0.004472,0.000983,0.000774,-0.000907,0.000511,0.001758,0.003781
Male,0.003873,0.004538,0.001091,0.000784,-0.000234,0.000519,-0.002541,0.003835
Warm All,-0.001435,0.003637,-0.000128,0.000630,-0.000206,0.000417,-0.002137,0.002623
Warm Female,-0.001376,0.004489,0.000162,0.000778,-0.000509,0.000515,0.001319,0.003222
Warm Male,-0.001517,0.004484,-0.000418,0.000776,0.000092,0.000515,-0.005555,0.003250
Cold All,0.007019,0.004112,0.002764,0.000709,-0.001272,0.000466,0.009933,0.005746
Cold Female,0.002320,0.005074,0.002051,0.000877,-0.001636,0.000575,0.002695,0.007114
Cold Male,0.011942,0.005218,0.003510,0.000898,-0.000895,0.000592,0.017430,0.007267
Age 0-10 All,0.006996,0.006168,0.002599,0.001015,-0.001557,0.000745,0.009442,0.004944
Age 0-10 Female,0.006195,0.008556,0.002425,0.001408,-0.001535,0.001033,0.016128,0.006780
Age 0-10 Male,0.007678,0.007559,0.002730,0.001244,-0.001553,0.000914,0.004229,0.006114
Age 11-60 All,-0.001536,0.004333,-0.000100,0.000765,-0.000266,0.000485,-0.005396,0.003747
Age 11-60 Female,-0.001985,0.005591,0.000078,0.000984,-0.000558,0.000628,-0.004596,0.004852
Age 11-60 Male,-0.001046,0.005855,-0.000291,0.001037,0.000045,0.000654,-0.006226,0.005045
Age 60+All,0.005981,0.007682,0.001444,0.001375,0.000028,0.000852,-0.005495,0.006716
Age 60+ Female,0.000210,0.009902,0.001317,0.001764,-0.001225,0.001109,-0.003371,0.008567
Age 60+ Male,0.014078,0.011617,0.001653,0.002091,0.001685,0.001272,-0.008573,0.010300
All: LAG 14,-0.000514,0.003539,0.000292,0.000609,-0.000454,0.000406,0.001434,0.002993
Female,0.006169,0.004487,0.001238,0.000772,0.000156,0.000516,0.004067,0.003806
Male,-0.007131,0.004552,-0.000643,0.000784,-0.001058,0.000522,-0.001131,0.003841
Warm All,-0.003214,0.003644,-0.000171,0.000627,-0.000605,0.000420,-0.000438,0.002640
Warm Female,0.005715,0.004490,0.001064,0.000773,0.000241,0.000518,0.003361,0.003246
Warm Male,-0.011844,0.004493,-0.001367,0.000774,-0.001422,0.000517,-0.004141,0.003264
Cold All,0.004195,0.004140,0.001071,0.000714,-0.000154,0.000472,0.011062,0.005754
Cold Female,0.006781,0.005109,0.001489,0.000881,0.000031,0.000583,0.007602,0.007110
Cold Male,0.001522,0.005253,0.000639,0.000906,-0.000345,0.000598,0.014637,0.007293
Age 0-10 All,0.006909,0.006172,0.001546,0.001014,-0.000179,0.000747,0.011941,0.004982
Age 0-10 Female,0.011205,0.008536,0.001535,0.001401,0.001017,0.001034,0.017483,0.006838
Age 0-10 Male,0.003647,0.007578,0.001557,0.001246,-0.001089,0.000917,0.007636,0.006158
Age 11-60 All,-0.004608,0.004362,-0.000322,0.000766,-0.000775,0.000490,-0.003787,0.003761
Age 11-60 Female,0.006408,0.005630,0.001577,0.000983,-0.000109,0.000636,-0.002552,0.004879
Age 11-60 Male,-0.016296,0.005880,-0.002372,0.001037,-0.001469,0.000658,-0.005066,0.005047
Age 60+All,-0.001780,0.007678,-0.000600,0.001367,0.000186,0.000862,-0.004631,0.006723
Age 60+ Female,-0.003046,0.009933,-0.000516,0.001761,-0.000198,0.001120,0.001306,0.008662
Age 60+ Male,-0.000071,0.011582,-0.000703,0.002074,0.000682,0.001292,-0.012754,0.010197
