OrdO,Health,Lag,AP,BETA,SEBETA,PVALUE,Sign,SignP,,,,,,,,,,,,,,,,
867,MenFC,11,ENO2,0.000271695,0.000471756,0.56470756,0,0,,,,,,,,,,,,,,,,
987,MenMC,11,ENO2,0.000931897,0.000450337,0.038592948,1,1,,,,,,,,,,,,,,,,
1107,MenMF10,11,ENO2,-0.002991598,0.004046232,0.459744868,0,0,,,,,,,,,,,,,,,,
1227,MenF10,11,ENO2,-0.012477217,0.005656649,0.027469677,-1,0,,,,,,,,,,,,,,,,
1347,MenM10,11,ENO2,0.001588876,0.004578015,0.728563518,0,0,,,,,,,,,,,,,,,,
1467,MenMF60,11,ENO2,0.0006767,0.000405413,0.095180558,0,0,,,,,,,,,,,,,,,,
1587,MenF60,11,ENO2,0.000178161,0.000563203,0.751767728,0,0,,,,,,,,,,,,,,,,
1707,MenM60,11,ENO2,0.001111563,0.000537662,0.038774508,1,1,,,,,,,,,,,,,,,,
1827,MenMF61,11,ENO2,-0.000146079,0.000889817,0.869609318,0,0,,,,,,,,,,,,,,,,
1947,MenF61,11,ENO2,-0.000903743,0.001194734,0.449440589,0,0,,,,,,,,,,,,,,,,
2067,MenM61,11,ENO2,0.000783957,0.001295793,0.545219809,0,0,,,,,,,,,,,,,,,,
28,MenA,12,ENO2,7.44174E-05,0.00037609,0.8431583,0,0,,,,,,,,,,,,,,,,
148,MenF,12,ENO2,0.000302237,0.000513197,0.555948522,0,0,,,,,,,,,,,,,,,,
268,MenM,12,ENO2,-0.000136728,0.000506952,0.787404091,0,0,,,,,,,,,,,,,,,,
388,MenAW,12,ENO2,0.000266181,0.00042692,0.533005142,0,0,,,,,,,,,,,,,,,,
508,MenFW,12,ENO2,-6.23195E-05,0.000584617,0.9151136,0,0,,,,,,,,,,,,,,,,
628,MenMW,12,ENO2,0.00056227,0.000594574,0.344386958,0,0,,,,,,,,,,,,,,,,
748,MenAC,12,ENO2,0.000168824,0.000346593,0.626222077,0,0,,,,,,,,,,,,,,,,
868,MenFC,12,ENO2,0.00082048,0.000472476,0.082559488,0,0,,,,,,,,,,,,,,,,
988,MenMC,12,ENO2,-0.000433138,0.000452722,0.338768172,0,0,,,,,,,,,,,,,,,,
1108,MenMF10,12,ENO2,-0.005610891,0.004036537,0.164615173,0,0,,,,,,,,,,,,,,,,
1228,MenF10,12,ENO2,-0.002209857,0.005497745,0.687741831,0,0,,,,,,,,,,,,,,,,
1348,MenM10,12,ENO2,-0.00748603,0.004630624,0.106053073,0,0,,,,,,,,,,,,,,,,
1468,MenMF60,12,ENO2,0.000138809,0.000405799,0.732325206,0,0,,,,,,,,,,,,,,,,
1588,MenF60,12,ENO2,0.000319394,0.000563149,0.570645816,0,0,,,,,,,,,,,,,,,,
1708,MenM60,12,ENO2,-2.23235E-05,0.000538337,0.9669256,0,0,,,,,,,,,,,,,,,,
1828,MenMF61,12,ENO2,-7.97153E-05,0.000892951,0.9288715,0,0,,,,,,,,,,,,,,,,
1948,MenF61,12,ENO2,0.000278759,0.001193855,0.815391964,0,0,,,,,,,,,,,,,,,,
2068,MenM61,12,ENO2,-0.000512177,0.00130625,0.695011751,0,0,,,,,,,,,,,,,,,,
29,MenA,13,ENO2,-0.000610355,0.000374743,0.103466268,0,0,,,,,,,,,,,,,,,,
149,MenF,13,ENO2,-0.000877608,0.000510483,0.085677077,0,0,,,,,,,,,,,,,,,,
269,MenM,13,ENO2,-0.000363599,0.00050618,0.472611139,0,0,,,,,,,,,,,,,,,,
389,MenAW,13,ENO2,-0.000218189,0.000424407,0.607214944,0,0,,,,,,,,,,,,,,,,
509,MenFW,13,ENO2,-0.000767546,0.000578801,0.184900273,0,0,,,,,,,,,,,,,,,,
629,MenMW,13,ENO2,0.000286558,0.000592157,0.628473786,0,0,,,,,,,,,,,,,,,,
749,MenAC,13,ENO2,-0.000555659,0.000345796,0.10817249,0,0,,,,,,,,,,,,,,,,
869,MenFC,13,ENO2,-0.00053555,0.000470866,0.255465791,0,0,,,,,,,,,,,,,,,,
989,MenMC,13,ENO2,-0.000574106,0.000453341,0.205463553,0,0,,,,,,,,,,,,,,,,
1109,MenMF10,13,ENO2,-0.011602282,0.004083662,0.004522863,-1,0,,,,,,,,,,,,,,,,
1229,MenF10,13,ENO2,-0.01109078,0.005447059,0.041819938,-1,0,,,,,,,,,,,,,,,,
1349,MenM10,13,ENO2,-0.012003088,0.004732559,0.011249689,-1,0,,,,,,,,,,,,,,,,
1469,MenMF60,13,ENO2,-0.000412674,0.000404379,0.307559691,0,0,,,,,,,,,,,,,,,,
1589,MenF60,13,ENO2,-0.00069494,0.000560266,0.214925285,0,0,,,,,,,,,,,,,,,,
1709,MenM60,13,ENO2,-0.00016218,0.000537388,0.762829576,0,0,,,,,,,,,,,,,,,,
1829,MenMF61,13,ENO2,-0.001337106,0.000888312,0.132363582,0,0,,,,,,,,,,,,,,,,
1949,MenF61,13,ENO2,-0.001523886,0.001188678,0.199933086,0,0,,,,,,,,,,,,,,,,
2069,MenM61,13,ENO2,-0.001087667,0.001299122,0.40252275,0,0,,,,,,,,,,,,,,,,
30,MenA,14,ENO2,-0.000530044,0.000372946,0.155343404,0,0,,,,,,,,,,,,,,,,
150,MenF,14,ENO2,-0.001017599,0.000508853,0.045605018,-1,0,,,,,,,,,,,,,,,,
270,MenM,14,ENO2,-7.98441E-05,0.00050277,0.8738297,0,0,,,,,,,,,,,,,,,,
390,MenAW,14,ENO2,0.000369434,0.000418365,0.377278991,0,0,,,,,,,,,,,,,,,,
510,MenFW,14,ENO2,-0.000723059,0.000570494,0.205092604,0,0,,,,,,,,,,,,,,,,
630,MenMW,14,ENO2,0.001364226,0.000582221,0.019181555,1,1,,,,,,,,,,,,,,,,
750,MenAC,14,ENO2,-0.000818422,0.000345377,0.017862548,-1,0,,,,,,,,,,,,,,,,
870,MenFC,14,ENO2,-0.00083528,0.000471969,0.076856873,0,0,,,,,,,,,,,,,,,,
990,MenMC,14,ENO2,-0.000802097,0.000451934,0.076022116,0,0,,,,,,,,,,,,,,,,
1110,MenMF10,14,ENO2,-0.005675746,0.004040601,0.160211436,0,0,,,,,,,,,,,,,,,,
1230,MenF10,14,ENO2,-0.00456263,0.005370083,0.395587976,0,0,,,,,,,,,,,,,,,,
1350,MenM10,14,ENO2,-0.006357006,0.004688638,0.175245771,0,0,,,,,,,,,,,,,,,,
1470,MenMF60,14,ENO2,-0.000512627,0.000402474,0.202862875,0,0,,,,,,,,,,,,,,,,
1590,MenF60,14,ENO2,-0.000930354,0.000558582,0.095895561,0,0,,,,,,,,,,,,,,,,
1710,MenM60,14,ENO2,-0.000143556,0.000533923,0.788047164,0,0,,,,,,,,,,,,,,,,
1830,MenMF61,14,ENO2,-0.000419274,0.000882489,0.634744894,0,0,,,,,,,,,,,,,,,,
1950,MenF61,14,ENO2,-0.001369238,0.001179369,0.245729401,0,0,,,,,,,,,,,,,,,,
2070,MenM61,14,ENO2,0.000768635,0.001291486,0.55178038,0,0,,,,,,,,,,,,,,,,
31,MenA,0,EO3,-0.000572645,0.000362496,0.114265175,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,MenF,0,EO3,-0.001048788,0.000500711,0.036282966,-1,0,,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
271,MenM,0,EO3,-0.000139831,0.000488602,0.774753635,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,MenAW,0,EO3,0.000142742,0.000324527,0.660076728,0,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
511,MenFW,0,EO3,-0.000490941,0.000448169,0.273404556,0,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
631,MenMW,0,EO3,0.000711847,0.000447673,0.111907067,0,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
751,MenAC,0,EO3,-0.001962083,0.000417997,2.7881E-06,-1,0,,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0
871,MenFC,0,EO3,-0.002127331,0.000577891,0.000235858,-1,0,,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,1,0
991,MenMC,0,EO3,-0.001812627,0.00055173,0.001029214,-1,0,,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0
1111,MenMF10,0,EO3,0.007128721,0.004104747,0.082533232,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1231,MenF10,0,EO3,0.01015411,0.00544188,0.06214124,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1351,MenM10,0,EO3,0.005633426,0.004773067,0.237984719,0,0,,0,0,1,0,0,0,0,0,1,-1,0,0,0,1,0
1471,MenMF60,0,EO3,-0.000563601,0.000392699,0.15132522,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1591,MenF60,0,EO3,-0.001022128,0.000551394,0.063868918,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1711,MenM60,0,EO3,-0.000165605,0.000520554,0.75040537,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,MenMF61,0,EO3,-0.000930935,0.000857254,0.277580575,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,MenF61,0,EO3,-0.001472344,0.001153475,0.201889058,0,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2071,MenM61,0,EO3,-0.000263461,0.001249841,0.833059984,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,MenA,1,EO3,-4.0974E-05,0.000364332,0.9104628,0,0,,,,,,,,,,,,,,,,
152,MenF,1,EO3,-1.73463E-05,0.000503161,0.9725008,0,0,,,,,,,,,,,,,,,,
272,MenM,1,EO3,-6.12716E-05,0.000490722,0.90064194,0,0,,,,,,,,,,,,,,,,
392,MenAW,1,EO3,0.00088331,0.000325846,0.006746542,1,1,,,,,,,,,,,,,,,,
512,MenFW,1,EO3,0.000532619,0.00045102,0.23771877,0,0,,,,,,,,,,,,,,,,
632,MenMW,1,EO3,0.001195918,0.000450681,0.008002459,1,1,,,,,,,,,,,,,,,,
752,MenAC,1,EO3,-0.001687146,0.00042017,6.067E-05,-1,0,,,,,,,,,,,,,,,,
872,MenFC,1,EO3,-0.001057148,0.000580002,0.068445143,0,0,,,,,,,,,,,,,,,,
992,MenMC,1,EO3,-0.002263463,0.000552321,4.26607E-05,-1,0,,,,,,,,,,,,,,,,
1112,MenMF10,1,EO3,0.005797685,0.004180904,0.165625208,0,0,,,,,,,,,,,,,,,,
1232,MenF10,1,EO3,0.002158711,0.005609722,0.700398593,0,0,,,,,,,,,,,,,,,,
1352,MenM10,1,EO3,0.007733808,0.004833571,0.109690093,0,0,,,,,,,,,,,,,,,,
1472,MenMF60,1,EO3,-2.59828E-05,0.000394915,0.9475463,0,0,,,,,,,,,,,,,,,,
1592,MenF60,1,EO3,6.00176E-05,0.000554214,0.9137697,0,0,,,,,,,,,,,,,,,,
1712,MenM60,1,EO3,-0.00010016,0.000522832,0.848088858,0,0,,,,,,,,,,,,,,,,
1832,MenMF61,1,EO3,-0.00036401,0.000859735,0.672032428,0,0,,,,,,,,,,,,,,,,
1952,MenF61,1,EO3,-0.000473688,0.001158546,0.682665565,0,0,,,,,,,,,,,,,,,,
2072,MenM61,1,EO3,-0.000221968,0.001251711,0.859258558,0,0,,,,,,,,,,,,,,,,
33,MenA,2,EO3,-6.28748E-05,0.000366169,0.8636761,0,0,,,,,,,,,,,,,,,,
153,MenF,2,EO3,-0.000781033,0.000504728,0.12185507,0,0,,,,,,,,,,,,,,,,
273,MenM,2,EO3,0.000589849,0.000491067,0.229776152,0,0,,,,,,,,,,,,,,,,
393,MenAW,2,EO3,0.000458566,0.000326973,0.160872555,0,0,,,,,,,,,,,,,,,,
513,MenFW,2,EO3,-0.000344999,0.000453051,0.446412325,0,0,,,,,,,,,,,,,,,,
633,MenMW,2,EO3,0.001177521,0.000451075,0.009082507,1,1,,,,,,,,,,,,,,,,
753,MenAC,2,EO3,-0.000928609,0.000422968,0.028199903,-1,0,,,,,,,,,,,,,,,,
873,MenFC,2,EO3,-0.001355796,0.000580151,0.019500233,-1,0,,,,,,,,,,,,,,,,
993,MenMC,2,EO3,-0.000529892,0.000553446,0.338414136,0,0,,,,,,,,,,,,,,,,
1113,MenMF10,2,EO3,0.006639167,0.004156496,0.11029493,0,0,,,,,,,,,,,,,,,,
1233,MenF10,2,EO3,-0.004210139,0.005585587,0.451052833,0,0,,,,,,,,,,,,,,,,
1353,MenM10,2,EO3,0.012427582,0.004802503,0.009703464,1,1,,,,,,,,,,,,,,,,
1473,MenMF60,2,EO3,1.37717E-05,0.000396252,0.9722773,0,0,,,,,,,,,,,,,,,,
1593,MenF60,2,EO3,-0.000828102,0.0005553,0.135985971,0,0,,,,,,,,,,,,,,,,
1713,MenM60,2,EO3,0.00074413,0.000522897,0.154804489,0,0,,,,,,,,,,,,,,,,
1833,MenMF61,2,EO3,-0.000779918,0.000860818,0.36499169,0,0,,,,,,,,,,,,,,,,
1953,MenF61,2,EO3,-0.00046123,0.001158172,0.69047962,0,0,,,,,,,,,,,,,,,,
2073,MenM61,2,EO3,-0.001153807,0.001252778,0.357118551,0,0,,,,,,,,,,,,,,,,
34,MenA,3,EO3,-0.000227042,0.000368411,0.537756579,0,0,,,,,,,,,,,,,,,,
154,MenF,3,EO3,-0.000282822,0.000506286,0.576458711,0,0,,,,,,,,,,,,,,,,
274,MenM,3,EO3,-0.000174398,0.000494786,0.724507563,0,0,,,,,,,,,,,,,,,,
394,MenAW,3,EO3,0.000360641,0.000331739,0.277062069,0,0,,,,,,,,,,,,,,,,
514,MenFW,3,EO3,0.000172885,0.000457381,0.705463633,0,0,,,,,,,,,,,,,,,,
634,MenMW,3,EO3,0.000532553,0.00045888,0.245909049,0,0,,,,,,,,,,,,,,,,
754,MenAC,3,EO3,-0.001153045,0.000422223,0.00634998,-1,0,,,,,,,,,,,,,,,,
874,MenFC,3,EO3,-0.000878823,0.000579803,0.129684006,0,0,,,,,,,,,,,,,,,,
994,MenMC,3,EO3,-0.001404569,0.00055025,0.010736831,-1,0,,,,,,,,,,,,,,,,
1114,MenMF10,3,EO3,-0.00153062,0.004129529,0.710920173,0,0,,,,,,,,,,,,,,,,
1234,MenF10,3,EO3,-0.003242635,0.005582595,0.561383155,0,0,,,,,,,,,,,,,,,,
1354,MenM10,3,EO3,-0.000541276,0.004744171,0.909171135,0,0,,,,,,,,,,,,,,,,
1474,MenMF60,3,EO3,-9.782E-05,0.000398381,0.8060507,0,0,,,,,,,,,,,,,,,,
1594,MenF60,3,EO3,-0.000320128,0.000557004,0.565511835,0,0,,,,,,,,,,,,,,,,
1714,MenM60,3,EO3,9.74584E-05,0.000526435,0.853139082,0,0,,,,,,,,,,,,,,,,
1834,MenMF61,3,EO3,-0.000932766,0.000862562,0.279602374,0,0,,,,,,,,,,,,,,,,
1954,MenF61,3,EO3,-1.68909E-05,0.001158479,0.988368,0,0,,,,,,,,,,,,,,,,
2074,MenM61,3,EO3,-0.002055722,0.001256715,0.101978882,0,0,,,,,,,,,,,,,,,,
35,MenA,4,EO3,0.000191902,0.000370263,0.604293419,0,0,,,,,,,,,,,,,,,,
155,MenF,4,EO3,0.000455594,0.000507456,0.369357967,0,0,,,,,,,,,,,,,,,,
275,MenM,4,EO3,-4.89799E-05,0.000497788,0.9216246,0,0,,,,,,,,,,,,,,,,
395,MenAW,4,EO3,0.00015305,0.000334645,0.647449528,0,0,,,,,,,,,,,,,,,,
515,MenFW,4,EO3,0.000484166,0.000459019,0.291601578,0,0,,,,,,,,,,,,,,,,
635,MenMW,4,EO3,-0.000149115,0.00046394,0.747919506,0,0,,,,,,,,,,,,,,,,
755,MenAC,4,EO3,0.000298749,0.000422937,0.480009429,0,0,,,,,,,,,,,,,,,,
875,MenFC,4,EO3,0.000484969,0.000578941,0.402269322,0,0,,,,,,,,,,,,,,,,
995,MenMC,4,EO3,0.000126945,0.000552711,0.818356449,0,0,,,,,,,,,,,,,,,,
1115,MenMF10,4,EO3,0.000946855,0.004168555,0.820327183,0,0,,,,,,,,,,,,,,,,
1235,MenF10,4,EO3,-0.000403193,0.005566046,0.942257802,0,0,,,,,,,,,,,,,,,,
1355,MenM10,4,EO3,0.001406564,0.004826181,0.770729672,0,0,,,,,,,,,,,,,,,,
1475,MenMF60,4,EO3,0.000229587,0.0004005,0.566514112,0,0,,,,,,,,,,,,,,,,
1595,MenF60,4,EO3,0.000205832,0.000558866,0.71267081,0,0,,,,,,,,,,,,,,,,
1715,MenM60,4,EO3,0.000250535,0.000529518,0.636146812,0,0,,,,,,,,,,,,,,,,
1835,MenMF61,4,EO3,-6.27349E-05,0.00086354,0.9420902,0,0,,,,,,,,,,,,,,,,
1955,MenF61,4,EO3,0.001707577,0.001157711,0.140318988,0,0,,,,,,,,,,,,,,,,
2075,MenM61,4,EO3,-0.002228106,0.001261107,0.077356616,0,0,,,,,,,,,,,,,,,,
36,MenA,5,EO3,-0.000155403,0.000370361,0.674805042,0,0,,,,,,,,,,,,,,,,
156,MenF,5,EO3,0.000238535,0.000507144,0.638136535,0,0,,,,,,,,,,,,,,,,
276,MenM,5,EO3,-0.000514768,0.000497709,0.301083783,0,0,,,,,,,,,,,,,,,,
396,MenAW,5,EO3,-0.00052949,0.000333842,0.112823627,0,0,,,,,,,,,,,,,,,,
516,MenFW,5,EO3,-0.000305073,0.000458002,0.505397014,0,0,,,,,,,,,,,,,,,,
636,MenMW,5,EO3,-0.00073524,0.000463708,0.112933414,0,0,,,,,,,,,,,,,,,,
756,MenAC,5,EO3,0.000324226,0.000423619,0.444104394,0,0,,,,,,,,,,,,,,,,
876,MenFC,5,EO3,0.000859558,0.000579882,0.138356363,0,0,,,,,,,,,,,,,,,,
996,MenMC,5,EO3,-0.000167916,0.000553102,0.761460377,0,0,,,,,,,,,,,,,,,,
1116,MenMF10,5,EO3,-0.00188822,0.004228373,0.655222546,0,0,,,,,,,,,,,,,,,,
1236,MenF10,5,EO3,0.001513243,0.005676209,0.789798466,0,0,,,,,,,,,,,,,,,,
1356,MenM10,5,EO3,-0.00360776,0.004878503,0.459642824,0,0,,,,,,,,,,,,,,,,
1476,MenMF60,5,EO3,1.09781E-05,0.000400451,0.9781308,0,0,,,,,,,,,,,,,,,,
1596,MenF60,5,EO3,0.000299006,0.00055809,0.59215561,0,0,,,,,,,,,,,,,,,,
1716,MenM60,5,EO3,-0.00024085,0.000529418,0.649186787,0,0,,,,,,,,,,,,,,,,
1836,MenMF61,5,EO3,-0.001048074,0.000863612,0.224989582,0,0,,,,,,,,,,,,,,,,
1956,MenF61,5,EO3,-5.19365E-05,0.001157334,0.9642089,0,0,,,,,,,,,,,,,,,,
2076,MenM61,5,EO3,-0.002258425,0.001259171,0.072971857,0,0,,,,,,,,,,,,,,,,
37,MenA,6,EO3,-0.000132408,0.000371464,0.721527581,0,0,,,,,,,,,,,,,,,,
157,MenF,6,EO3,0.000460197,0.000508186,0.365231152,0,0,,,,,,,,,,,,,,,,
277,MenM,6,EO3,-0.000671947,0.000499273,0.178443536,0,0,,,,,,,,,,,,,,,,
397,MenAW,6,EO3,-0.000154308,0.000333817,0.64393014,0,0,,,,,,,,,,,,,,,,
517,MenFW,6,EO3,0.0003077,0.000457503,0.501271588,0,0,,,,,,,,,,,,,,,,
637,MenMW,6,EO3,-0.000568469,0.000463622,0.220231289,0,0,,,,,,,,,,,,,,,,
757,MenAC,6,EO3,-6.10375E-05,0.000426418,0.8861883,0,0,,,,,,,,,,,,,,,,
877,MenFC,6,EO3,0.000727568,0.000581364,0.210847003,0,0,,,,,,,,,,,,,,,,
997,MenMC,6,EO3,-0.000791756,0.000557955,0.155984308,0,0,,,,,,,,,,,,,,,,
1117,MenMF10,6,EO3,0.000385103,0.004223218,0.927349387,0,0,,,,,,,,,,,,,,,,
1237,MenF10,6,EO3,0.013235323,0.005621229,0.018604818,1,1,,,,,,,,,,,,,,,,
1357,MenM10,6,EO3,-0.006909989,0.004902759,0.158808938,0,0,,,,,,,,,,,,,,,,
1477,MenMF60,6,EO3,-6.16511E-05,0.000401393,0.8779402,0,0,,,,,,,,,,,,,,,,
1597,MenF60,6,EO3,0.000598402,0.000559233,0.28468021,0,0,,,,,,,,,,,,,,,,
1717,MenM60,6,EO3,-0.000635144,0.000530425,0.231227136,0,0,,,,,,,,,,,,,,,,
1837,MenMF61,6,EO3,-0.000564915,0.000870098,0.516218772,0,0,,,,,,,,,,,,,,,,
1957,MenF61,6,EO3,-0.000546214,0.001163022,0.638635409,0,0,,,,,,,,,,,,,,,,
2077,MenM61,6,EO3,-0.000569909,0.001272096,0.654176966,0,0,,,,,,,,,,,,,,,,
38,MenA,7,EO3,-0.000423286,0.000370601,0.253470366,0,0,,,,,,,,,,,,,,,,
158,MenF,7,EO3,-0.000535594,0.000507678,0.291507987,0,0,,,,,,,,,,,,,,,,
278,MenM,7,EO3,-0.0003223,0.000497311,0.516974379,0,0,,,,,,,,,,,,,,,,
398,MenAW,7,EO3,-4.46388E-05,0.000332327,0.8931564,0,0,,,,,,,,,,,,,,,,
518,MenFW,7,EO3,-7.56597E-05,0.000455855,0.8681881,0,0,,,,,,,,,,,,,,,,
638,MenMW,7,EO3,-1.95793E-05,0.000460117,0.9660605,0,0,,,,,,,,,,,,,,,,
758,MenAC,7,EO3,-0.001114586,0.000427081,0.009101119,-1,0,,,,,,,,,,,,,,,,
878,MenFC,7,EO3,-0.001202311,0.000584357,0.039717426,-1,0,,,,,,,,,,,,,,,,
998,MenMC,7,EO3,-0.001033035,0.000557268,0.063864546,0,0,,,,,,,,,,,,,,,,
1118,MenMF10,7,EO3,0.008264195,0.004171498,0.04766209,1,1,,,,,,,,,,,,,,,,
1238,MenF10,7,EO3,0.006230756,0.005644175,0.269705653,0,0,,,,,,,,,,,,,,,,
1358,MenM10,7,EO3,0.009301979,0.004808093,0.053118809,0,0,,,,,,,,,,,,,,,,
1478,MenMF60,7,EO3,-0.000284059,0.000400817,0.47856101,0,0,,,,,,,,,,,,,,,,
1598,MenF60,7,EO3,-0.000324089,0.000558391,0.561685573,0,0,,,,,,,,,,,,,,,,
1718,MenM60,7,EO3,-0.00024992,0.000528988,0.636637987,0,0,,,,,,,,,,,,,,,,
1838,MenMF61,7,EO3,-0.00158484,0.00086774,0.067880543,0,0,,,,,,,,,,,,,,,,
1958,MenF61,7,EO3,-0.001756313,0.001163415,0.131236636,0,0,,,,,,,,,,,,,,,,
2078,MenM61,7,EO3,-0.001376282,0.001266058,0.277089481,0,0,,,,,,,,,,,,,,,,
39,MenA,8,EO3,-0.000458361,0.000369747,0.215189753,0,0,,,,,,,,,,,,,,,,
159,MenF,8,EO3,-0.001082322,0.00050727,0.032947563,-1,0,,,,,,,,,,,,,,,,
279,MenM,8,EO3,0.000103961,0.000496056,0.834012019,0,0,,,,,,,,,,,,,,,,
399,MenAW,8,EO3,-0.00040581,0.000330297,0.219300933,0,0,,,,,,,,,,,,,,,,
519,MenFW,8,EO3,-0.001109306,0.000455419,0.014911998,-1,0,,,,,,,,,,,,,,,,
639,MenMW,8,EO3,0.000217216,0.000456506,0.634232696,0,0,,,,,,,,,,,,,,,,
759,MenAC,8,EO3,-0.000685717,0.000427561,0.108856956,0,0,,,,,,,,,,,,,,,,
879,MenFC,8,EO3,-0.001115912,0.00058547,0.056735963,0,0,,,,,,,,,,,,,,,,
999,MenMC,8,EO3,-0.000290232,0.000557572,0.602730786,0,0,,,,,,,,,,,,,,,,
1119,MenMF10,8,EO3,0.008829086,0.004195134,0.035401654,1,1,,,,,,,,,,,,,,,,
1239,MenF10,8,EO3,0.004003045,0.005670835,0.480300011,0,0,,,,,,,,,,,,,,,,
1359,MenM10,8,EO3,0.011406459,0.004825338,0.018143092,1,1,,,,,,,,,,,,,,,,
1479,MenMF60,8,EO3,-0.000552041,0.000399562,0.167183189,0,0,,,,,,,,,,,,,,,,
1599,MenF60,8,EO3,-0.000726271,0.000557939,0.193109379,0,0,,,,,,,,,,,,,,,,
1719,MenM60,8,EO3,-0.000401333,0.000527234,0.446589676,0,0,,,,,,,,,,,,,,,,
1839,MenMF61,8,EO3,-0.000259521,0.000868155,0.765009638,0,0,,,,,,,,,,,,,,,,
1959,MenF61,8,EO3,-0.003016829,0.001165815,0.009703196,-1,0,,,,,,,,,,,,,,,,
2079,MenM61,8,EO3,0.003062432,0.001260713,0.015188451,1,1,,,,,,,,,,,,,,,,
40,MenA,9,EO3,-4.41851E-05,0.00036988,0.9049201,0,0,,,,,,,,,,,,,,,,
160,MenF,9,EO3,-0.000163051,0.000506115,0.747351027,0,0,,,,,,,,,,,,,,,,
280,MenM,9,EO3,6.26466E-05,0.000497172,0.899735,0,0,,,,,,,,,,,,,,,,
400,MenAW,9,EO3,-0.000252207,0.000332376,0.44802673,0,0,,,,,,,,,,,,,,,,
520,MenFW,9,EO3,-0.000828145,0.000455445,0.069106112,0,0,,,,,,,,,,,,,,,,
640,MenMW,9,EO3,0.000266426,0.000461151,0.56347811,0,0,,,,,,,,,,,,,,,,
760,MenAC,9,EO3,0.000182135,0.000427273,0.669935932,0,0,,,,,,,,,,,,,,,,
880,MenFC,9,EO3,0.00061911,0.000584215,0.289345654,0,0,,,,,,,,,,,,,,,,
1000,MenMC,9,EO3,-0.000220094,0.000557404,0.692975178,0,0,,,,,,,,,,,,,,,,
1120,MenMF10,9,EO3,-0.006785225,0.00419728,0.106065615,0,0,,,,,,,,,,,,,,,,
1240,MenF10,9,EO3,-0.001179329,0.005622487,0.833874111,0,0,,,,,,,,,,,,,,,,
1360,MenM10,9,EO3,-0.010100645,0.004854122,0.037525882,-1,0,,,,,,,,,,,,,,,,
1480,MenMF60,9,EO3,0.000142316,0.000399925,0.721969979,0,0,,,,,,,,,,,,,,,,
1600,MenF60,9,EO3,0.000175846,0.00055673,0.752132141,0,0,,,,,,,,,,,,,,,,
1720,MenM60,9,EO3,0.000111889,0.000528551,0.832362232,0,0,,,,,,,,,,,,,,,,
1840,MenMF61,9,EO3,-0.000890442,0.000865484,0.303632045,0,0,,,,,,,,,,,,,,,,
1960,MenF61,9,EO3,-0.001837659,0.001161928,0.113846031,0,0,,,,,,,,,,,,,,,,
2080,MenM61,9,EO3,0.00024662,0.001260954,0.844949636,0,0,,,,,,,,,,,,,,,,
41,MenA,10,EO3,-4.86533E-05,0.000371174,0.8957204,0,0,,,,,,,,,,,,,,,,
161,MenF,10,EO3,-0.000394908,0.000507708,0.43672785,0,0,,,,,,,,,,,,,,,,
281,MenM,10,EO3,0.000265111,0.000499247,0.595438775,0,0,,,,,,,,,,,,,,,,
401,MenAW,10,EO3,0.000258446,0.000333714,0.438718057,0,0,,,,,,,,,,,,,,,,
521,MenFW,10,EO3,-0.000373655,0.000457589,0.414231476,0,0,,,,,,,,,,,,,,,,
641,MenMW,10,EO3,0.000828227,0.000463949,0.0743263,0,0,,,,,,,,,,,,,,,,
761,MenAC,10,EO3,-0.00070263,0.000428317,0.101008856,0,0,,,,,,,,,,,,,,,,
881,MenFC,10,EO3,-0.00063119,0.000585223,0.280869113,0,0,,,,,,,,,,,,,,,,
1001,MenMC,10,EO3,-0.000769994,0.000559111,0.168551364,0,0,,,,,,,,,,,,,,,,
1121,MenMF10,10,EO3,-0.00097013,0.004155017,0.815400116,0,0,,,,,,,,,,,,,,,,
1241,MenF10,10,EO3,0.009224355,0.005552199,0.096730928,0,0,,,,,,,,,,,,,,,,
1361,MenM10,10,EO3,-0.006624378,0.004807727,0.168340118,0,0,,,,,,,,,,,,,,,,
1481,MenMF60,10,EO3,-6.00266E-05,0.000401357,0.8811214,0,0,,,,,,,,,,,,,,,,
